EC_Number	Organism	PDB	link
3.2.1.8	Streptomyces	2g3j	https://www.rcsb.org/structure/2g3j
3.2.1.8	Streptomyces	2g4f	https://www.rcsb.org/structure/2g4f
3.2.1.8	Streptomyces	3wub	https://www.rcsb.org/structure/3wub
3.2.1.8	Streptomyces	3wue	https://www.rcsb.org/structure/3wue
3.2.1.8	Streptomyces	3wuf	https://www.rcsb.org/structure/3wuf
3.2.1.8	Streptomyces	3wug	https://www.rcsb.org/structure/3wug
3.2.1.8	Streptomyces	5ej3	https://www.rcsb.org/structure/5ej3
3.2.1.8	Streptomyces	5gqd	https://www.rcsb.org/structure/5gqd
3.2.1.8	Streptomyces	5gqe	https://www.rcsb.org/structure/5gqe
3.2.1.8	Streptomyces halstedii	1nq6	https://www.rcsb.org/structure/1nq6
3.2.1.8	Streptomyces lividans	1e0v	https://www.rcsb.org/structure/1e0v
3.2.1.8	Streptomyces lividans	1e0w	https://www.rcsb.org/structure/1e0w
3.2.1.8	Streptomyces lividans	1e0x	https://www.rcsb.org/structure/1e0x
3.2.1.8	Streptomyces lividans	1knl	https://www.rcsb.org/structure/1knl
3.2.1.8	Streptomyces lividans	1knm	https://www.rcsb.org/structure/1knm
3.2.1.8	Streptomyces lividans	1mc9	https://www.rcsb.org/structure/1mc9
3.2.1.8	Streptomyces lividans	1od8	https://www.rcsb.org/structure/1od8
3.2.1.8	Streptomyces lividans	1v0k	https://www.rcsb.org/structure/1v0k
3.2.1.8	Streptomyces lividans	1v0l	https://www.rcsb.org/structure/1v0l
3.2.1.8	Streptomyces lividans	1v0m	https://www.rcsb.org/structure/1v0m
3.2.1.8	Streptomyces lividans	1v0n	https://www.rcsb.org/structure/1v0n
3.2.1.8	Streptomyces lividans	1xas	https://www.rcsb.org/structure/1xas
3.2.1.8	Streptomyces lividans	5ej3	https://www.rcsb.org/structure/5ej3
3.2.1.8	Streptomyces olivaceoviridis	1isv	https://www.rcsb.org/structure/1isv
3.2.1.8	Streptomyces olivaceoviridis	1isw	https://www.rcsb.org/structure/1isw
3.2.1.8	Streptomyces olivaceoviridis	1isx	https://www.rcsb.org/structure/1isx
3.2.1.8	Streptomyces olivaceoviridis	1isy	https://www.rcsb.org/structure/1isy
3.2.1.8	Streptomyces olivaceoviridis	1isz	https://www.rcsb.org/structure/1isz
3.2.1.8	Streptomyces olivaceoviridis	1it0	https://www.rcsb.org/structure/1it0
3.2.1.8	Streptomyces olivaceoviridis	1v6u	https://www.rcsb.org/structure/1v6u
3.2.1.8	Streptomyces olivaceoviridis	1v6v	https://www.rcsb.org/structure/1v6v
3.2.1.8	Streptomyces olivaceoviridis	1v6w	https://www.rcsb.org/structure/1v6w
3.2.1.8	Streptomyces olivaceoviridis	1v6x	https://www.rcsb.org/structure/1v6x
3.2.1.8	Streptomyces olivaceoviridis	1v6y	https://www.rcsb.org/structure/1v6y
3.2.1.8	Streptomyces olivaceoviridis	1xyf	https://www.rcsb.org/structure/1xyf
3.2.1.8	Streptomyces olivaceoviridis	2d1z	https://www.rcsb.org/structure/2d1z
3.2.1.8	Streptomyces olivaceoviridis	2d20	https://www.rcsb.org/structure/2d20
3.2.1.8	Streptomyces olivaceoviridis	2d22	https://www.rcsb.org/structure/2d22
3.2.1.8	Streptomyces olivaceoviridis	2d23	https://www.rcsb.org/structure/2d23
3.2.1.8	Streptomyces olivaceoviridis	2d24	https://www.rcsb.org/structure/2d24
3.2.1.8	Streptomyces olivaceoviridis	2g3i	https://www.rcsb.org/structure/2g3i
3.2.1.8	Streptomyces olivaceoviridis	2g3j	https://www.rcsb.org/structure/2g3j
3.2.1.8	Streptomyces olivaceoviridis	2g4f	https://www.rcsb.org/structure/2g4f
3.2.1.8	Streptomyces olivaceoviridis	5gqd	https://www.rcsb.org/structure/5gqd
3.2.1.8	Streptomyces olivaceoviridis	5gqe	https://www.rcsb.org/structure/5gqe
3.2.1.8	Streptomyces sp.	1hix	https://www.rcsb.org/structure/1hix
3.2.1.8	Streptomyces sp. S38	1hix	https://www.rcsb.org/structure/1hix
3.2.1.8	Talaromyces cellulolyticus	5hxv	https://www.rcsb.org/structure/5hxv
3.2.1.8	Talaromyces cellulolyticus CF-2612	5hxv	https://www.rcsb.org/structure/5hxv
3.2.1.8	Talaromyces funiculosus	3wp3	https://www.rcsb.org/structure/3wp3
3.2.1.8	Thermoanaerobacterium saccharolyticum	3w24	https://www.rcsb.org/structure/3w24
3.2.1.8	Thermoanaerobacterium saccharolyticum	3w25	https://www.rcsb.org/structure/3w25
3.2.1.8	Thermoanaerobacterium saccharolyticum	3w26	https://www.rcsb.org/structure/3w26
3.2.1.8	Thermoanaerobacterium saccharolyticum	3w27	https://www.rcsb.org/structure/3w27
3.2.1.8	Thermoanaerobacterium saccharolyticum	3w28	https://www.rcsb.org/structure/3w28
3.2.1.8	Thermoanaerobacterium saccharolyticum	3w29	https://www.rcsb.org/structure/3w29
3.2.1.8	Thermoascus aurantiacus	1gok	https://www.rcsb.org/structure/1gok
3.2.1.8	Thermoascus aurantiacus	1gom	https://www.rcsb.org/structure/1gom
3.2.1.8	Thermoascus aurantiacus	1goo	https://www.rcsb.org/structure/1goo
3.2.1.8	Thermoascus aurantiacus	1goq	https://www.rcsb.org/structure/1goq
3.2.1.8	Thermoascus aurantiacus	1gor	https://www.rcsb.org/structure/1gor
3.2.1.8	Thermoascus aurantiacus	1i1w	https://www.rcsb.org/structure/1i1w
3.2.1.8	Thermoascus aurantiacus	1i1x	https://www.rcsb.org/structure/1i1x
3.2.1.8	Thermoascus aurantiacus	1k6a	https://www.rcsb.org/structure/1k6a
3.2.1.8	Thermoascus aurantiacus	1tux	https://www.rcsb.org/structure/1tux
3.2.1.8	Thermoascus aurantiacus	2bnj	https://www.rcsb.org/structure/2bnj
3.2.1.8	Thermoascus aurantiacus	3nyd	https://www.rcsb.org/structure/3nyd
3.2.1.8	Thermoascus aurantiacus	3o2l	https://www.rcsb.org/structure/3o2l
3.2.1.8	Thermoascus aurantiacus	4bs0	https://www.rcsb.org/structure/4bs0
3.2.1.8	Thermobifida fusca	3zse	https://www.rcsb.org/structure/3zse
3.2.1.8	Thermomyces	1yna	https://www.rcsb.org/structure/1yna
3.2.1.8	Thermomyces lanuginosus	1yna	https://www.rcsb.org/structure/1yna
3.2.1.8	Thermopolyspora flexuosa	1m4w	https://www.rcsb.org/structure/1m4w
3.2.1.8	Thermopolyspora flexuosa	3b5l	https://www.rcsb.org/structure/3b5l
3.2.1.8	Thermopolyspora flexuosa	3mf6	https://www.rcsb.org/structure/3mf6
3.2.1.8	Thermopolyspora flexuosa	3mf9	https://www.rcsb.org/structure/3mf9
3.2.1.8	Thermopolyspora flexuosa	3mfa	https://www.rcsb.org/structure/3mfa
3.2.1.8	Thermopolyspora flexuosa	3mfc	https://www.rcsb.org/structure/3mfc
3.2.1.8	Thermotoga	1i82	https://www.rcsb.org/structure/1i82
3.2.1.8	Thermotoga	1i8a	https://www.rcsb.org/structure/1i8a
3.2.1.8	Thermotoga	1i8u	https://www.rcsb.org/structure/1i8u
3.2.1.8	Thermotoga	1vbr	https://www.rcsb.org/structure/1vbr
3.2.1.8	Thermotoga	1vbu	https://www.rcsb.org/structure/1vbu
3.2.1.8	Thermotoga	3niy	https://www.rcsb.org/structure/3niy
3.2.1.8	Thermotoga	3nj3	https://www.rcsb.org/structure/3nj3
3.2.1.8	Thermotoga maritima	1i82	https://www.rcsb.org/structure/1i82
3.2.1.8	Thermotoga maritima	1i8a	https://www.rcsb.org/structure/1i8a
3.2.1.8	Thermotoga maritima	1i8u	https://www.rcsb.org/structure/1i8u
3.2.1.8	Thermotoga maritima	1vbr	https://www.rcsb.org/structure/1vbr
3.2.1.8	Thermotoga maritima	1vbu	https://www.rcsb.org/structure/1vbu
3.2.1.8	Trichoderma	1xnd	https://www.rcsb.org/structure/1xnd
3.2.1.8	Trichoderma	2jic	https://www.rcsb.org/structure/2jic
3.2.1.8	Trichoderma	3akp	https://www.rcsb.org/structure/3akp
3.2.1.8	Trichoderma	3akq	https://www.rcsb.org/structure/3akq
3.2.1.8	Trichoderma	3akr	https://www.rcsb.org/structure/3akr
3.2.1.8	Trichoderma	3aks	https://www.rcsb.org/structure/3aks
3.2.1.8	Trichoderma	3akt	https://www.rcsb.org/structure/3akt
3.2.1.8	Trichoderma harzianum	1xnd	https://www.rcsb.org/structure/1xnd
3.2.1.8	Trichoderma longibrachiatum	2jic	https://www.rcsb.org/structure/2jic
3.2.1.8	Trichoderma longibrachiatum	3akp	https://www.rcsb.org/structure/3akp
3.2.1.8	Trichoderma longibrachiatum	3akq	https://www.rcsb.org/structure/3akq
3.2.1.8	Trichoderma longibrachiatum	3akr	https://www.rcsb.org/structure/3akr
3.2.1.8	Trichoderma longibrachiatum	3aks	https://www.rcsb.org/structure/3aks
3.2.1.8	Trichoderma longibrachiatum	3akt	https://www.rcsb.org/structure/3akt
3.2.1.8	Triticum aestivum	1t6e	https://www.rcsb.org/structure/1t6e
3.2.1.8	Triticum aestivum	1t6g	https://www.rcsb.org/structure/1t6g
3.2.1.8	Triticum aestivum	1ta3	https://www.rcsb.org/structure/1ta3
3.2.1.8	Triticum aestivum	1te1	https://www.rcsb.org/structure/1te1
3.2.1.8	Triticum aestivum	2b42	https://www.rcsb.org/structure/2b42
3.2.1.8	Triticum aestivum	3hd8	https://www.rcsb.org/structure/3hd8
3.2.1.8	uncultured bacterium	2vul	https://www.rcsb.org/structure/2vul
3.2.1.8	uncultured bacterium	4hu8	https://www.rcsb.org/structure/4hu8
