Commentary	Substrate	Ref	Literature(PubmedID)	value
pH 7.7, 37°C, DNA passage, mutant L169F	DNA	1013	16053917	0.94
ATP hydrolysis kinetics for wild-type and Y50F mutant enzyme	more	1014	15647268	-999.0
pH 8.0, temperature not specified in the publication, recombinant topo2alpha	Supercoiled DNA	1014	20709174	1.2E-6
pH 7.7, 37°C, DNA passage, mutant R162Q	DNA	1014	16053917	0.21
pH 7.7, 30°C, recombinant Y50F mutant enzyme	ATP	1014	15647268	0.3
pH 7.7, 37°C, DNA passage, mutant Y165S	DNA	1014	16053917	0.3
pH 7.7, 37°C, DNA passage, wild-type enzyme	DNA	1014	16053917	0.39
pH 7.7, 30°C, recombinant wild-type enzyme	ATP	1014	15647268	0.5
pH 7.7, 37°C, DNA passage, mutant L169I	DNA	1014	16053917	0.55
pH 7.7, 37°C, DNA passage, mutant R162K	DNA	1014	16053917	0.61
pH 7.7, 37°C, DNA passage, mutant L169F	DNA	1014	16053917	0.94
ATP hydrolysis kinetics for wild-type and Y50F mutant enzyme	more	1015	15647268	-999.0
pH 8.0, temperature not specified in the publication, recombinant topo2alpha	Supercoiled DNA	1015	20709174	1.2E-6
pH 7.7, 37°C, DNA passage, mutant R162Q	DNA	1015	16053917	0.21
pH 7.7, 30°C, recombinant Y50F mutant enzyme	ATP	1015	15647268	0.3
pH 7.7, 37°C, DNA passage, mutant Y165S	DNA	1015	16053917	0.3
pH 7.7, 37°C, DNA passage, wild-type enzyme	DNA	1015	16053917	0.39
pH 7.7, 30°C, recombinant wild-type enzyme	ATP	1015	15647268	0.5
pH 7.7, 37°C, DNA passage, mutant L169I	DNA	1015	16053917	0.55
pH 7.7, 37°C, DNA passage, mutant R162K	DNA	1015	16053917	0.61
pH 7.7, 37°C, DNA passage, mutant L169F	DNA	1015	16053917	0.94
ATP hydrolysis kinetics for wild-type and Y50F mutant enzyme	more	1016	15647268	-999.0
pH 8.0, temperature not specified in the publication, recombinant topo2alpha	Supercoiled DNA	1016	20709174	1.2E-6
pH 7.7, 37°C, DNA passage, mutant R162Q	DNA	1016	16053917	0.21
pH 7.7, 30°C, recombinant Y50F mutant enzyme	ATP	1016	15647268	0.3
pH 7.7, 37°C, DNA passage, mutant Y165S	DNA	1016	16053917	0.3
pH 7.7, 37°C, DNA passage, wild-type enzyme	DNA	1016	16053917	0.39
pH 7.7, 30°C, recombinant wild-type enzyme	ATP	1016	15647268	0.5
pH 7.7, 37°C, DNA passage, mutant L169I	DNA	1016	16053917	0.55
pH 7.7, 37°C, DNA passage, mutant R162K	DNA	1016	16053917	0.61
pH 7.7, 37°C, DNA passage, mutant L169F	DNA	1016	16053917	0.94
pH 7.5, 30°C, recombinant N-terminal domain, ATPase activity	ATP	1146	15901238	0.33
recombinant 116 kDa mutant, ATP hydrolysis activity, in presence of DNA	ATP	1146	15860773	0.33
recombinant 116 kDa mutant, ATP hydrolysis activity, in absence of DNA	ATP	1146	15860773	0.55
pH 7.5, 30°C, recombinant N-terminal domain, ATPase activity	ATP	1147	15901238	0.33
recombinant 116 kDa mutant, ATP hydrolysis activity, in presence of DNA	ATP	1147	15860773	0.33
recombinant 116 kDa mutant, ATP hydrolysis activity, in absence of DNA	ATP	1147	15860773	0.55
pH 7.5, 30°C, recombinant N-terminal domain, ATPase activity	ATP	1148	15901238	0.33
recombinant 116 kDa mutant, ATP hydrolysis activity, in presence of DNA	ATP	1148	15860773	0.33
recombinant 116 kDa mutant, ATP hydrolysis activity, in absence of DNA	ATP	1148	15860773	0.55
pH 7.5, 30°C, recombinant N-terminal domain, ATPase activity	ATP	1149	15901238	0.33
recombinant 116 kDa mutant, ATP hydrolysis activity, in presence of DNA	ATP	1149	15860773	0.33
recombinant 116 kDa mutant, ATP hydrolysis activity, in absence of DNA	ATP	1149	15860773	0.55
pH 7.5, 30°C, recombinant N-terminal domain, ATPase activity	ATP	1150	15901238	0.33
recombinant 116 kDa mutant, ATP hydrolysis activity, in presence of DNA	ATP	1150	15860773	0.33
recombinant 116 kDa mutant, ATP hydrolysis activity, in absence of DNA	ATP	1150	15860773	0.55
pH 7.5, 30°C, recombinant N-terminal domain, ATPase activity	ATP	1151	15901238	0.33
recombinant 116 kDa mutant, ATP hydrolysis activity, in presence of DNA	ATP	1151	15860773	0.33
recombinant 116 kDa mutant, ATP hydrolysis activity, in absence of DNA	ATP	1151	15860773	0.55
pH 7.5, 30°C, recombinant N-terminal domain, ATPase activity	ATP	1152	15901238	0.33
recombinant 116 kDa mutant, ATP hydrolysis activity, in presence of DNA	ATP	1152	15860773	0.33
recombinant 116 kDa mutant, ATP hydrolysis activity, in absence of DNA	ATP	1152	15860773	0.55
pH 7.5, 30°C, recombinant N-terminal domain, ATPase activity	ATP	1153	15901238	0.33
recombinant 116 kDa mutant, ATP hydrolysis activity, in presence of DNA	ATP	1153	15860773	0.33
recombinant 116 kDa mutant, ATP hydrolysis activity, in absence of DNA	ATP	1153	15860773	0.55
kinetics of formation and removal of topoisomerase II-DNA complexes in response to ionising radiation or etoposide treatment, overview	more	1322	20847952	-999.0
kinetics of formation and removal of topoisomerase II-DNA complexes in response to ionising radiation or etoposide treatment, overview	more	1323	20847952	-999.0
kinetics of formation and removal of topoisomerase II-DNA complexes in response to ionising radiation or etoposide treatment, overview	more	1324	20847952	-999.0
kinetics of formation and removal of topoisomerase II-DNA complexes in response to ionising radiation or etoposide treatment, overview	more	1325	20847952	-999.0
kinetics of formation and removal of topoisomerase II-DNA complexes in response to ionising radiation or etoposide treatment, overview	more	1326	20847952	-999.0
kinetics of formation and removal of topoisomerase II-DNA complexes in response to ionising radiation or etoposide treatment, overview	more	1327	20847952	-999.0
kinetics of formation and removal of topoisomerase II-DNA complexes in response to ionising radiation or etoposide treatment, overview	more	1328	20847952	-999.0
kinetics of formation and removal of topoisomerase II-DNA complexes in response to ionising radiation or etoposide treatment, overview	more	1329	20847952	-999.0
kinetics of formation and removal of topoisomerase II-DNA complexes in response to ionising radiation or etoposide treatment, overview	more	1330	20847952	-999.0
kinetics of formation and removal of topoisomerase II-DNA complexes in response to ionising radiation or etoposide treatment, overview	more	1331	20847952	-999.0
kinetics of formation and removal of topoisomerase II-DNA complexes in response to ionising radiation or etoposide treatment, overview	more	1332	20847952	-999.0
DNA cleavage kinetics	more	1529	16285742	-999.0
DNA cleavage kinetics	more	1530	16285742	-999.0
DNA cleavage kinetics	more	1531	16285742	-999.0
DNA cleavage kinetics	more	1532	16285742	-999.0
ATP hydrolysis kinetics for wild-type and Y28F mutant enzyme	more	1787	15647268	-999.0
pH 7.7, 30°C, recombinant Y28F mutant enzyme	ATP	1787	15647268	0.2
pH 7.7, 30°C, recombinant wild-type enzyme	ATP	1787	15647268	0.3
ATP hydrolysis kinetics for wild-type and Y28F mutant enzyme	more	1788	15647268	-999.0
pH 7.7, 30°C, recombinant Y28F mutant enzyme	ATP	1788	15647268	0.2
pH 7.7, 30°C, recombinant wild-type enzyme	ATP	1788	15647268	0.3
ATP hydrolysis kinetics for wild-type and Y28F mutant enzyme	more	1789	15647268	-999.0
pH 7.7, 30°C, recombinant Y28F mutant enzyme	ATP	1789	15647268	0.2
pH 7.7, 30°C, recombinant wild-type enzyme	ATP	1789	15647268	0.3
ATP hydrolysis kinetics for wild-type and Y28F mutant enzyme	more	1790	15647268	-999.0
pH 7.7, 30°C, recombinant Y28F mutant enzyme	ATP	1790	15647268	0.2
pH 7.7, 30°C, recombinant wild-type enzyme	ATP	1790	15647268	0.3
ATP hydrolysis kinetics for wild-type and Y28F mutant enzyme	more	1791	15647268	-999.0
pH 7.7, 30°C, recombinant Y28F mutant enzyme	ATP	1791	15647268	0.2
pH 7.7, 30°C, recombinant wild-type enzyme	ATP	1791	15647268	0.3
ATP hydrolysis kinetics for wild-type and Y28F mutant enzyme	more	1792	15647268	-999.0
pH 7.7, 30°C, recombinant Y28F mutant enzyme	ATP	1792	15647268	0.2
pH 7.7, 30°C, recombinant wild-type enzyme	ATP	1792	15647268	0.3
ATP hydrolysis kinetics for wild-type and Y28F mutant enzyme	more	1793	15647268	-999.0
pH 7.7, 30°C, recombinant Y28F mutant enzyme	ATP	1793	15647268	0.2
pH 7.7, 30°C, recombinant wild-type enzyme	ATP	1793	15647268	0.3
ATP hydrolysis kinetics for wild-type and Y28F mutant enzyme	more	1794	15647268	-999.0
pH 7.7, 30°C, recombinant Y28F mutant enzyme	ATP	1794	15647268	0.2
pH 7.7, 30°C, recombinant wild-type enzyme	ATP	1794	15647268	0.3
ATP hydrolysis kinetics for wild-type and Y28F mutant enzyme	more	1795	15647268	-999.0
pH 7.7, 30°C, recombinant Y28F mutant enzyme	ATP	1795	15647268	0.2
pH 7.7, 30°C, recombinant wild-type enzyme	ATP	1795	15647268	0.3
ATP hydrolysis kinetics for wild-type and Y28F mutant enzyme	more	1796	15647268	-999.0
pH 7.7, 30°C, recombinant Y28F mutant enzyme	ATP	1796	15647268	0.2
pH 7.7, 30°C, recombinant wild-type enzyme	ATP	1796	15647268	0.3
ATP hydrolysis kinetics for wild-type and Y28F mutant enzyme	more	1797	15647268	-999.0
pH 7.7, 30°C, recombinant Y28F mutant enzyme	ATP	1797	15647268	0.2
pH 7.7, 30°C, recombinant wild-type enzyme	ATP	1797	15647268	0.3
Km-value for ATP is 77.1 mM	more	2077	18614606	-999.0
80°C, pH not specified in the publication, wild-type enzyme	ATP	2077	19443439	0.0771
80°C, pH not specified in the publication, mutant enzyme Y965F	ATP	2077	19443439	0.256
