EC_Number	Systematic_name	Recommended_name	UniProt	Organism	Commentary	Literature(PubmedID)	Ref
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Cellulomonas flavigena	AMENDA reliability +	12351232	508
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase	A1XM14	Cellulomonas flavigena CDBB-531	; fragment of 387 bp, part of the gene cxo; CDBB-531	18379842	509
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Cellulomonas flavigena CDBB531	and its mutant PN-120	0	510
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Cellulomonas flavigena CDBB531	AMENDA reliability ++	18379842	511
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Cellulomonas flavigena KCTC 9104		0	512
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Cellulomonas uda		16347038	513
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Cellulomonas uda	AMENDA reliability +	16347038	514
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Cellulomonas uda	FRENDA	18551634	515
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Cellulosimicrobium	FRENDA	28698996	516
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Cellulosimicrobium	AMENDA reliability ++	19412576	517
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Cellulosimicrobium	AMENDA reliability ++	18027102; 18027102; 25969781; 100029073	518
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Cellulosimicrobium cellulans	FRENDA	100028391	519
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Cellulosimicrobium cellulans	AMENDA reliability +	9023944	520
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Cellulosimicrobium cellulans	AMENDA reliability ++	100029073	521
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase	T2M1V1	Cellulosimicrobium cellulans		24908422	522
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase	T2M1V1	Cellulosimicrobium cellulans CKMX1		24908422	523
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase	B2BZ80	Cellulosimicrobium sp.		18027102	524
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Cellulosimicrobium sp.		18027102	525
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase	B2BZ80	Cellulosimicrobium sp. HY-12		18027102	526
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Cellulosimicrobium sp. HY-12		18027102	527
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Cellvibrio japonicus	isoforms xylanase 10c, xylanase 10A	14670951	528
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Cellvibrio japonicus		18320143; 17208205	529
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Cellvibrio japonicus	AMENDA reliability ++++	2125205	530
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Cellvibrio japonicus	AMENDA reliability ++	1568950; 7493964; 10931900; 8979352; 10653642	531
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Cellvibrio japonicus	AMENDA reliability ++	9560304; 9211898; 9822697; 8912689; 9008884; 8440467; 9662439; 14670951; 7881909; 10455036; 10653641; 11025547	532
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Cellvibrio japonicus	AMENDA reliability +	1953672; 10767281; 7873572; 11412093; 11535121	533
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Cellvibrio japonicus	FRENDA	9752722; 29266479; 10919323; 11535122; 11256960; 12107129	534
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase	Q59675	Cellvibrio japonicus		18320143	535
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Cellvibrio mixtus	AMENDA reliability +	21630044	536
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Cellvibrio mixtus	AMENDA reliability ++	10931900	537
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase	O68541	Cellvibrio mixtus		28384512	538
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Cenchrus americanus	AMENDA reliability +	19459708	539
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Cenchrus purpureus	FRENDA	12721409	540
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Cephalosporium sp.	aff. gramineum, GenBank Accession: HQ630973	25784958	541
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Ceratonia siliqua	FRENDA	11823189	542
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Ceriporiopsis aneirina	FRENDA	19330548	543
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Ceriporiopsis resinascens	FRENDA	19330548	544
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Chaetomium	FRENDA	100116340	545
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Chaetomium thermophilum	AMENDA reliability ++	17549471	546
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Chaetomium thermophilum	AMENDA reliability ++	19356131	547
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Chaetomium thermophilum	AMENDA reliability +	20213504	548
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase	Q6UN40	Chaetomium thermophilum		19356131	549
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase	Q8J1V6	Chaetomium thermophilum	gene xyn11A	20213504	550
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Chaetomium thermophilum NIBGE 1	AMENDA reliability ++	19356131	551
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase	Q6UN40	Chaetomium thermophilum NIBGE 1		19356131	552
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase	Q8J1V6	Chaetomium thermophilum NIBGE 1	gene xyn11A	20213504	553
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Chaetomium thermophilum var. coprophilum	var. coprophile	0	554
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Chelatococcus composti	AMENDA reliability ++	17019643	555
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Chelatococcus composti	FRENDA	10473406	556
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Chlamys albidus	AMENDA reliability ++	6439578; 7308201	557
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Chloridium sp.	GenBank Accession: HQ630978	25784958	558
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Chondrichthyes	AMENDA reliability ++	1547861	559
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Chondrichthyes	AMENDA reliability ++	24728834	560
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Chromohalobacter thailandensis	FRENDA	29166641	561
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Chrysosporium lucknowense	FRENDA	22112517	562
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Chrysosporium lucknowense C1	FRENDA	22112517	563
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Cicer arietinum	AMENDA reliability ++	15928976	564
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Citrus	FRENDA	25595763; 11256960	565
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Citrus limetta	FRENDA	26914524	566
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Cladosporium oxysporum	AMENDA reliability ++	27213150	567
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Cladosporium sp.	aff. cladosporioides, GenBank Accession: HQ630971	25784958	568
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Clavibacter michiganensis	FRENDA	26599211	569
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase	O74716	Claviceps purpurea	precursor	17022171	570
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Clavispora	AMENDA reliability ++	18219522	571
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Clostridium	FRENDA	1953672; 19744245; 1575466; 25850302	572
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Clostridium	AMENDA reliability ++	25564206	573
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Clostridium	AMENDA reliability ++	15336405; 25575592	574
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Clostridium acetobutylicum	ATCC 824	16347312	575
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Clostridium acetobutylicum	FRENDA	16347312	576
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Clostridium acetobutylicum	AMENDA reliability ++	7763496; 8292206	577
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Clostridium acetobutylicum	AMENDA reliability +	27222664; 15674539; 15765251	578
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Clostridium acetobutylicum ATCC 824	FRENDA	27222664; 16347312	579
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Clostridium acetobutylicum ATCC 824	AMENDA reliability +++	15674539; 15765251	580
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Clostridium beijerinckii G117	AMENDA reliability ++	25564206	581
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Clostridium cellulovorans	AMENDA reliability ++	15576784	582
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Clostridium cellulovorans	AMENDA reliability +	12446636	583
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Clostridium cellulovorans	AMENDA reliability ++	12450866	584
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Clostridium cellulovorans	FRENDA	16000754; 18092461; 29400321	585
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Clostridium cellulovorans 743B	FRENDA	28533157	586
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Clostridium cellulovorans 743B	AMENDA reliability +	29400321	587
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Clostridium josui FERM P-9684	AMENDA reliability +	11210125	588
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Clostridium perfringens	FRENDA	29077888	589
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Clostridium saccharolyticum	AMENDA reliability +	21266107	590
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Clostridium stercorarium	xylanase A	7765283	591
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Clostridium stercorarium	xylanase B	8958098	592
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Clostridium stercorarium		0; 7765974	593
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase	Q8GJ44	Clostridium stercorarium	endo-1,4-beta-xylanase A precursor	18320143	594
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Clostridium stercorarium F-9	xylanase A	7765283	595
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Clostridium stercorarium F-9	AMENDA reliability ++++	7765283	596
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Clostridium stercorarium F-9	xylanase A	7765283	597
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Clostridium stercorarium F-9	xylanase B	8958098	598
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Clostridium stercorarium F-9	xylanase B	8958098	599
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Clostridium stercorarium F-9	AMENDA reliability ++	8659900; 10540748	600
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Clostridium stercorarium subsp. thermolacticum		2105888	601
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Cochliobolus	AMENDA reliability +	12192531	602
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Coffea	FRENDA	22805935	603
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Cohnella	FRENDA	29166641	604
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Cohnella sp.	FRENDA	29166641	605
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Coleoptera	FRENDA	22672512	606
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Collariella gracilis	AMENDA reliability +	10052158	607
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Collariella gracilis	AMENDA reliability ++	16473771	608
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Colocasia esculenta	FRENDA	17147616	609
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Coniochaeta	AMENDA reliability ++	18219522	610
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Coprinellus truncorum	AMENDA reliability ++	11494757	611
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Coprinopsis cinerea	AMENDA reliability ++	14513296	612
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Coprinopsis cinerea	FRENDA	19442518; 20699557	613
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Coptotermes formosanus	AMENDA reliability ++	22326742	614
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Coptotermes formosanus	FRENDA	21266107	615
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Corchorus capsularis	AMENDA reliability ++	9301068	616
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Cordyceps sp.	aff. bassiana, GenBank Accession: HQ630968	25784958	617
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Coriolopsis trogii	AMENDA reliability ++	22997770	618
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Coriolus	AMENDA reliability ++	22997770	619
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Corynebacterium alkanolyticum	FRENDA	28409383	620
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Corynebacterium glutamicum	AMENDA reliability ++	26808593; 23597779; 23633298; 26134574	621
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Corynebacterium glutamicum	FRENDA	29072352; 29177939; 28409383	622
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Crassicarpon thermophilum		22371150	623
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Crassicarpon thermophilum MTCC 9293		22371150	624
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Crustacea	FRENDA	15674574	625
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Crustacea	AMENDA reliability ++	15944805	626
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Cryptococcus	AMENDA reliability ++	15063191; 18219522; 9090823	627
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Cryptococcus	FRENDA	8987553	628
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Cryptococcus sp.	S-2, acid xylanase	8987553	629
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Cryptopygus antarcticus	AMENDA reliability ++	22997770	630
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Cucumis sativus	FRENDA	16233470; 12192531; 11553760	631
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Curculionidae	FRENDA	22672512	632
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Curvularia spicifera	AMENDA reliability +	12192531	633
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Cutaneotrichosporon cutaneum		0	634
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Cutaneotrichosporon cutaneum	AMENDA reliability ++	10609644	635
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Cyamopsis tetragonoloba	FRENDA	24429995; 25041844	636
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Cyperus	AMENDA reliability ++	24031706	637
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Cytophaga hutchinsonii	FRENDA	15598538	638
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Cytophaga xylanolytica	AMENDA reliability ++	9435061	639
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Daucus carota	FRENDA	12681519	640
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Debaryomyces	AMENDA reliability ++	18219522	641
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Demequina	AMENDA reliability ++	19884762	642
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase	B9VSZ3	Demequina sp. JK4	gene Mxyn10	19884762	643
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Dianthus caryophyllus	FRENDA	16668064	644
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Dichomitus albidofuscus	FRENDA	19330548	645
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Dickeya chrysanthemi	gene xynA, strain D1, xylanase A	11222610	646
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Dickeya chrysanthemi	AMENDA reliability ++	12859186; 11222610	647
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Dickeya chrysanthemi		18680769	648
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Dickeya chrysanthemi	AMENDA reliability ++	17223215; 15299927	649
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Dickeya chrysanthemi	AMENDA reliability +	16644051; 18045408; 17028274; 8810080; 100238947; 17381510	650
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase	Q46961	Dickeya chrysanthemi		17022171	651
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Dicoccum	AMENDA reliability ++	20462210	652
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Dictyoglomus	FRENDA	20601267	653
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Dictyoglomus thermophilum	AMENDA reliability ++	11053833	654
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Dictyoglomus thermophilum	AMENDA reliability +	12072952; 20601267	655
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Dictyoglomus thermophilum	AMENDA reliability ++++	24315645	656
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Dictyoglomus thermophilum	AMENDA reliability ++	24008227; 15877369; 10356996; 25659634	657
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Dictyoglomus thermophilum Rt46B.1	AMENDA reliability ++	9572948; 19430737; 11053833	658
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Dinenympha	FRENDA	12769907	659
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Dinenympha exilis	FRENDA	12769907	660
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Dinenympha parva	FRENDA	12769907	661
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Dothideomycetes sp.	GenBank Accession: HQ631008	25784958	662
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Eichhornia azurea	AMENDA reliability ++	24031706	663
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Eleusine coracana subsp. coracana	AMENDA reliability +	23729890	664
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Enterobacterales	AMENDA reliability ++	22461083	665
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Enterobacteria phage f1	FRENDA	1611562	666
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Enterobacteria phage T7	AMENDA reliability ++	19556747	667
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Enterobacteria phage T7	AMENDA reliability ++	18725302	668
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Enterobacteriaceae sp.	AMENDA reliability ++	22444475	669
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Epicoccum sp.	aff. nigrum, GenBank Accession: HQ630972	25784958	670
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Eragrostis tef	FRENDA	9802206; 28212656	671
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Escherichia	AMENDA reliability +	18391461	672
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Escherichia	AMENDA reliability ++	21269876; 23567318	673
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Escherichia	AMENDA reliability ++	27871388; 9099626; 9720207; 9729802; 18051350	674
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Escherichia coli	AMENDA reliability +++	15177165	675
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Escherichia coli	AMENDA reliability ++++	7765283; 8467959; 10919319; 8626279; 9621449; 20936136	676
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Escherichia coli	AMENDA reliability ++	1568950; 7717969; 22425955; 23613117; 15650848; 24161920; 25213085; 10666598; 20393704; 22534297; 22940309; 24615663; 26642207; 12579381; 23846692; 23408035; 25925773; 20579873; 7576552; 15629130; 15450181; 15057452; 19304844; 20075612; 19556747; 21071839; 21269876; 24197520; 25112314; 22487213; 25951846; 26923808; 29236500; 10463183; 17006740; 17376674; 20686913; 22864505; 23567318; 25381738; 27866295; 28010774; 8766700; 2125205; 7763496; 8172598; 8572687; 8920196; 8939815; 9113732; 10653642; 15973487; 15974006; 16520923; 20670660; 21848065; 22461083; 22806019; 23519813; 24725385; 25158289; 26955749	677
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Escherichia coli	AMENDA reliability +	10473422; 15184083; 16233226; 26279676; 100030826; 27274356; 27663030; 27663030; 28409383; 3881413; 9335172; 10600638; 11210125; 11320418; 12795403; 15121333; 20532756; 28894250; 12681519; 15674539; 15765251; 26434634; 100049994	678
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Escherichia coli	AMENDA reliability ++	15920623; 20231092; 11676607; 9514754; 8250849; 10620755; 24287934; 12859186; 17416973; 18415096; 18612683; 19349753; 19356131; 19838860; 19531602; 20493247; 21369910; 23117673; 26358761; 9797268; 10931900; 15299927; 17364541; 18707875; 20218604; 21562804; 22790936; 7915112; 8215382; 8421306; 9099626; 10540748; 10964990; 12023019; 15644898; 15650852; 15989268; 16757802; 18051350; 18725302; 22883553; 23221525; 3139631	679
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Escherichia coli	FRENDA	8829371; 16041572; 19815075; 11823189; 1611562; 11281716; 11513741; 17147616; 18309265; 25532585; 29266479; 1406248; 100013976; 16233324; 22270362; 29526926; 15458333; 10473406; 11210113; 17426966; 16614923; 21266107; 19916085; 24817722; 24248090; 26628911; 27554938; 1913358; 2667461; 8439870; 8810080; 8998999; 9530511; 9571799; 11168728; 17957779; 18083818; 29170828; 100017104; 100033536; 8360617; 8297343; 7793963; 8898395; 16233122; 24619408; 24682788; 27897254; 28101084; 28521816; 100040089; 27199905	680
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Escherichia coli BL21	AMENDA reliability ++	25659630; 18725302	681
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Escherichia coli BL21	FRENDA	28330241; 19506861	682
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Escherichia coli BL21	AMENDA reliability ++	16086105; 19356131; 26387816; 23462014; 23749064	683
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Escherichia coli BL21(DE3)	AMENDA reliability +	24975401; 24293733	684
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Escherichia coli BL21(DE3)	AMENDA reliability ++	19412576; 21106368; 19646553; 24728834	685
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Escherichia coli BL21(DE3)	AMENDA reliability ++	18521591; 19107475; 18388456; 20382811; 19554324; 22430498; 23479291; 26992794	686
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Escherichia coli BL21(DE3)	FRENDA	28533157; 27118076	687
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Escherichia coli DH5[alpha]	AMENDA reliability ++	15982188	688
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Escherichia coli HB101	FRENDA	8439870	689
