EC_Number	Systematic_name	Recommended_name	UniProt	Organism	Commentary	Literature(PubmedID)	Ref
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Corynebacterium glutamicum	AMENDA reliability ++	https://www.ncbi.nlm.nih.gov/pubmed/?term=26808593; https://www.ncbi.nlm.nih.gov/pubmed/?term=23597779; https://www.ncbi.nlm.nih.gov/pubmed/?term=23633298; https://www.ncbi.nlm.nih.gov/pubmed/?term=26134574	621
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Corynebacterium glutamicum	FRENDA	https://www.ncbi.nlm.nih.gov/pubmed/?term=29072352; https://www.ncbi.nlm.nih.gov/pubmed/?term=29177939; https://www.ncbi.nlm.nih.gov/pubmed/?term=28409383	622
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Crassicarpon thermophilum		https://www.ncbi.nlm.nih.gov/pubmed/?term=22371150	623
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Crassicarpon thermophilum MTCC 9293		https://www.ncbi.nlm.nih.gov/pubmed/?term=22371150	624
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Crustacea	FRENDA	https://www.ncbi.nlm.nih.gov/pubmed/?term=15674574	625
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Crustacea	AMENDA reliability ++	https://www.ncbi.nlm.nih.gov/pubmed/?term=15944805	626
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Cryptococcus	AMENDA reliability ++	https://www.ncbi.nlm.nih.gov/pubmed/?term=15063191; https://www.ncbi.nlm.nih.gov/pubmed/?term=18219522; https://www.ncbi.nlm.nih.gov/pubmed/?term=9090823	627
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Cryptococcus	FRENDA	https://www.ncbi.nlm.nih.gov/pubmed/?term=8987553	628
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Cryptococcus sp.	S-2, acid xylanase	https://www.ncbi.nlm.nih.gov/pubmed/?term=8987553	629
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Cryptopygus antarcticus	AMENDA reliability ++	https://www.ncbi.nlm.nih.gov/pubmed/?term=22997770	630
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Cucumis sativus	FRENDA	https://www.ncbi.nlm.nih.gov/pubmed/?term=16233470; https://www.ncbi.nlm.nih.gov/pubmed/?term=12192531; https://www.ncbi.nlm.nih.gov/pubmed/?term=11553760	631
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Curculionidae	FRENDA	https://www.ncbi.nlm.nih.gov/pubmed/?term=22672512	632
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Curvularia spicifera	AMENDA reliability +	https://www.ncbi.nlm.nih.gov/pubmed/?term=12192531	633
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Cutaneotrichosporon cutaneum		https://www.brenda-enzymes.org/literature.php?r=171625	634
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Cutaneotrichosporon cutaneum	AMENDA reliability ++	https://www.ncbi.nlm.nih.gov/pubmed/?term=10609644	635
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Cyamopsis tetragonoloba	FRENDA	https://www.ncbi.nlm.nih.gov/pubmed/?term=24429995; https://www.ncbi.nlm.nih.gov/pubmed/?term=25041844	636
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Cyperus	AMENDA reliability ++	https://www.ncbi.nlm.nih.gov/pubmed/?term=24031706	637
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Cytophaga hutchinsonii	FRENDA	https://www.ncbi.nlm.nih.gov/pubmed/?term=15598538	638
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Cytophaga xylanolytica	AMENDA reliability ++	https://www.ncbi.nlm.nih.gov/pubmed/?term=9435061	639
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Daucus carota	FRENDA	https://www.ncbi.nlm.nih.gov/pubmed/?term=12681519	640
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Debaryomyces	AMENDA reliability ++	https://www.ncbi.nlm.nih.gov/pubmed/?term=18219522	641
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Demequina	AMENDA reliability ++	https://www.ncbi.nlm.nih.gov/pubmed/?term=19884762	642
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase	B9VSZ3	Demequina sp. JK4	gene Mxyn10	https://www.ncbi.nlm.nih.gov/pubmed/?term=19884762	643
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Dianthus caryophyllus	FRENDA	https://www.ncbi.nlm.nih.gov/pubmed/?term=16668064	644
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Dichomitus albidofuscus	FRENDA	https://www.ncbi.nlm.nih.gov/pubmed/?term=19330548	645
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Dickeya chrysanthemi	gene xynA, strain D1, xylanase A	https://www.ncbi.nlm.nih.gov/pubmed/?term=11222610	646
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Dickeya chrysanthemi	AMENDA reliability ++	https://www.ncbi.nlm.nih.gov/pubmed/?term=12859186; https://www.ncbi.nlm.nih.gov/pubmed/?term=11222610	647
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Dickeya chrysanthemi		https://www.ncbi.nlm.nih.gov/pubmed/?term=18680769	648
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Dickeya chrysanthemi	AMENDA reliability ++	https://www.ncbi.nlm.nih.gov/pubmed/?term=17223215; https://www.ncbi.nlm.nih.gov/pubmed/?term=15299927	649
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Dickeya chrysanthemi	AMENDA reliability +	https://www.ncbi.nlm.nih.gov/pubmed/?term=16644051; https://www.ncbi.nlm.nih.gov/pubmed/?term=18045408; https://www.ncbi.nlm.nih.gov/pubmed/?term=17028274; https://www.ncbi.nlm.nih.gov/pubmed/?term=8810080; https://www.ncbi.nlm.nih.gov/pubmed/?term=100238947; https://www.ncbi.nlm.nih.gov/pubmed/?term=17381510	650
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase	Q46961	Dickeya chrysanthemi		https://www.ncbi.nlm.nih.gov/pubmed/?term=17022171	651
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Dicoccum	AMENDA reliability ++	https://www.ncbi.nlm.nih.gov/pubmed/?term=20462210	652
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Dictyoglomus	FRENDA	https://www.ncbi.nlm.nih.gov/pubmed/?term=20601267	653
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Dictyoglomus thermophilum	AMENDA reliability ++	https://www.ncbi.nlm.nih.gov/pubmed/?term=11053833	654
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Dictyoglomus thermophilum	AMENDA reliability +	https://www.ncbi.nlm.nih.gov/pubmed/?term=12072952; https://www.ncbi.nlm.nih.gov/pubmed/?term=20601267	655
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Dictyoglomus thermophilum	AMENDA reliability ++++	https://www.ncbi.nlm.nih.gov/pubmed/?term=24315645	656
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Dictyoglomus thermophilum	AMENDA reliability ++	https://www.ncbi.nlm.nih.gov/pubmed/?term=24008227; https://www.ncbi.nlm.nih.gov/pubmed/?term=15877369; https://www.ncbi.nlm.nih.gov/pubmed/?term=10356996; https://www.ncbi.nlm.nih.gov/pubmed/?term=25659634	657
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Dictyoglomus thermophilum Rt46B.1	AMENDA reliability ++	https://www.ncbi.nlm.nih.gov/pubmed/?term=9572948; https://www.ncbi.nlm.nih.gov/pubmed/?term=19430737; https://www.ncbi.nlm.nih.gov/pubmed/?term=11053833	658
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Dinenympha	FRENDA	https://www.ncbi.nlm.nih.gov/pubmed/?term=12769907	659
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Dinenympha exilis	FRENDA	https://www.ncbi.nlm.nih.gov/pubmed/?term=12769907	660
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Dinenympha parva	FRENDA	https://www.ncbi.nlm.nih.gov/pubmed/?term=12769907	661
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Dothideomycetes sp.	GenBank Accession: HQ631008	https://www.ncbi.nlm.nih.gov/pubmed/?term=25784958	662
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Eichhornia azurea	AMENDA reliability ++	https://www.ncbi.nlm.nih.gov/pubmed/?term=24031706	663
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Eleusine coracana subsp. coracana	AMENDA reliability +	https://www.ncbi.nlm.nih.gov/pubmed/?term=23729890	664
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Enterobacterales	AMENDA reliability ++	https://www.ncbi.nlm.nih.gov/pubmed/?term=22461083	665
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Enterobacteria phage f1	FRENDA	https://www.ncbi.nlm.nih.gov/pubmed/?term=1611562	666
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Enterobacteria phage T7	AMENDA reliability ++	https://www.ncbi.nlm.nih.gov/pubmed/?term=19556747	667
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Enterobacteria phage T7	AMENDA reliability ++	https://www.ncbi.nlm.nih.gov/pubmed/?term=18725302	668
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Enterobacteriaceae sp.	AMENDA reliability ++	https://www.ncbi.nlm.nih.gov/pubmed/?term=22444475	669
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Epicoccum sp.	aff. nigrum, GenBank Accession: HQ630972	https://www.ncbi.nlm.nih.gov/pubmed/?term=25784958	670
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Eragrostis tef	FRENDA	https://www.ncbi.nlm.nih.gov/pubmed/?term=9802206; https://www.ncbi.nlm.nih.gov/pubmed/?term=28212656	671
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Escherichia	AMENDA reliability +	https://www.ncbi.nlm.nih.gov/pubmed/?term=18391461	672
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Escherichia	AMENDA reliability ++	https://www.ncbi.nlm.nih.gov/pubmed/?term=21269876; https://www.ncbi.nlm.nih.gov/pubmed/?term=23567318	673
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Escherichia	AMENDA reliability ++	https://www.ncbi.nlm.nih.gov/pubmed/?term=27871388; https://www.ncbi.nlm.nih.gov/pubmed/?term=9099626; https://www.ncbi.nlm.nih.gov/pubmed/?term=9720207; https://www.ncbi.nlm.nih.gov/pubmed/?term=9729802; https://www.ncbi.nlm.nih.gov/pubmed/?term=18051350	674
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Escherichia coli	AMENDA reliability +++	https://www.ncbi.nlm.nih.gov/pubmed/?term=15177165	675
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Escherichia coli	AMENDA reliability ++++	https://www.ncbi.nlm.nih.gov/pubmed/?term=7765283; https://www.ncbi.nlm.nih.gov/pubmed/?term=8467959; https://www.ncbi.nlm.nih.gov/pubmed/?term=10919319; https://www.ncbi.nlm.nih.gov/pubmed/?term=8626279; https://www.ncbi.nlm.nih.gov/pubmed/?term=9621449; https://www.ncbi.nlm.nih.gov/pubmed/?term=20936136	676
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Escherichia coli	AMENDA reliability ++	https://www.ncbi.nlm.nih.gov/pubmed/?term=1568950; https://www.ncbi.nlm.nih.gov/pubmed/?term=7717969; https://www.ncbi.nlm.nih.gov/pubmed/?term=22425955; https://www.ncbi.nlm.nih.gov/pubmed/?term=23613117; https://www.ncbi.nlm.nih.gov/pubmed/?term=15650848; https://www.ncbi.nlm.nih.gov/pubmed/?term=24161920; https://www.ncbi.nlm.nih.gov/pubmed/?term=25213085; https://www.ncbi.nlm.nih.gov/pubmed/?term=10666598; https://www.ncbi.nlm.nih.gov/pubmed/?term=20393704; https://www.ncbi.nlm.nih.gov/pubmed/?term=22534297; https://www.ncbi.nlm.nih.gov/pubmed/?term=22940309; https://www.ncbi.nlm.nih.gov/pubmed/?term=24615663; https://www.ncbi.nlm.nih.gov/pubmed/?term=26642207; https://www.ncbi.nlm.nih.gov/pubmed/?term=12579381; https://www.ncbi.nlm.nih.gov/pubmed/?term=23846692; https://www.ncbi.nlm.nih.gov/pubmed/?term=23408035; https://www.ncbi.nlm.nih.gov/pubmed/?term=25925773; https://www.ncbi.nlm.nih.gov/pubmed/?term=20579873; https://www.ncbi.nlm.nih.gov/pubmed/?term=7576552; https://www.ncbi.nlm.nih.gov/pubmed/?term=15629130; https://www.ncbi.nlm.nih.gov/pubmed/?term=15450181; https://www.ncbi.nlm.nih.gov/pubmed/?term=15057452; https://www.ncbi.nlm.nih.gov/pubmed/?term=19304844; https://www.ncbi.nlm.nih.gov/pubmed/?term=20075612; https://www.ncbi.nlm.nih.gov/pubmed/?term=19556747; https://www.ncbi.nlm.nih.gov/pubmed/?term=21071839; https://www.ncbi.nlm.nih.gov/pubmed/?term=21269876; https://www.ncbi.nlm.nih.gov/pubmed/?term=24197520; https://www.ncbi.nlm.nih.gov/pubmed/?term=25112314; https://www.ncbi.nlm.nih.gov/pubmed/?term=22487213; https://www.ncbi.nlm.nih.gov/pubmed/?term=25951846; https://www.ncbi.nlm.nih.gov/pubmed/?term=26923808; https://www.ncbi.nlm.nih.gov/pubmed/?term=29236500; https://www.ncbi.nlm.nih.gov/pubmed/?term=10463183; https://www.ncbi.nlm.nih.gov/pubmed/?term=17006740; https://www.ncbi.nlm.nih.gov/pubmed/?term=17376674; https://www.ncbi.nlm.nih.gov/pubmed/?term=20686913; https://www.ncbi.nlm.nih.gov/pubmed/?term=22864505; https://www.ncbi.nlm.nih.gov/pubmed/?term=23567318; https://www.ncbi.nlm.nih.gov/pubmed/?term=25381738; https://www.ncbi.nlm.nih.gov/pubmed/?term=27866295; https://www.ncbi.nlm.nih.gov/pubmed/?term=28010774; https://www.ncbi.nlm.nih.gov/pubmed/?term=8766700; https://www.ncbi.nlm.nih.gov/pubmed/?term=2125205; https://www.ncbi.nlm.nih.gov/pubmed/?term=7763496; https://www.ncbi.nlm.nih.gov/pubmed/?term=8172598; https://www.ncbi.nlm.nih.gov/pubmed/?term=8572687; https://www.ncbi.nlm.nih.gov/pubmed/?term=8920196; https://www.ncbi.nlm.nih.gov/pubmed/?term=8939815; https://www.ncbi.nlm.nih.gov/pubmed/?term=9113732; https://www.ncbi.nlm.nih.gov/pubmed/?term=10653642; https://www.ncbi.nlm.nih.gov/pubmed/?term=15973487; https://www.ncbi.nlm.nih.gov/pubmed/?term=15974006; https://www.ncbi.nlm.nih.gov/pubmed/?term=16520923; https://www.ncbi.nlm.nih.gov/pubmed/?term=20670660; https://www.ncbi.nlm.nih.gov/pubmed/?term=21848065; https://www.ncbi.nlm.nih.gov/pubmed/?term=22461083; https://www.ncbi.nlm.nih.gov/pubmed/?term=22806019; https://www.ncbi.nlm.nih.gov/pubmed/?term=23519813; https://www.ncbi.nlm.nih.gov/pubmed/?term=24725385; https://www.ncbi.nlm.nih.gov/pubmed/?term=25158289; https://www.ncbi.nlm.nih.gov/pubmed/?term=26955749	677
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Escherichia coli	AMENDA reliability +	https://www.ncbi.nlm.nih.gov/pubmed/?term=10473422; https://www.ncbi.nlm.nih.gov/pubmed/?term=15184083; https://www.ncbi.nlm.nih.gov/pubmed/?term=16233226; https://www.ncbi.nlm.nih.gov/pubmed/?term=26279676; https://www.ncbi.nlm.nih.gov/pubmed/?term=100030826; https://www.ncbi.nlm.nih.gov/pubmed/?term=27274356; https://www.ncbi.nlm.nih.gov/pubmed/?term=27663030; https://www.ncbi.nlm.nih.gov/pubmed/?term=27663030; https://www.ncbi.nlm.nih.gov/pubmed/?term=28409383; https://www.ncbi.nlm.nih.gov/pubmed/?term=3881413; https://www.ncbi.nlm.nih.gov/pubmed/?term=9335172; https://www.ncbi.nlm.nih.gov/pubmed/?term=10600638; https://www.ncbi.nlm.nih.gov/pubmed/?term=11210125; https://www.ncbi.nlm.nih.gov/pubmed/?term=11320418; https://www.ncbi.nlm.nih.gov/pubmed/?term=12795403; https://www.ncbi.nlm.nih.gov/pubmed/?term=15121333; https://www.ncbi.nlm.nih.gov/pubmed/?term=20532756; https://www.ncbi.nlm.nih.gov/pubmed/?term=28894250; https://www.ncbi.nlm.nih.gov/pubmed/?term=12681519; https://www.ncbi.nlm.nih.gov/pubmed/?term=15674539; https://www.ncbi.nlm.nih.gov/pubmed/?term=15765251; https://www.ncbi.nlm.nih.gov/pubmed/?term=26434634; https://www.ncbi.nlm.nih.gov/pubmed/?term=100049994	678
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Escherichia coli	AMENDA reliability ++	https://www.ncbi.nlm.nih.gov/pubmed/?term=15920623; https://www.ncbi.nlm.nih.gov/pubmed/?term=20231092; https://www.ncbi.nlm.nih.gov/pubmed/?term=11676607; https://www.ncbi.nlm.nih.gov/pubmed/?term=9514754; https://www.ncbi.nlm.nih.gov/pubmed/?term=8250849; https://www.ncbi.nlm.nih.gov/pubmed/?term=10620755; https://www.ncbi.nlm.nih.gov/pubmed/?term=24287934; https://www.ncbi.nlm.nih.gov/pubmed/?term=12859186; https://www.ncbi.nlm.nih.gov/pubmed/?term=17416973; https://www.ncbi.nlm.nih.gov/pubmed/?term=18415096; https://www.ncbi.nlm.nih.gov/pubmed/?term=18612683; https://www.ncbi.nlm.nih.gov/pubmed/?term=19349753; https://www.ncbi.nlm.nih.gov/pubmed/?term=19356131; https://www.ncbi.nlm.nih.gov/pubmed/?term=19838860; https://www.ncbi.nlm.nih.gov/pubmed/?term=19531602; https://www.ncbi.nlm.nih.gov/pubmed/?term=20493247; https://www.ncbi.nlm.nih.gov/pubmed/?term=21369910; https://www.ncbi.nlm.nih.gov/pubmed/?term=23117673; https://www.ncbi.nlm.nih.gov/pubmed/?term=26358761; https://www.ncbi.nlm.nih.gov/pubmed/?term=9797268; https://www.ncbi.nlm.nih.gov/pubmed/?term=10931900; https://www.ncbi.nlm.nih.gov/pubmed/?term=15299927; https://www.ncbi.nlm.nih.gov/pubmed/?term=17364541; https://www.ncbi.nlm.nih.gov/pubmed/?term=18707875; https://www.ncbi.nlm.nih.gov/pubmed/?term=20218604; https://www.ncbi.nlm.nih.gov/pubmed/?term=21562804; https://www.ncbi.nlm.nih.gov/pubmed/?term=22790936; https://www.ncbi.nlm.nih.gov/pubmed/?term=7915112; https://www.ncbi.nlm.nih.gov/pubmed/?term=8215382; https://www.ncbi.nlm.nih.gov/pubmed/?term=8421306; https://www.ncbi.nlm.nih.gov/pubmed/?term=9099626; https://www.ncbi.nlm.nih.gov/pubmed/?term=10540748; https://www.ncbi.nlm.nih.gov/pubmed/?term=10964990; https://www.ncbi.nlm.nih.gov/pubmed/?term=12023019; https://www.ncbi.nlm.nih.gov/pubmed/?term=15644898; https://www.ncbi.nlm.nih.gov/pubmed/?term=15650852; https://www.ncbi.nlm.nih.gov/pubmed/?term=15989268; https://www.ncbi.nlm.nih.gov/pubmed/?term=16757802; https://www.ncbi.nlm.nih.gov/pubmed/?term=18051350; https://www.ncbi.nlm.nih.gov/pubmed/?term=18725302; https://www.ncbi.nlm.nih.gov/pubmed/?term=22883553; https://www.ncbi.nlm.nih.gov/pubmed/?term=23221525; https://www.ncbi.nlm.nih.gov/pubmed/?term=3139631	679
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Escherichia coli	FRENDA	https://www.ncbi.nlm.nih.gov/pubmed/?term=8829371; https://www.ncbi.nlm.nih.gov/pubmed/?term=16041572; https://www.ncbi.nlm.nih.gov/pubmed/?term=19815075; https://www.ncbi.nlm.nih.gov/pubmed/?term=11823189; https://www.ncbi.nlm.nih.gov/pubmed/?term=1611562; https://www.ncbi.nlm.nih.gov/pubmed/?term=11281716; https://www.ncbi.nlm.nih.gov/pubmed/?term=11513741; https://www.ncbi.nlm.nih.gov/pubmed/?term=17147616; https://www.ncbi.nlm.nih.gov/pubmed/?term=18309265; https://www.ncbi.nlm.nih.gov/pubmed/?term=25532585; https://www.ncbi.nlm.nih.gov/pubmed/?term=29266479; https://www.ncbi.nlm.nih.gov/pubmed/?term=1406248; https://www.ncbi.nlm.nih.gov/pubmed/?term=100013976; https://www.ncbi.nlm.nih.gov/pubmed/?term=16233324; https://www.ncbi.nlm.nih.gov/pubmed/?term=22270362; https://www.ncbi.nlm.nih.gov/pubmed/?term=29526926; https://www.ncbi.nlm.nih.gov/pubmed/?term=15458333; https://www.ncbi.nlm.nih.gov/pubmed/?term=10473406; https://www.ncbi.nlm.nih.gov/pubmed/?term=11210113; https://www.ncbi.nlm.nih.gov/pubmed/?term=17426966; https://www.ncbi.nlm.nih.gov/pubmed/?term=16614923; https://www.ncbi.nlm.nih.gov/pubmed/?term=21266107; https://www.ncbi.nlm.nih.gov/pubmed/?term=19916085; https://www.ncbi.nlm.nih.gov/pubmed/?term=24817722; https://www.ncbi.nlm.nih.gov/pubmed/?term=24248090; https://www.ncbi.nlm.nih.gov/pubmed/?term=26628911; https://www.ncbi.nlm.nih.gov/pubmed/?term=27554938; https://www.ncbi.nlm.nih.gov/pubmed/?term=1913358; https://www.ncbi.nlm.nih.gov/pubmed/?term=2667461; https://www.ncbi.nlm.nih.gov/pubmed/?term=8439870; https://www.ncbi.nlm.nih.gov/pubmed/?term=8810080; https://www.ncbi.nlm.nih.gov/pubmed/?term=8998999; https://www.ncbi.nlm.nih.gov/pubmed/?term=9530511; https://www.ncbi.nlm.nih.gov/pubmed/?term=9571799; https://www.ncbi.nlm.nih.gov/pubmed/?term=11168728; https://www.ncbi.nlm.nih.gov/pubmed/?term=17957779; https://www.ncbi.nlm.nih.gov/pubmed/?term=18083818; https://www.ncbi.nlm.nih.gov/pubmed/?term=29170828; https://www.ncbi.nlm.nih.gov/pubmed/?term=100017104; https://www.ncbi.nlm.nih.gov/pubmed/?term=100033536; https://www.ncbi.nlm.nih.gov/pubmed/?term=8360617; https://www.ncbi.nlm.nih.gov/pubmed/?term=8297343; https://www.ncbi.nlm.nih.gov/pubmed/?term=7793963; https://www.ncbi.nlm.nih.gov/pubmed/?term=8898395; https://www.ncbi.nlm.nih.gov/pubmed/?term=16233122; https://www.ncbi.nlm.nih.gov/pubmed/?term=24619408; https://www.ncbi.nlm.nih.gov/pubmed/?term=24682788; https://www.ncbi.nlm.nih.gov/pubmed/?term=27897254; https://www.ncbi.nlm.nih.gov/pubmed/?term=28101084; https://www.ncbi.nlm.nih.gov/pubmed/?term=28521816; https://www.ncbi.nlm.nih.gov/pubmed/?term=100040089; https://www.ncbi.nlm.nih.gov/pubmed/?term=27199905	680
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Escherichia coli BL21	AMENDA reliability ++	https://www.ncbi.nlm.nih.gov/pubmed/?term=25659630; https://www.ncbi.nlm.nih.gov/pubmed/?term=18725302	681
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Escherichia coli BL21	FRENDA	https://www.ncbi.nlm.nih.gov/pubmed/?term=28330241; https://www.ncbi.nlm.nih.gov/pubmed/?term=19506861	682
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Escherichia coli BL21	AMENDA reliability ++	https://www.ncbi.nlm.nih.gov/pubmed/?term=16086105; https://www.ncbi.nlm.nih.gov/pubmed/?term=19356131; https://www.ncbi.nlm.nih.gov/pubmed/?term=26387816; https://www.ncbi.nlm.nih.gov/pubmed/?term=23462014; https://www.ncbi.nlm.nih.gov/pubmed/?term=23749064	683
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Escherichia coli BL21(DE3)	AMENDA reliability +	https://www.ncbi.nlm.nih.gov/pubmed/?term=24975401; https://www.ncbi.nlm.nih.gov/pubmed/?term=24293733	684
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Escherichia coli BL21(DE3)	AMENDA reliability ++	https://www.ncbi.nlm.nih.gov/pubmed/?term=19412576; https://www.ncbi.nlm.nih.gov/pubmed/?term=21106368; https://www.ncbi.nlm.nih.gov/pubmed/?term=19646553; https://www.ncbi.nlm.nih.gov/pubmed/?term=24728834	685
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Escherichia coli BL21(DE3)	AMENDA reliability ++	https://www.ncbi.nlm.nih.gov/pubmed/?term=18521591; https://www.ncbi.nlm.nih.gov/pubmed/?term=19107475; https://www.ncbi.nlm.nih.gov/pubmed/?term=18388456; https://www.ncbi.nlm.nih.gov/pubmed/?term=20382811; https://www.ncbi.nlm.nih.gov/pubmed/?term=19554324; https://www.ncbi.nlm.nih.gov/pubmed/?term=22430498; https://www.ncbi.nlm.nih.gov/pubmed/?term=23479291; https://www.ncbi.nlm.nih.gov/pubmed/?term=26992794	686
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Escherichia coli BL21(DE3)	FRENDA	https://www.ncbi.nlm.nih.gov/pubmed/?term=28533157; https://www.ncbi.nlm.nih.gov/pubmed/?term=27118076	687
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Escherichia coli DH5[alpha]	AMENDA reliability ++	https://www.ncbi.nlm.nih.gov/pubmed/?term=15982188	688
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Escherichia coli HB101	FRENDA	https://www.ncbi.nlm.nih.gov/pubmed/?term=8439870	689
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Escherichia virus M13	AMENDA reliability ++	https://www.ncbi.nlm.nih.gov/pubmed/?term=15639087	690
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Eubacterium	AMENDA reliability ++	https://www.ncbi.nlm.nih.gov/pubmed/?term=1650183	691
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Eucalyptus	FRENDA	https://www.ncbi.nlm.nih.gov/pubmed/?term=28349287	692
