Commentary	Ref	Literature(PubmedID)	Inhibitor	value
at 37°C in 0.1 M Na-K phosphate buffer (pH 7.4)	2584	19013301	caffeic acid	8.0E-5
at 37°C in 0.1 M Na-K phosphate buffer (pH 7.4)	2584	19013301	pyrazole	0.0051
at 37°C in 0.1 M Na-K phosphate buffer (pH 7.4)	2584	19013301	Vanillin	0.0079
at 37°C in 0.1 M Na-K phosphate buffer (pH 7.4)	2584	19013301	syringaldehyde	0.0156
at 37°C in 0.1 M Na-K phosphate buffer (pH 7.4)	2584	19013301	ellagic acid	0.022
pH 7.5, 25°C, wild-type enzyme, versus NAD+	2584	14756569	Octanoic acid	0.026
pH 7.5, 25°C, wild-type enzyme, versus benzaldehyde	2584	14756569	cyclohexylformamide	0.035
pH 7.5, 25°C, wild-type enzyme, versus octanol	2584	14756569	Octanoic acid	0.037
pH 7.5, 25°C, wild-type enzyme, versus NADH	2584	14756569	cyclohexylformamide	0.072
at 37°C in 0.1 M Na-K phosphate buffer (pH 7.4)	2585	19013301	caffeic acid	8.0E-5
at 37°C in 0.1 M Na-K phosphate buffer (pH 7.4)	2585	19013301	pyrazole	0.0051
at 37°C in 0.1 M Na-K phosphate buffer (pH 7.4)	2585	19013301	Vanillin	0.0079
at 37°C in 0.1 M Na-K phosphate buffer (pH 7.4)	2585	19013301	syringaldehyde	0.0156
at 37°C in 0.1 M Na-K phosphate buffer (pH 7.4)	2585	19013301	ellagic acid	0.022
pH 7.5, 25°C, wild-type enzyme, versus NAD+	2585	14756569	Octanoic acid	0.026
pH 7.5, 25°C, wild-type enzyme, versus benzaldehyde	2585	14756569	cyclohexylformamide	0.035
pH 7.5, 25°C, wild-type enzyme, versus octanol	2585	14756569	Octanoic acid	0.037
pH 7.5, 25°C, wild-type enzyme, versus NADH	2585	14756569	cyclohexylformamide	0.072
at 37°C in 0.1 M Na-K phosphate buffer (pH 7.4)	2586	19013301	caffeic acid	8.0E-5
at 37°C in 0.1 M Na-K phosphate buffer (pH 7.4)	2586	19013301	pyrazole	0.0051
at 37°C in 0.1 M Na-K phosphate buffer (pH 7.4)	2586	19013301	Vanillin	0.0079
at 37°C in 0.1 M Na-K phosphate buffer (pH 7.4)	2586	19013301	syringaldehyde	0.0156
at 37°C in 0.1 M Na-K phosphate buffer (pH 7.4)	2586	19013301	ellagic acid	0.022
pH 7.5, 25°C, wild-type enzyme, versus NAD+	2586	14756569	Octanoic acid	0.026
pH 7.5, 25°C, wild-type enzyme, versus benzaldehyde	2586	14756569	cyclohexylformamide	0.035
pH 7.5, 25°C, wild-type enzyme, versus octanol	2586	14756569	Octanoic acid	0.037
pH 7.5, 25°C, wild-type enzyme, versus NADH	2586	14756569	cyclohexylformamide	0.072
	3172	9161610	4-Methylpyrazole	6.64
	3173	9161610	4-Methylpyrazole	6.64
	3174	9161610	4-Methylpyrazole	6.64
	3175	9161610	4-Methylpyrazole	6.64
	3176	9161610	4-Methylpyrazole	6.64
	3177	9161610	4-Methylpyrazole	6.64
	3178	9161610	4-Methylpyrazole	6.64
in 50 mM Tris-HCl, pH 8.0 at 25°C	3475	19034537	mithramycin	0.025
in 50 mM Tris-HCl, pH 8.0 at 25°C	3475	19034537	mithramycin	0.038
mutant S110P/Y295C, pH 6.7, 30°C	3475	25287956	furfural	1.32
wild-type, pH 6.7, 30°C	3475	25287956	acetaldehyde	12.53
mutant S110P/Y295C, pH 6.7, 30°C	3475	25287956	5-hydroxymethylfurfural	20.8
mutant S110P/Y295C, pH 6.7, 30°C	3475	25287956	acetaldehyde	46.0
wild-type, pH 6.7, 30°C	3475	25287956	furfural	1363.0
in 50 mM Tris-HCl, pH 8.0 at 25°C	3476	19034537	mithramycin	0.025
in 50 mM Tris-HCl, pH 8.0 at 25°C	3476	19034537	mithramycin	0.038
mutant S110P/Y295C, pH 6.7, 30°C	3476	25287956	furfural	1.32
wild-type, pH 6.7, 30°C	3476	25287956	acetaldehyde	12.53
mutant S110P/Y295C, pH 6.7, 30°C	3476	25287956	5-hydroxymethylfurfural	20.8
mutant S110P/Y295C, pH 6.7, 30°C	3476	25287956	acetaldehyde	46.0
wild-type, pH 6.7, 30°C	3476	25287956	furfural	1363.0
in 50 mM Tris-HCl, pH 8.0 at 25°C	3477	19034537	mithramycin	0.025
in 50 mM Tris-HCl, pH 8.0 at 25°C	3477	19034537	mithramycin	0.038
mutant S110P/Y295C, pH 6.7, 30°C	3477	25287956	furfural	1.32
wild-type, pH 6.7, 30°C	3477	25287956	acetaldehyde	12.53
mutant S110P/Y295C, pH 6.7, 30°C	3477	25287956	5-hydroxymethylfurfural	20.8
mutant S110P/Y295C, pH 6.7, 30°C	3477	25287956	acetaldehyde	46.0
wild-type, pH 6.7, 30°C	3477	25287956	furfural	1363.0
in 50 mM Tris-HCl, pH 8.0 at 25°C	3478	19034537	mithramycin	0.025
in 50 mM Tris-HCl, pH 8.0 at 25°C	3478	19034537	mithramycin	0.038
mutant S110P/Y295C, pH 6.7, 30°C	3478	25287956	furfural	1.32
wild-type, pH 6.7, 30°C	3478	25287956	acetaldehyde	12.53
mutant S110P/Y295C, pH 6.7, 30°C	3478	25287956	5-hydroxymethylfurfural	20.8
mutant S110P/Y295C, pH 6.7, 30°C	3478	25287956	acetaldehyde	46.0
wild-type, pH 6.7, 30°C	3478	25287956	furfural	1363.0
in 50 mM Tris-HCl, pH 8.0 at 25°C	3479	19034537	mithramycin	0.025
in 50 mM Tris-HCl, pH 8.0 at 25°C	3479	19034537	mithramycin	0.038
mutant S110P/Y295C, pH 6.7, 30°C	3479	25287956	furfural	1.32
wild-type, pH 6.7, 30°C	3479	25287956	acetaldehyde	12.53
mutant S110P/Y295C, pH 6.7, 30°C	3479	25287956	5-hydroxymethylfurfural	20.8
mutant S110P/Y295C, pH 6.7, 30°C	3479	25287956	acetaldehyde	46.0
wild-type, pH 6.7, 30°C	3479	25287956	furfural	1363.0
in 50 mM Tris-HCl, pH 8.0 at 25°C	3480	19034537	mithramycin	0.025
in 50 mM Tris-HCl, pH 8.0 at 25°C	3480	19034537	mithramycin	0.038
mutant S110P/Y295C, pH 6.7, 30°C	3480	25287956	furfural	1.32
wild-type, pH 6.7, 30°C	3480	25287956	acetaldehyde	12.53
mutant S110P/Y295C, pH 6.7, 30°C	3480	25287956	5-hydroxymethylfurfural	20.8
mutant S110P/Y295C, pH 6.7, 30°C	3480	25287956	acetaldehyde	46.0
wild-type, pH 6.7, 30°C	3480	25287956	furfural	1363.0
in 50 mM Tris-HCl, pH 8.0 at 25°C	3481	19034537	mithramycin	0.025
in 50 mM Tris-HCl, pH 8.0 at 25°C	3481	19034537	mithramycin	0.038
mutant S110P/Y295C, pH 6.7, 30°C	3481	25287956	furfural	1.32
wild-type, pH 6.7, 30°C	3481	25287956	acetaldehyde	12.53
mutant S110P/Y295C, pH 6.7, 30°C	3481	25287956	5-hydroxymethylfurfural	20.8
mutant S110P/Y295C, pH 6.7, 30°C	3481	25287956	acetaldehyde	46.0
wild-type, pH 6.7, 30°C	3481	25287956	furfural	1363.0
in 50 mM Tris-HCl, pH 8.0 at 25°C	3482	19034537	mithramycin	0.025
in 50 mM Tris-HCl, pH 8.0 at 25°C	3482	19034537	mithramycin	0.038
mutant S110P/Y295C, pH 6.7, 30°C	3482	25287956	furfural	1.32
wild-type, pH 6.7, 30°C	3482	25287956	acetaldehyde	12.53
mutant S110P/Y295C, pH 6.7, 30°C	3482	25287956	5-hydroxymethylfurfural	20.8
mutant S110P/Y295C, pH 6.7, 30°C	3482	25287956	acetaldehyde	46.0
wild-type, pH 6.7, 30°C	3482	25287956	furfural	1363.0
in 50 mM Tris-HCl, pH 8.0 at 25°C	3483	19034537	mithramycin	0.025
in 50 mM Tris-HCl, pH 8.0 at 25°C	3483	19034537	mithramycin	0.038
mutant S110P/Y295C, pH 6.7, 30°C	3483	25287956	furfural	1.32
wild-type, pH 6.7, 30°C	3483	25287956	acetaldehyde	12.53
mutant S110P/Y295C, pH 6.7, 30°C	3483	25287956	5-hydroxymethylfurfural	20.8
mutant S110P/Y295C, pH 6.7, 30°C	3483	25287956	acetaldehyde	46.0
wild-type, pH 6.7, 30°C	3483	25287956	furfural	1363.0
in 50 mM Tris-HCl, pH 8.0 at 25°C	3484	19034537	mithramycin	0.025
in 50 mM Tris-HCl, pH 8.0 at 25°C	3484	19034537	mithramycin	0.038
mutant S110P/Y295C, pH 6.7, 30°C	3484	25287956	furfural	1.32
wild-type, pH 6.7, 30°C	3484	25287956	acetaldehyde	12.53
mutant S110P/Y295C, pH 6.7, 30°C	3484	25287956	5-hydroxymethylfurfural	20.8
mutant S110P/Y295C, pH 6.7, 30°C	3484	25287956	acetaldehyde	46.0
wild-type, pH 6.7, 30°C	3484	25287956	furfural	1363.0
apparent value	3833	11265460	4-iodopyrazole	0.0032
apparent value	3833	11265460	4-Methylpyrazole	0.009
apparent value	3833	11265460	pyrazole	0.13
apparent value	3834	11265460	4-iodopyrazole	0.0032
apparent value	3834	11265460	4-Methylpyrazole	0.009
apparent value	3834	11265460	pyrazole	0.13
apparent value	3835	11265460	4-iodopyrazole	0.0032
apparent value	3835	11265460	4-Methylpyrazole	0.009
apparent value	3835	11265460	pyrazole	0.13
inhibition kinetics	4366	12604203	more	-999.0
	4366	11997393	more	-999.0
pH 7.3, 37°C, versus cyclohexanone	4366	12604203	4-androsten-3,17-dione	0.0047
pH 7.3, 37°C, versus cyclohexanone	4366	12604203	5alpha-androstan-17beta-ol-3-one	0.0047
pH 7.3, 37°C, versus ethanol	4366	12604203	5alpha-androstan-17beta-ol-3-one	0.014
pH 7.3, 37°C, versus NAD+	4366	12604203	5alpha-androstan-17beta-ol-3-one	0.028
isozyme ADH1C, using 1-hydroxymethylpyrene as substrate	4366	18242813	ethanol	1.7
isozyme ADH4, using 1-hydroxymethylpyrene as substrate	4366	18242813	ethanol	3.3
isozyme ADH3, using 1-hydroxymethylpyrene as substrate	4366	18242813	ethanol	1470.0
pH 8.0, 25°C	4367	25280628	Cyclohexanol	9.7
pH 8.0, 25°C	4367	25280628	propan-2-ol	96.0
in 50 mM Tris-HCl, pH 8.0 at 25°C	4368	19034537	mithramycin	0.025
in 50 mM Tris-HCl, pH 8.0 at 25°C	4368	19034537	mithramycin	0.038
mutant S110P/Y295C, pH 6.7, 30°C	4368	25287956	furfural	1.32
wild-type, pH 6.7, 30°C	4368	25287956	acetaldehyde	12.53
mutant S110P/Y295C, pH 6.7, 30°C	4368	25287956	5-hydroxymethylfurfural	20.8
mutant S110P/Y295C, pH 6.7, 30°C	4368	25287956	acetaldehyde	46.0
wild-type, pH 6.7, 30°C	4368	25287956	furfural	1363.0
in 50 mM Tris-HCl, pH 8.0 at 25°C	4369	19034537	mithramycin	0.025
in 50 mM Tris-HCl, pH 8.0 at 25°C	4369	19034537	mithramycin	0.038
mutant S110P/Y295C, pH 6.7, 30°C	4369	25287956	furfural	1.32
wild-type, pH 6.7, 30°C	4369	25287956	acetaldehyde	12.53
mutant S110P/Y295C, pH 6.7, 30°C	4369	25287956	5-hydroxymethylfurfural	20.8
mutant S110P/Y295C, pH 6.7, 30°C	4369	25287956	acetaldehyde	46.0
wild-type, pH 6.7, 30°C	4369	25287956	furfural	1363.0
inhibition kinetics	4370	12604203	more	-999.0
	4370	11997393	more	-999.0
pH 7.3, 37°C, versus cyclohexanone	4370	12604203	4-androsten-3,17-dione	0.0047
pH 7.3, 37°C, versus cyclohexanone	4370	12604203	5alpha-androstan-17beta-ol-3-one	0.0047
pH 7.3, 37°C, versus ethanol	4370	12604203	5alpha-androstan-17beta-ol-3-one	0.014
pH 7.3, 37°C, versus NAD+	4370	12604203	5alpha-androstan-17beta-ol-3-one	0.028
isozyme ADH1C, using 1-hydroxymethylpyrene as substrate	4370	18242813	ethanol	1.7
isozyme ADH4, using 1-hydroxymethylpyrene as substrate	4370	18242813	ethanol	3.3
isozyme ADH3, using 1-hydroxymethylpyrene as substrate	4370	18242813	ethanol	1470.0
apparent value	4373	11265460	4-iodopyrazole	0.0032
apparent value	4373	11265460	4-Methylpyrazole	0.009
apparent value	4373	11265460	pyrazole	0.13
wild-type, pH 8.0, 60°C	4375	26329849	Butyraldehyde	2.1
at 37°C in 0.1 M Na-K phosphate buffer (pH 7.4)	4413	19013301	caffeic acid	8.0E-5
at 37°C in 0.1 M Na-K phosphate buffer (pH 7.4)	4413	19013301	pyrazole	0.0051
at 37°C in 0.1 M Na-K phosphate buffer (pH 7.4)	4413	19013301	Vanillin	0.0079
at 37°C in 0.1 M Na-K phosphate buffer (pH 7.4)	4413	19013301	syringaldehyde	0.0156
at 37°C in 0.1 M Na-K phosphate buffer (pH 7.4)	4413	19013301	ellagic acid	0.022
pH 7.5, 25°C, wild-type enzyme, versus NAD+	4413	14756569	Octanoic acid	0.026
pH 7.5, 25°C, wild-type enzyme, versus benzaldehyde	4413	14756569	cyclohexylformamide	0.035
pH 7.5, 25°C, wild-type enzyme, versus octanol	4413	14756569	Octanoic acid	0.037
pH 7.5, 25°C, wild-type enzyme, versus NADH	4413	14756569	cyclohexylformamide	0.072
apparent value	4414	11265460	4-iodopyrazole	0.0032
apparent value	4414	11265460	4-Methylpyrazole	0.009
apparent value	4414	11265460	pyrazole	0.13
