synonyms	ec_number	recommended_name
Glutamyl-tRNA synthetase	6.1.1.24	glutamate-tRNAGln ligase
nondiscriminating glutamyl-tRNA synthetase	6.1.1.24	glutamate-tRNAGln ligase
only TM1875 functions as a nondiscriminating GluRS	6.1.1.24	glutamate-tRNAGln ligase
gene name	6.1.1.24	glutamate-tRNAGln ligase
glutamyl-queuosine tRNAAsp synthetase	6.1.1.24	glutamate-tRNAGln ligase
Glu-Q-RS	6.1.1.24	glutamate-tRNAGln ligase
non-discriminating GluRS	6.1.1.24	glutamate-tRNAGln ligase
ND-GluRS	6.1.1.24	glutamate-tRNAGln ligase
GluRSND	6.1.1.24	glutamate-tRNAGln ligase
GlxRS	6.1.1.24	glutamate-tRNAGln ligase
non-discriminating glutamyl-tRNA synthetase	6.1.1.24	glutamate-tRNAGln ligase
nondiscriminating GluRS	6.1.1.24	glutamate-tRNAGln ligase
cf. EC 6.1.1.25	6.1.1.26	pyrrolysine-tRNAPyl ligase
pyrrolysyl-tRNA synthetase	6.1.1.26	pyrrolysine-tRNAPyl ligase
PylRS	6.1.1.26	pyrrolysine-tRNAPyl ligase
PylSn	6.1.1.26	pyrrolysine-tRNAPyl ligase
gene name	6.1.1.26	pyrrolysine-tRNAPyl ligase
class II aminoacyl-tRNA synthetase	6.1.1.26	pyrrolysine-tRNAPyl ligase
PylSc	6.1.1.26	pyrrolysine-tRNAPyl ligase
DhaPylSc	6.1.1.26	pyrrolysine-tRNAPyl ligase
LysZ-RS	6.1.1.26	pyrrolysine-tRNAPyl ligase
SepRS–SepCysS binary complex	6.1.1.27	O-phospho-L-serine-tRNA ligase
CysRS	6.1.1.27	O-phospho-L-serine-tRNA ligase
phosphoseryl-tRNA synthetases	6.1.1.27	O-phospho-L-serine-tRNA ligase
phosphoseryl-tRNA synthetase	6.1.1.27	O-phospho-L-serine-tRNA ligase
O-phosphoseryl-tRNA synthetase	6.1.1.27	O-phospho-L-serine-tRNA ligase
gene name	6.1.1.27	O-phospho-L-serine-tRNA ligase
the enzyme is a class II tRNA synthetase	6.1.1.27	O-phospho-L-serine-tRNA ligase
Cysteinyl-tRNA synthetase	6.1.1.27	O-phospho-L-serine-tRNA ligase
ThrRS	6.1.1.3	threonine-tRNA ligase
Synthetase, threonyl-transfer ribonucleate	6.1.1.3	threonine-tRNA ligase
Threonyl-transfer ribonucleate synthetase	6.1.1.3	threonine-tRNA ligase
Threonyl-transfer RNA synthetase	6.1.1.3	threonine-tRNA ligase
Threonyl-transfer ribonucleic acid synthetase	6.1.1.3	threonine-tRNA ligase
Threonyl-ribonucleic synthetase	6.1.1.3	threonine-tRNA ligase
Threonine-transfer ribonucleate synthetase	6.1.1.3	threonine-tRNA ligase
Threonine translase	6.1.1.3	threonine-tRNA ligase
TRS	6.1.1.3	threonine-tRNA ligase
Threonine--tRNA ligase	6.1.1.3	threonine-tRNA ligase
Threonyl-tRNA synthetase	6.1.1.3	threonine-tRNA ligase
Thr-tRNA synthetase	6.1.1.3	threonine-tRNA ligase
BaThrRS	6.1.1.3	threonine-tRNA ligase
gene name	6.1.1.3	threonine-tRNA ligase
ThrRS1	6.1.1.3	threonine-tRNA ligase
protein contains the catalytic domain of ThrRS	6.1.1.3	threonine-tRNA ligase
protein contains the editing domain of ThrRS	6.1.1.3	threonine-tRNA ligase
protein contains the catalytic domain of ThrRS	6.1.1.3	threonine-tRNA ligase
protein contains the editing domain of ThrRS	6.1.1.3	threonine-tRNA ligase
McThrRS	6.1.1.3	threonine-tRNA ligase
EcThrRS	6.1.1.3	threonine-tRNA ligase
threonyl tRNA synthetase	6.1.1.3	threonine-tRNA ligase
ectRNAThr	6.1.1.3	threonine-tRNA ligase
gene name	6.1.1.3	threonine-tRNA ligase
ScmtThrRS	6.1.1.3	threonine-tRNA ligase
MmThrRS	6.1.1.3	threonine-tRNA ligase
the enzyme belongs to the class II aminoacyl-tRNAsynthetases	6.1.1.3	threonine-tRNA ligase
mitochondrial threonyl-tRNA synthetase	6.1.1.3	threonine-tRNA ligase
gene name	6.1.1.3	threonine-tRNA ligase
LeuRSTT	6.1.1.4	leucine-tRNA ligase
enzyme belongs to the XUX aminoacyl synthetasefamily	6.1.1.4	leucine-tRNA ligase
leucyl-tRNA ligase	6.1.1.4	leucine-tRNA ligase
hs mt LeuRS	6.1.1.4	leucine-tRNA ligase
leucyl-tRNA synthetase 1	6.1.1.4	leucine-tRNA ligase
LARS1	6.1.1.4	leucine-tRNA ligase
LRS	6.1.1.4	leucine-tRNA ligase
gene name	6.1.1.4	leucine-tRNA ligase
HcleuRS	6.1.1.4	leucine-tRNA ligase
Leucyl-tRNA synthetase	6.1.1.4	leucine-tRNA ligase
LeuRS	6.1.1.4	leucine-tRNA ligase
Synthetase, leucyl-transfer ribonucleate	6.1.1.4	leucine-tRNA ligase
Leucyl-transfer ribonucleate synthetase	6.1.1.4	leucine-tRNA ligase
Leucyl-transfer RNA synthetase	6.1.1.4	leucine-tRNA ligase
Leucyl-transfer ribonucleic acid synthetase	6.1.1.4	leucine-tRNA ligase
Leucine translase	6.1.1.4	leucine-tRNA ligase
Leucine--tRNA ligase	6.1.1.4	leucine-tRNA ligase
GlLeuRS	6.1.1.4	leucine-tRNA ligase
alphabeta-LeuRS	6.1.1.4	leucine-tRNA ligase
AaLeuRS	6.1.1.4	leucine-tRNA ligase
isoform, exhibits much higher aminoacylation andediting activity than isoform LeuRS2	6.1.1.4	leucine-tRNA ligase
isoform, exhibits much less aminoacylation andediting activity than isoform LeuRS1	6.1.1.4	leucine-tRNA ligase
mtLeuRS	6.1.1.4	leucine-tRNA ligase
leucyl-tRNA syntethase	6.1.1.4	leucine-tRNA ligase
mt leucyl-tRNA synthetase	6.1.1.4	leucine-tRNA ligase
mt-LeuRS	6.1.1.4	leucine-tRNA ligase
leucyl—tRNA synthetase	6.1.1.4	leucine-tRNA ligase
ycLeuRS	6.1.1.4	leucine-tRNA ligase
cytoplasmic LeuRS	6.1.1.4	leucine-tRNA ligase
gene name	6.1.1.4	leucine-tRNA ligase
gene name	6.1.1.4	leucine-tRNA ligase
gene name	6.1.1.4	leucine-tRNA ligase
EcLeuRS	6.1.1.4	leucine-tRNA ligase
gene name	6.1.1.4	leucine-tRNA ligase
MmLeuRS	6.1.1.4	leucine-tRNA ligase
PhLeuRS	6.1.1.4	leucine-tRNA ligase
Ile-tRNA synthetase	6.1.1.5	isoleucine-tRNA ligase
IleRS	6.1.1.5	isoleucine-tRNA ligase
Isoleucyl-tRNAsynthetase	6.1.1.5	isoleucine-tRNA ligase
Synthetase, isoleucyl-transfer ribonucleate	6.1.1.5	isoleucine-tRNA ligase
Isoleucyl-transfer RNA synthetase	6.1.1.5	isoleucine-tRNA ligase
Isoleucyl-transfer ribonucleate synthetase	6.1.1.5	isoleucine-tRNA ligase
Isoleucine-transfer RNA ligase	6.1.1.5	isoleucine-tRNA ligase
Isoleucine-tRNA synthetase	6.1.1.5	isoleucine-tRNA ligase
Isoleucine translase	6.1.1.5	isoleucine-tRNA ligase
IRS	6.1.1.5	isoleucine-tRNA ligase
Isoleucine--tRNA ligase	6.1.1.5	isoleucine-tRNA ligase
Mupirocin resistance protein	6.1.1.5	isoleucine-tRNA ligase
gene name	6.1.1.5	isoleucine-tRNA ligase
EcIleRS	6.1.1.5	isoleucine-tRNA ligase
gene name	6.1.1.5	isoleucine-tRNA ligase
gene name	6.1.1.5	isoleucine-tRNA ligase
mt isoleucyl-tRNA synthetase	6.1.1.5	isoleucine-tRNA ligase
mt-IleRS	6.1.1.5	isoleucine-tRNA ligase
mitochondrial isoleucyl-tRNA synthetase	6.1.1.5	isoleucine-tRNA ligase
gene name	6.1.1.5	isoleucine-tRNA ligase
SgIleRS	6.1.1.5	isoleucine-tRNA ligase
ScIleRS	6.1.1.5	isoleucine-tRNA ligase
isoleucyl tRNA synthetase	6.1.1.5	isoleucine-tRNA ligase
the enzyme is a class I aminoacyl-tRNA synthetase	6.1.1.5	isoleucine-tRNA ligase
class I enzyme	6.1.1.6	lysine-tRNA ligase
class I lysyl-tRNA synthetase	6.1.1.6	lysine-tRNA ligase
lysine aminoacyl-tRNA synthetase	6.1.1.6	lysine-tRNA ligase
class II enzyme	6.1.1.6	lysine-tRNA ligase
class II lysyl-tRNA synthetase	6.1.1.6	lysine-tRNA ligase
KRS-1	6.1.1.6	lysine-tRNA ligase
class I LysRS	6.1.1.6	lysine-tRNA ligase
enzyme has structural similarity to glutamyl-tRNAsynthetase, EC 6.1.1.17, from other organisms, e.g. Thermusthermophilus	6.1.1.6	lysine-tRNA ligase
contains a PDZ bindingmotif at its C-terminus	6.1.1.6	lysine-tRNA ligase
class II	6.1.1.6	lysine-tRNA ligase
Synthetase, lysyl-transferribonucleate	6.1.1.6	lysine-tRNA ligase
Lysyl-transfer ribonucleatesynthetase	6.1.1.6	lysine-tRNA ligase
Lysyl-transfer RNA synthetase	6.1.1.6	lysine-tRNA ligase
L-Lysine-transfer RNA ligase	6.1.1.6	lysine-tRNA ligase
Lysine-tRNA synthetase	6.1.1.6	lysine-tRNA ligase
Lysine translase	6.1.1.6	lysine-tRNA ligase
Lysine--tRNA ligase	6.1.1.6	lysine-tRNA ligase
LysRS-I	6.1.1.6	lysine-tRNA ligase
LysRS-II	6.1.1.6	lysine-tRNA ligase
class 1 lysyl tRNA synthetase	6.1.1.6	lysine-tRNA ligase
lysyl tRNA synthetase	6.1.1.6	lysine-tRNA ligase
gene name	6.1.1.6	lysine-tRNA ligase
GsLysRS	6.1.1.6	lysine-tRNA ligase
hKRS	6.1.1.6	lysine-tRNA ligase
mitoKARS	6.1.1.6	lysine-tRNA ligase
cytoKARS	6.1.1.6	lysine-tRNA ligase
cytoplasmic lysyl-tRNA synthetase	6.1.1.6	lysine-tRNA ligase
gene name	6.1.1.6	lysine-tRNA ligase
PfKRS	6.1.1.6	lysine-tRNA ligase
gene name	6.1.1.6	lysine-tRNA ligase
gene name	6.1.1.6	lysine-tRNA ligase
gene name	6.1.1.6	lysine-tRNA ligase
gene name	6.1.1.6	lysine-tRNA ligase
gene name	6.1.1.6	lysine-tRNA ligase
gene name	6.1.1.6	lysine-tRNA ligase
gene name	6.1.1.6	lysine-tRNA ligase
gene name	6.1.1.6	lysine-tRNA ligase
UniProt	6.1.1.6	lysine-tRNA ligase
Ap4A synthase	6.1.1.6	lysine-tRNA ligase
gene name	6.1.1.6	lysine-tRNA ligase
mitochondrial lysyl-tRNA synthetase	6.1.1.6	lysine-tRNA ligase
preMsk1p	6.1.1.6	lysine-tRNA ligase
Msk1p	6.1.1.6	lysine-tRNA ligase
gene name	6.1.1.6	lysine-tRNA ligase
mito-LysRS	6.1.1.6	lysine-tRNA ligase
cyto-LysRS	6.1.1.6	lysine-tRNA ligase
KRS	6.1.1.6	lysine-tRNA ligase
tRK1	6.1.1.6	lysine-tRNA ligase
Alanine--tRNA ligase	6.1.1.7	alanine-tRNA ligase
MurN	6.1.1.7	alanine-tRNA ligase
Alanyl-tRNA synthetase	6.1.1.7	alanine-tRNA ligase
AlaRS	6.1.1.7	alanine-tRNA ligase
Synthase, alanyl-transfer ribonucleate	6.1.1.7	alanine-tRNA ligase
Alanyl-transfer ribonucleate synthetase	6.1.1.7	alanine-tRNA ligase
Alanyl-transfer RNA synthetase	6.1.1.7	alanine-tRNA ligase
Alanyl-transfer ribonucleic acid synthetase	6.1.1.7	alanine-tRNA ligase
Alanine-transfer RNA ligase	6.1.1.7	alanine-tRNA ligase
Alanine transfer RNA synthetase	6.1.1.7	alanine-tRNA ligase
Alanine tRNA synthetase	6.1.1.7	alanine-tRNA ligase
Ala-tRNA synthetase	6.1.1.7	alanine-tRNA ligase
Alanine translase	6.1.1.7	alanine-tRNA ligase
alanine-tRNA ligase	6.1.1.7	alanine-tRNA ligase
gene name	6.1.1.7	alanine-tRNA ligase
mitochondrial alanyl-tRNA synthetase	6.1.1.7	alanine-tRNA ligase
mtAlaRS	6.1.1.7	alanine-tRNA ligase
gene name	6.1.1.7	alanine-tRNA ligase
gene name	6.1.1.7	alanine-tRNA ligase
alanyltRNA synthetase	6.1.1.7	alanine-tRNA ligase
the enzyme belongs to the MurMN/Fem-ABX family oftRNA-dependent ligases	6.1.1.7	alanine-tRNA ligase
MurM	6.1.1.7	alanine-tRNA ligase
alanyl-tRNA synthase	6.1.1.7	alanine-tRNA ligase
alanyl-tRNA ligase	6.1.1.7	alanine-tRNA ligase
alanyl tRNA ligase	6.1.1.7	alanine-tRNA ligase
Synthetase, valyl-transfer ribonucleate	6.1.1.9	valine-tRNA ligase
Valyl-transfer ribonucleate synthetase	6.1.1.9	valine-tRNA ligase
Valyl-transfer RNA synthetase	6.1.1.9	valine-tRNA ligase
Valyl transfer ribonucleic acid synthetase	6.1.1.9	valine-tRNA ligase
Valine transfer ribonucleate ligase	6.1.1.9	valine-tRNA ligase
Valyl-tRNA ligase	6.1.1.9	valine-tRNA ligase
Valine translase	6.1.1.9	valine-tRNA ligase
G7a	6.1.1.9	valine-tRNA ligase
Valine--tRNA ligase	6.1.1.9	valine-tRNA ligase
Valyl-tRNA synthetase	6.1.1.9	valine-tRNA ligase
ValRS	6.1.1.9	valine-tRNA ligase
VARS	6.1.1.9	valine-tRNA ligase
the enzyme is a class I aminoacyl-tRNA synthetase	6.1.1.9	valine-tRNA ligase
Vas2	6.1.1.9	valine-tRNA ligase
ValRS1	6.1.1.9	valine-tRNA ligase
Vas1	6.1.1.9	valine-tRNA ligase
ValRS2	6.1.1.9	valine-tRNA ligase
valyl-tRNAsynthetase	6.1.1.9	valine-tRNA ligase
gene name	6.1.1.9	valine-tRNA ligase
Val-tRNA synthetase	6.1.1.9	valine-tRNA ligase
white panicle1	6.1.1.9	valine-tRNA ligase
gene name	6.1.1.9	valine-tRNA ligase
OsValRS2	6.1.1.9	valine-tRNA ligase
valyl aminoacyl tRNA synthetase	6.1.1.9	valine-tRNA ligase
gene name	6.1.1.9	valine-tRNA ligase
VARS-2	6.1.1.9	valine-tRNA ligase
mitochondrial valyl tRNA synthetase	6.1.1.9	valine-tRNA ligase
MTTV	6.1.1.9	valine-tRNA ligase
VRSA-9 Ddl	6.1.2.1	D-alanine-(R)-lactate ligase
VanI	6.1.2.1	D-alanine-(R)-lactate ligase
D-Ala:D-Lac ligase	6.1.2.1	D-alanine-(R)-lactate ligase
gene name	6.1.2.1	D-alanine-(R)-lactate ligase
D-Ala-D-Lac ligase	6.1.2.1	D-alanine-(R)-lactate ligase
depsipeptide ligase	6.1.2.1	D-alanine-(R)-lactate ligase
D-alanine-D-lactate ligase	6.1.2.1	D-alanine-(R)-lactate ligase
VanD	6.1.2.1	D-alanine-(R)-lactate ligase
VanD4	6.1.2.1	D-alanine-(R)-lactate ligase
VanB	6.1.2.1	D-alanine-(R)-lactate ligase
D-alanine:D-lactate ligase	6.1.2.1	D-alanine-(R)-lactate ligase
D-alanine:D-alanine (D-lactate) ligase (ADP)	6.1.2.1	D-alanine-(R)-lactate ligase
D-alanyl-D-lactate ligase	6.1.2.1	D-alanine-(R)-lactate ligase
gene name	6.1.2.2	nebramycin 5' synthase
gene name	6.1.2.2	nebramycin 5' synthase
obramycin carbamoyltransferase	6.1.2.2	nebramycin 5' synthase
oleC	6.1.3.1	olefin beta-lactone synthetase
