EC_Number	Systematic_name	Recommended_name	UniProt	Organism	Commentary	Literature(PubmedID)	Ref
7.1.1.2	NADH:ubiquinone oxidoreductase	NADH:ubiquinone reductase (H+-translocating)		bacterium Ba1	AMENDA reliability +	https://www.ncbi.nlm.nih.gov/pubmed/?term=3947089	282
7.1.1.2	NADH:ubiquinone oxidoreductase	NADH:ubiquinone reductase (H+-translocating)		Bacteroides fragilis	AMENDA reliability +	https://www.ncbi.nlm.nih.gov/pubmed/?term=17501928	283
7.1.1.2	NADH:ubiquinone oxidoreductase	NADH:ubiquinone reductase (H+-translocating)		Bactrocera	FRENDA	https://www.ncbi.nlm.nih.gov/pubmed/?term=28712341	284
7.1.1.2	NADH:ubiquinone oxidoreductase	NADH:ubiquinone reductase (H+-translocating)		Bactrocera dorsalis	FRENDA	https://www.ncbi.nlm.nih.gov/pubmed/?term=27699519	285
7.1.1.2	NADH:ubiquinone oxidoreductase	NADH:ubiquinone reductase (H+-translocating)		Bactrocera zonata	AMENDA reliability +	https://www.ncbi.nlm.nih.gov/pubmed/?term=28712341	286
7.1.1.2	NADH:ubiquinone oxidoreductase	NADH:ubiquinone reductase (H+-translocating)		Baikalobia variegata	FRENDA	https://www.ncbi.nlm.nih.gov/pubmed/?term=18696031	287
7.1.1.2	NADH:ubiquinone oxidoreductase	NADH:ubiquinone reductase (H+-translocating)		Baldulus	AMENDA reliability +	https://www.ncbi.nlm.nih.gov/pubmed/?term=100189717	288
7.1.1.2	NADH:ubiquinone oxidoreductase	NADH:ubiquinone reductase (H+-translocating)		Baldulus tripsaci	AMENDA reliability +	https://www.ncbi.nlm.nih.gov/pubmed/?term=100189717	289
7.1.1.2	NADH:ubiquinone oxidoreductase	NADH:ubiquinone reductase (H+-translocating)		Balitora brucei	FRENDA	https://www.ncbi.nlm.nih.gov/pubmed/?term=16806809	290
7.1.1.2	NADH:ubiquinone oxidoreductase	NADH:ubiquinone reductase (H+-translocating)		Bambusa oldhamii	FRENDA	https://www.ncbi.nlm.nih.gov/pubmed/?term=21334908	291
7.1.1.2	NADH:ubiquinone oxidoreductase	NADH:ubiquinone reductase (H+-translocating)		Bambuseae	FRENDA	https://www.ncbi.nlm.nih.gov/pubmed/?term=21334908	292
7.1.1.2	NADH:ubiquinone oxidoreductase	NADH:ubiquinone reductase (H+-translocating)		Barleria	FRENDA	https://www.ncbi.nlm.nih.gov/pubmed/?term=10564760	293
7.1.1.2	NADH:ubiquinone oxidoreductase	NADH:ubiquinone reductase (H+-translocating)		bat	AMENDA reliability +	https://www.ncbi.nlm.nih.gov/pubmed/?term=29396369; https://www.ncbi.nlm.nih.gov/pubmed/?term=22980225; https://www.ncbi.nlm.nih.gov/pubmed/?term=27876792	294
7.1.1.2	NADH:ubiquinone oxidoreductase	NADH:ubiquinone reductase (H+-translocating)		bat	FRENDA	https://www.ncbi.nlm.nih.gov/pubmed/?term=25747866; https://www.ncbi.nlm.nih.gov/pubmed/?term=25213336; https://www.ncbi.nlm.nih.gov/pubmed/?term=22467681; https://www.ncbi.nlm.nih.gov/pubmed/?term=27717856; https://www.ncbi.nlm.nih.gov/pubmed/?term=28630339	295
7.1.1.2	NADH:ubiquinone oxidoreductase	NADH:ubiquinone reductase (H+-translocating)		Bathymodiolus puteoserpentis	FRENDA	https://www.ncbi.nlm.nih.gov/pubmed/?term=10390825	296
7.1.1.2	NADH:ubiquinone oxidoreductase	NADH:ubiquinone reductase (H+-translocating)		Baylisascaris	FRENDA	https://www.ncbi.nlm.nih.gov/pubmed/?term=23656289	297
7.1.1.2	NADH:ubiquinone oxidoreductase	NADH:ubiquinone reductase (H+-translocating)		Baylisascaris schroederi	AMENDA reliability +	https://www.ncbi.nlm.nih.gov/pubmed/?term=23656289	298
7.1.1.2	NADH:ubiquinone oxidoreductase	NADH:ubiquinone reductase (H+-translocating)		Beaumontia murtonii	FRENDA	https://www.ncbi.nlm.nih.gov/pubmed/?term=28598616	299
7.1.1.2	NADH:ubiquinone oxidoreductase	NADH:ubiquinone reductase (H+-translocating)		Beauveria bassiana	FRENDA	https://www.ncbi.nlm.nih.gov/pubmed/?term=29458719; https://www.ncbi.nlm.nih.gov/pubmed/?term=27470140	300
7.1.1.2	NADH:ubiquinone oxidoreductase	NADH:ubiquinone reductase (H+-translocating)		Belliella	FRENDA	https://www.ncbi.nlm.nih.gov/pubmed/?term=23076358	301
7.1.1.2	NADH:ubiquinone oxidoreductase	NADH:ubiquinone reductase (H+-translocating)		Bemisia tabaci	FRENDA	https://www.ncbi.nlm.nih.gov/pubmed/?term=25297658	302
7.1.1.2	NADH:ubiquinone oxidoreductase	NADH:ubiquinone reductase (H+-translocating)		Berberidaceae	FRENDA	https://www.ncbi.nlm.nih.gov/pubmed/?term=21269266	303
7.1.1.2	NADH:ubiquinone oxidoreductase	NADH:ubiquinone reductase (H+-translocating)		Beringia	FRENDA	https://www.ncbi.nlm.nih.gov/pubmed/?term=28565628	304
7.1.1.2	NADH:ubiquinone oxidoreductase	NADH:ubiquinone reductase (H+-translocating)		Beta vulgaris	AMENDA reliability +	https://www.ncbi.nlm.nih.gov/pubmed/?term=1463827	305
7.1.1.2	NADH:ubiquinone oxidoreductase	NADH:ubiquinone reductase (H+-translocating)		Beta vulgaris	FRENDA	https://www.ncbi.nlm.nih.gov/pubmed/?term=16668549; https://www.ncbi.nlm.nih.gov/pubmed/?term=24056184	306
7.1.1.2	NADH:ubiquinone oxidoreductase	NADH:ubiquinone reductase (H+-translocating)		Beta vulgaris		https://www.ncbi.nlm.nih.gov/pubmed/?term=16668682; https://www.brenda-enzymes.org/literature.php?r=392701	307
7.1.1.2	NADH:ubiquinone oxidoreductase	NADH:ubiquinone reductase (H+-translocating)		Beta vulgaris subsp. vulgaris	AMENDA reliability +++	https://www.ncbi.nlm.nih.gov/pubmed/?term=8246903	308
7.1.1.2	NADH:ubiquinone oxidoreductase	NADH:ubiquinone reductase (H+-translocating)		Beta vulgaris subsp. vulgaris	AMENDA reliability +	https://www.ncbi.nlm.nih.gov/pubmed/?term=16667982	309
7.1.1.2	NADH:ubiquinone oxidoreductase	NADH:ubiquinone reductase (H+-translocating)		Beta vulgaris subsp. vulgaris	FRENDA	https://www.ncbi.nlm.nih.gov/pubmed/?term=24056184	310
7.1.1.2	NADH:ubiquinone oxidoreductase	NADH:ubiquinone reductase (H+-translocating)		Betaproteobacteria	FRENDA	https://www.ncbi.nlm.nih.gov/pubmed/?term=26655752	311
7.1.1.2	NADH:ubiquinone oxidoreductase	NADH:ubiquinone reductase (H+-translocating)		Bidens pilosa	FRENDA	https://www.ncbi.nlm.nih.gov/pubmed/?term=26557148	312
7.1.1.2	NADH:ubiquinone oxidoreductase	NADH:ubiquinone reductase (H+-translocating)		Bilateria	AMENDA reliability +	https://www.ncbi.nlm.nih.gov/pubmed/?term=21632289	313
7.1.1.2	NADH:ubiquinone oxidoreductase	NADH:ubiquinone reductase (H+-translocating)		Birnaviridae	FRENDA	https://www.ncbi.nlm.nih.gov/pubmed/?term=28596575	314
7.1.1.2	NADH:ubiquinone oxidoreductase	NADH:ubiquinone reductase (H+-translocating)		Bivalvia	FRENDA	https://www.ncbi.nlm.nih.gov/pubmed/?term=25527898; https://www.ncbi.nlm.nih.gov/pubmed/?term=29458112; https://www.ncbi.nlm.nih.gov/pubmed/?term=28338965	315
7.1.1.2	NADH:ubiquinone oxidoreductase	NADH:ubiquinone reductase (H+-translocating)		Blastochloris viridis	FRENDA	https://www.ncbi.nlm.nih.gov/pubmed/?term=16330228	316
7.1.1.2	NADH:ubiquinone oxidoreductase	NADH:ubiquinone reductase (H+-translocating)		Blastochloris viridis	AMENDA reliability +	https://www.ncbi.nlm.nih.gov/pubmed/?term=15018534	317
7.1.1.2	NADH:ubiquinone oxidoreductase	NADH:ubiquinone reductase (H+-translocating)		Blastocystis hominis	FRENDA	https://www.ncbi.nlm.nih.gov/pubmed/?term=18694756	318
7.1.1.2	NADH:ubiquinone oxidoreductase	NADH:ubiquinone reductase (H+-translocating)		Blattodea	FRENDA	https://www.ncbi.nlm.nih.gov/pubmed/?term=15744302	319
7.1.1.2	NADH:ubiquinone oxidoreductase	NADH:ubiquinone reductase (H+-translocating)		Blumeria graminis	FRENDA	https://www.ncbi.nlm.nih.gov/pubmed/?term=11561412	320
7.1.1.2	NADH:ubiquinone oxidoreductase	NADH:ubiquinone reductase (H+-translocating)		Boa constrictor	AMENDA reliability +	https://www.ncbi.nlm.nih.gov/pubmed/?term=2956049	321
7.1.1.2	NADH:ubiquinone oxidoreductase	NADH:ubiquinone reductase (H+-translocating)		Bombina	FRENDA	https://www.ncbi.nlm.nih.gov/pubmed/?term=18696031	322
7.1.1.2	NADH:ubiquinone oxidoreductase	NADH:ubiquinone reductase (H+-translocating)		Bombina bombina	FRENDA	https://www.ncbi.nlm.nih.gov/pubmed/?term=18696031	323
7.1.1.2	NADH:ubiquinone oxidoreductase	NADH:ubiquinone reductase (H+-translocating)		Bombus terrestris	FRENDA	https://www.ncbi.nlm.nih.gov/pubmed/?term=28043329	324
7.1.1.2	NADH:ubiquinone oxidoreductase	NADH:ubiquinone reductase (H+-translocating)		Bombyx	AMENDA reliability +	https://www.ncbi.nlm.nih.gov/pubmed/?term=1885620	325
7.1.1.2	NADH:ubiquinone oxidoreductase	NADH:ubiquinone reductase (H+-translocating)		Bombyx mori	FRENDA	https://www.ncbi.nlm.nih.gov/pubmed/?term=23671658; https://www.ncbi.nlm.nih.gov/pubmed/?term=20967265; https://www.ncbi.nlm.nih.gov/pubmed/?term=22227406; https://www.ncbi.nlm.nih.gov/pubmed/?term=22485166; https://www.ncbi.nlm.nih.gov/pubmed/?term=28768207	326
7.1.1.2	NADH:ubiquinone oxidoreductase	NADH:ubiquinone reductase (H+-translocating)		Borassus flabellifer	FRENDA	https://www.ncbi.nlm.nih.gov/pubmed/?term=28489607	327
7.1.1.2	NADH:ubiquinone oxidoreductase	NADH:ubiquinone reductase (H+-translocating)		Bordetella bronchiseptica	FRENDA	https://www.ncbi.nlm.nih.gov/pubmed/?term=16389302; https://www.ncbi.nlm.nih.gov/pubmed/?term=22863321	328
7.1.1.2	NADH:ubiquinone oxidoreductase	NADH:ubiquinone reductase (H+-translocating)		Bordetella pertussis	FRENDA	https://www.ncbi.nlm.nih.gov/pubmed/?term=16389302	329
7.1.1.2	NADH:ubiquinone oxidoreductase	NADH:ubiquinone reductase (H+-translocating)		Bos frontalis	FRENDA	https://www.ncbi.nlm.nih.gov/pubmed/?term=26343353	330
7.1.1.2	NADH:ubiquinone oxidoreductase	NADH:ubiquinone reductase (H+-translocating)		Bos indicus	FRENDA	https://www.ncbi.nlm.nih.gov/pubmed/?term=27301703	331
7.1.1.2	NADH:ubiquinone oxidoreductase	NADH:ubiquinone reductase (H+-translocating)		Bos taurus	rotenone-sensitive enzyme complex	https://www.ncbi.nlm.nih.gov/pubmed/?term=9878712	332
7.1.1.2	NADH:ubiquinone oxidoreductase	NADH:ubiquinone reductase (H+-translocating)		Bos taurus	NDH-1	https://www.ncbi.nlm.nih.gov/pubmed/?term=8573592	333
7.1.1.2	NADH:ubiquinone oxidoreductase	NADH:ubiquinone reductase (H+-translocating)		Bos taurus		https://www.brenda-enzymes.org/literature.php?r=391082; https://www.ncbi.nlm.nih.gov/pubmed/?term=3272341; https://www.ncbi.nlm.nih.gov/pubmed/?term=7957254; https://www.ncbi.nlm.nih.gov/pubmed/?term=3087991; https://www.ncbi.nlm.nih.gov/pubmed/?term=11124957; https://www.brenda-enzymes.org/literature.php?r=392703; https://www.ncbi.nlm.nih.gov/pubmed/?term=2862839; https://www.ncbi.nlm.nih.gov/pubmed/?term=2118334; https://www.ncbi.nlm.nih.gov/pubmed/?term=35108; https://www.ncbi.nlm.nih.gov/pubmed/?term=12600270; https://www.ncbi.nlm.nih.gov/pubmed/?term=14670598; https://www.ncbi.nlm.nih.gov/pubmed/?term=15465329; https://www.ncbi.nlm.nih.gov/pubmed/?term=11860176; https://www.ncbi.nlm.nih.gov/pubmed/?term=13678276; https://www.ncbi.nlm.nih.gov/pubmed/?term=14740890; https://www.ncbi.nlm.nih.gov/pubmed/?term=15571492; https://www.ncbi.nlm.nih.gov/pubmed/?term=16895522; https://www.ncbi.nlm.nih.gov/pubmed/?term=16274237; https://www.ncbi.nlm.nih.gov/pubmed/?term=15683258; https://www.ncbi.nlm.nih.gov/pubmed/?term=16388600; https://www.ncbi.nlm.nih.gov/pubmed/?term=16489765; https://www.ncbi.nlm.nih.gov/pubmed/?term=16716068; https://www.ncbi.nlm.nih.gov/pubmed/?term=15807648; https://www.ncbi.nlm.nih.gov/pubmed/?term=16777054; https://www.ncbi.nlm.nih.gov/pubmed/?term=16621539; https://www.ncbi.nlm.nih.gov/pubmed/?term=16150735; https://www.ncbi.nlm.nih.gov/pubmed/?term=16980308; https://www.ncbi.nlm.nih.gov/pubmed/?term=15843018; https://www.ncbi.nlm.nih.gov/pubmed/?term=16682634; https://www.ncbi.nlm.nih.gov/pubmed/?term=18476722; https://www.ncbi.nlm.nih.gov/pubmed/?term=18651753; https://www.ncbi.nlm.nih.gov/pubmed/?term=19220002; https://www.ncbi.nlm.nih.gov/pubmed/?term=19096096; https://www.ncbi.nlm.nih.gov/pubmed/?term=19027304; https://www.ncbi.nlm.nih.gov/pubmed/?term=20599678; https://www.ncbi.nlm.nih.gov/pubmed/?term=1932041; https://www.ncbi.nlm.nih.gov/pubmed/?term=1905649; https://www.ncbi.nlm.nih.gov/pubmed/?term=23683271; https://www.ncbi.nlm.nih.gov/pubmed/?term=20816054; https://www.ncbi.nlm.nih.gov/pubmed/?term=21624365; https://www.ncbi.nlm.nih.gov/pubmed/?term=21664911; https://www.ncbi.nlm.nih.gov/pubmed/?term=22854968; https://www.ncbi.nlm.nih.gov/pubmed/?term=26592861; https://www.brenda-enzymes.org/literature.php?r=743263	334
7.1.1.2	NADH:ubiquinone oxidoreductase	NADH:ubiquinone reductase (H+-translocating)		Bos taurus	FRENDA	https://www.ncbi.nlm.nih.gov/pubmed/?term=1567448; https://www.ncbi.nlm.nih.gov/pubmed/?term=395; https://www.ncbi.nlm.nih.gov/pubmed/?term=15255; https://www.ncbi.nlm.nih.gov/pubmed/?term=1445879; https://www.ncbi.nlm.nih.gov/pubmed/?term=1468565; https://www.ncbi.nlm.nih.gov/pubmed/?term=1935949; https://www.ncbi.nlm.nih.gov/pubmed/?term=2147127; https://www.ncbi.nlm.nih.gov/pubmed/?term=2583350; https://www.ncbi.nlm.nih.gov/pubmed/?term=3032932; https://www.ncbi.nlm.nih.gov/pubmed/?term=3056408; https://www.ncbi.nlm.nih.gov/pubmed/?term=8037664; https://www.ncbi.nlm.nih.gov/pubmed/?term=8422400; https://www.ncbi.nlm.nih.gov/pubmed/?term=8512593; https://www.ncbi.nlm.nih.gov/pubmed/?term=8938450; https://www.ncbi.nlm.nih.gov/pubmed/?term=9116042; https://www.ncbi.nlm.nih.gov/pubmed/?term=9352085; https://www.ncbi.nlm.nih.gov/pubmed/?term=9615461; https://www.ncbi.nlm.nih.gov/pubmed/?term=9647766; https://www.ncbi.nlm.nih.gov/pubmed/?term=9860297; https://www.ncbi.nlm.nih.gov/pubmed/?term=9892733; https://www.ncbi.nlm.nih.gov/pubmed/?term=10070614; https://www.ncbi.nlm.nih.gov/pubmed/?term=10234612; https://www.ncbi.nlm.nih.gov/pubmed/?term=10706005; https://www.ncbi.nlm.nih.gov/pubmed/?term=12615348; https://www.ncbi.nlm.nih.gov/pubmed/?term=15863099; https://www.ncbi.nlm.nih.gov/pubmed/?term=15958286; https://www.ncbi.nlm.nih.gov/pubmed/?term=17200125; https://www.ncbi.nlm.nih.gov/pubmed/?term=18258177; https://www.ncbi.nlm.nih.gov/pubmed/?term=19520091; https://www.ncbi.nlm.nih.gov/pubmed/?term=25275677; https://www.ncbi.nlm.nih.gov/pubmed/?term=224062; https://www.ncbi.nlm.nih.gov/pubmed/?term=3182798; https://www.ncbi.nlm.nih.gov/pubmed/?term=16751977; https://www.ncbi.nlm.nih.gov/pubmed/?term=2825776; https://www.ncbi.nlm.nih.gov/pubmed/?term=3036220; https://www.ncbi.nlm.nih.gov/pubmed/?term=24965127; https://www.ncbi.nlm.nih.gov/pubmed/?term=8549778; https://www.ncbi.nlm.nih.gov/pubmed/?term=14592541; https://www.ncbi.nlm.nih.gov/pubmed/?term=18140; https://www.ncbi.nlm.nih.gov/pubmed/?term=762161; https://www.ncbi.nlm.nih.gov/pubmed/?term=27771460; https://www.ncbi.nlm.nih.gov/pubmed/?term=11896765; https://www.ncbi.nlm.nih.gov/pubmed/?term=9106191; https://www.ncbi.nlm.nih.gov/pubmed/?term=10775262; https://www.ncbi.nlm.nih.gov/pubmed/?term=24565809; https://www.ncbi.nlm.nih.gov/pubmed/?term=1497658; https://www.ncbi.nlm.nih.gov/pubmed/?term=7082319; https://www.ncbi.nlm.nih.gov/pubmed/?term=7460898; https://www.ncbi.nlm.nih.gov/pubmed/?term=8396133; https://www.ncbi.nlm.nih.gov/pubmed/?term=22959344; https://www.ncbi.nlm.nih.gov/pubmed/?term=3930501; https://www.ncbi.nlm.nih.gov/pubmed/?term=9075; https://www.ncbi.nlm.nih.gov/pubmed/?term=2167668; https://www.ncbi.nlm.nih.gov/pubmed/?term=3707593; https://www.ncbi.nlm.nih.gov/pubmed/?term=6317663; https://www.ncbi.nlm.nih.gov/pubmed/?term=6487350; https://www.ncbi.nlm.nih.gov/pubmed/?term=8896752; https://www.ncbi.nlm.nih.gov/pubmed/?term=9155526; https://www.ncbi.nlm.nih.gov/pubmed/?term=9241135; https://www.ncbi.nlm.nih.gov/pubmed/?term=9275276; https://www.ncbi.nlm.nih.gov/pubmed/?term=9344673; https://www.ncbi.nlm.nih.gov/pubmed/?term=9368903; https://www.ncbi.nlm.nih.gov/pubmed/?term=9395404; https://www.ncbi.nlm.nih.gov/pubmed/?term=9571201; https://www.ncbi.nlm.nih.gov/pubmed/?term=10473389; https://www.ncbi.nlm.nih.gov/pubmed/?term=12018892; https://www.ncbi.nlm.nih.gov/pubmed/?term=15234657; https://www.ncbi.nlm.nih.gov/pubmed/?term=16965838; https://www.ncbi.nlm.nih.gov/pubmed/?term=16998843; https://www.ncbi.nlm.nih.gov/pubmed/?term=17009842; https://www.ncbi.nlm.nih.gov/pubmed/?term=17124983; https://www.ncbi.nlm.nih.gov/pubmed/?term=18054490; https://www.ncbi.nlm.nih.gov/pubmed/?term=19062181; https://www.ncbi.nlm.nih.gov/pubmed/?term=19459785; https://www.ncbi.nlm.nih.gov/pubmed/?term=19637222; https://www.ncbi.nlm.nih.gov/pubmed/?term=20858453; https://www.ncbi.nlm.nih.gov/pubmed/?term=21909073; https://www.ncbi.nlm.nih.gov/pubmed/?term=22309374; https://www.ncbi.nlm.nih.gov/pubmed/?term=22523661; https://www.ncbi.nlm.nih.gov/pubmed/?term=23881359; https://www.ncbi.nlm.nih.gov/pubmed/?term=25207011; https://www.ncbi.nlm.nih.gov/pubmed/?term=25449043; https://www.ncbi.nlm.nih.gov/pubmed/?term=26657243; https://www.ncbi.nlm.nih.gov/pubmed/?term=26688203; https://www.ncbi.nlm.nih.gov/pubmed/?term=26869152; https://www.ncbi.nlm.nih.gov/pubmed/?term=26954224; https://www.ncbi.nlm.nih.gov/pubmed/?term=27253740; https://www.ncbi.nlm.nih.gov/pubmed/?term=27830641; https://www.ncbi.nlm.nih.gov/pubmed/?term=27906040; https://www.ncbi.nlm.nih.gov/pubmed/?term=29040000; https://www.ncbi.nlm.nih.gov/pubmed/?term=29390990; https://www.ncbi.nlm.nih.gov/pubmed/?term=29500367; https://www.ncbi.nlm.nih.gov/pubmed/?term=16159278; https://www.ncbi.nlm.nih.gov/pubmed/?term=20883776; https://www.ncbi.nlm.nih.gov/pubmed/?term=21836051; https://www.ncbi.nlm.nih.gov/pubmed/?term=2246239; https://www.ncbi.nlm.nih.gov/pubmed/?term=1996968; https://www.ncbi.nlm.nih.gov/pubmed/?term=23800966; https://www.ncbi.nlm.nih.gov/pubmed/?term=21882037; https://www.ncbi.nlm.nih.gov/pubmed/?term=1729421; https://www.ncbi.nlm.nih.gov/pubmed/?term=3022724; https://www.ncbi.nlm.nih.gov/pubmed/?term=3134033; https://www.ncbi.nlm.nih.gov/pubmed/?term=3223928; https://www.ncbi.nlm.nih.gov/pubmed/?term=3933483; https://www.ncbi.nlm.nih.gov/pubmed/?term=6294105; https://www.ncbi.nlm.nih.gov/pubmed/?term=6402020; https://www.ncbi.nlm.nih.gov/pubmed/?term=7592738; https://www.ncbi.nlm.nih.gov/pubmed/?term=7611997; https://www.ncbi.nlm.nih.gov/pubmed/?term=8135820; https://www.ncbi.nlm.nih.gov/pubmed/?term=8953243; https://www.ncbi.nlm.nih.gov/pubmed/?term=9230920; https://www.ncbi.nlm.nih.gov/pubmed/?term=11004444; https://www.ncbi.nlm.nih.gov/pubmed/?term=11221252; https://www.ncbi.nlm.nih.gov/pubmed/?term=11352750; https://www.ncbi.nlm.nih.gov/pubmed/?term=12171069; https://www.ncbi.nlm.nih.gov/pubmed/?term=12857734; https://www.ncbi.nlm.nih.gov/pubmed/?term=15114508; https://www.ncbi.nlm.nih.gov/pubmed/?term=15906145; https://www.ncbi.nlm.nih.gov/pubmed/?term=16678117; https://www.ncbi.nlm.nih.gov/pubmed/?term=17601793; https://www.ncbi.nlm.nih.gov/pubmed/?term=18037377; https://www.ncbi.nlm.nih.gov/pubmed/?term=18061150; https://www.ncbi.nlm.nih.gov/pubmed/?term=18502755; https://www.ncbi.nlm.nih.gov/pubmed/?term=20074573; https://www.ncbi.nlm.nih.gov/pubmed/?term=20433953; https://www.ncbi.nlm.nih.gov/pubmed/?term=22022971; https://www.ncbi.nlm.nih.gov/pubmed/?term=24812442; https://www.ncbi.nlm.nih.gov/pubmed/?term=10899161; https://www.ncbi.nlm.nih.gov/pubmed/?term=11669684; https://www.ncbi.nlm.nih.gov/pubmed/?term=16085176; https://www.ncbi.nlm.nih.gov/pubmed/?term=27295415; https://www.ncbi.nlm.nih.gov/pubmed/?term=2823894; https://www.ncbi.nlm.nih.gov/pubmed/?term=823748; https://www.ncbi.nlm.nih.gov/pubmed/?term=15126287; https://www.ncbi.nlm.nih.gov/pubmed/?term=20227863; https://www.ncbi.nlm.nih.gov/pubmed/?term=28475971; https://www.ncbi.nlm.nih.gov/pubmed/?term=27868118; https://www.ncbi.nlm.nih.gov/pubmed/?term=15220329; https://www.ncbi.nlm.nih.gov/pubmed/?term=2905168; https://www.ncbi.nlm.nih.gov/pubmed/?term=16662578; https://www.ncbi.nlm.nih.gov/pubmed/?term=6087893; https://www.ncbi.nlm.nih.gov/pubmed/?term=2719642; https://www.ncbi.nlm.nih.gov/pubmed/?term=6432778; https://www.ncbi.nlm.nih.gov/pubmed/?term=26691922; https://www.ncbi.nlm.nih.gov/pubmed/?term=189537; https://www.ncbi.nlm.nih.gov/pubmed/?term=220964; https://www.ncbi.nlm.nih.gov/pubmed/?term=1807407; https://www.ncbi.nlm.nih.gov/pubmed/?term=2354808; https://www.ncbi.nlm.nih.gov/pubmed/?term=2673550; https://www.ncbi.nlm.nih.gov/pubmed/?term=2877639; https://www.ncbi.nlm.nih.gov/pubmed/?term=3005279; https://www.ncbi.nlm.nih.gov/pubmed/?term=7518452; https://www.ncbi.nlm.nih.gov/pubmed/?term=7999034; https://www.ncbi.nlm.nih.gov/pubmed/?term=8117326; https://www.ncbi.nlm.nih.gov/pubmed/?term=8660670; https://www.ncbi.nlm.nih.gov/pubmed/?term=9266503; https://www.ncbi.nlm.nih.gov/pubmed/?term=9266535; https://www.ncbi.nlm.nih.gov/pubmed/?term=10443919; https://www.ncbi.nlm.nih.gov/pubmed/?term=10828984; https://www.ncbi.nlm.nih.gov/pubmed/?term=11705384; https://www.ncbi.nlm.nih.gov/pubmed/?term=12642585; https://www.ncbi.nlm.nih.gov/pubmed/?term=16185902; https://www.ncbi.nlm.nih.gov/pubmed/?term=16243845; https://www.ncbi.nlm.nih.gov/pubmed/?term=16551638; https://www.ncbi.nlm.nih.gov/pubmed/?term=18220329; https://www.ncbi.nlm.nih.gov/pubmed/?term=18567707; https://www.ncbi.nlm.nih.gov/pubmed/?term=19719144; https://www.ncbi.nlm.nih.gov/pubmed/?term=23452070; https://www.ncbi.nlm.nih.gov/pubmed/?term=23557779; https://www.ncbi.nlm.nih.gov/pubmed/?term=24342132; https://www.ncbi.nlm.nih.gov/pubmed/?term=24463435; https://www.ncbi.nlm.nih.gov/pubmed/?term=24892525; https://www.ncbi.nlm.nih.gov/pubmed/?term=25033296; https://www.ncbi.nlm.nih.gov/pubmed/?term=25218220; https://www.ncbi.nlm.nih.gov/pubmed/?term=25311520; https://www.ncbi.nlm.nih.gov/pubmed/?term=25463665; https://www.ncbi.nlm.nih.gov/pubmed/?term=25575303; https://www.ncbi.nlm.nih.gov/pubmed/?term=25597488; https://www.ncbi.nlm.nih.gov/pubmed/?term=25635907; https://www.ncbi.nlm.nih.gov/pubmed/?term=25837411; https://www.ncbi.nlm.nih.gov/pubmed/?term=26074379; https://www.ncbi.nlm.nih.gov/pubmed/?term=26341650; https://www.ncbi.nlm.nih.gov/pubmed/?term=26342977; https://www.ncbi.nlm.nih.gov/pubmed/?term=26360883; https://www.ncbi.nlm.nih.gov/pubmed/?term=26985698; https://www.ncbi.nlm.nih.gov/pubmed/?term=27830402; https://www.ncbi.nlm.nih.gov/pubmed/?term=28097460; https://www.ncbi.nlm.nih.gov/pubmed/?term=28339214; https://www.ncbi.nlm.nih.gov/pubmed/?term=28660021; https://www.ncbi.nlm.nih.gov/pubmed/?term=28708465; https://www.ncbi.nlm.nih.gov/pubmed/?term=2994719; https://www.ncbi.nlm.nih.gov/pubmed/?term=3426231; https://www.ncbi.nlm.nih.gov/pubmed/?term=9878712; https://www.ncbi.nlm.nih.gov/pubmed/?term=8573592; https://www.ncbi.nlm.nih.gov/pubmed/?term=6860791; https://www.ncbi.nlm.nih.gov/pubmed/?term=11421814; https://www.ncbi.nlm.nih.gov/pubmed/?term=7039683; https://www.ncbi.nlm.nih.gov/pubmed/?term=14670598; https://www.ncbi.nlm.nih.gov/pubmed/?term=12914922; https://www.ncbi.nlm.nih.gov/pubmed/?term=17931954; https://www.ncbi.nlm.nih.gov/pubmed/?term=19038229; https://www.ncbi.nlm.nih.gov/pubmed/?term=21167537; https://www.ncbi.nlm.nih.gov/pubmed/?term=8040; https://www.ncbi.nlm.nih.gov/pubmed/?term=2862915	335
