EC_Number	Systematic_name	Recommended_name	UniProt	Organism	Commentary	Literature(PubmedID)	Ref
3.2.1.80	beta-D-fructan fructohydrolase	fructan beta-fructosidase		Burkholderia cepacia ATCC 25416	FRENDA	17493828	411
3.2.1.80	beta-D-fructan fructohydrolase	fructan beta-fructosidase		Bursaphelenchus	AMENDA reliability +	24690293	412
3.2.1.80	beta-D-fructan fructohydrolase	fructan beta-fructosidase		Bursaphelenchus xylophilus	FRENDA	29093477	413
3.2.1.80	beta-D-fructan fructohydrolase	fructan beta-fructosidase		Bursaphelenchus xylophilus	AMENDA reliability +	18460801; 24690293; 27641827	414
3.2.1.80	beta-D-fructan fructohydrolase	fructan beta-fructosidase		Buttiauxella	FRENDA	25150536	415
3.2.1.80	beta-D-fructan fructohydrolase	fructan beta-fructosidase		Butyrivibrio fibrisolvens	FRENDA	17074899	416
3.2.1.80	beta-D-fructan fructohydrolase	fructan beta-fructosidase		Caecomyces communis	FRENDA	16348244	417
3.2.1.80	beta-D-fructan fructohydrolase	fructan beta-fructosidase		Caecomyces communis	AMENDA reliability +	9765806	418
3.2.1.80	beta-D-fructan fructohydrolase	fructan beta-fructosidase		Caecum	AMENDA reliability +	24797613	419
3.2.1.80	beta-D-fructan fructohydrolase	fructan beta-fructosidase		Caenorhabditis elegans	FRENDA	17594485; 20349118	420
3.2.1.80	beta-D-fructan fructohydrolase	fructan beta-fructosidase		Caldanaerobacter hydrothermalis	AMENDA reliability +	25317205	421
3.2.1.80	beta-D-fructan fructohydrolase	fructan beta-fructosidase		Caldanaerobius polysaccharolyticus	FRENDA	24278284; 20562312	422
3.2.1.80	beta-D-fructan fructohydrolase	fructan beta-fructosidase		Caldanaerobius polysaccharolyticus	AMENDA reliability +	28710263	423
3.2.1.80	beta-D-fructan fructohydrolase	fructan beta-fructosidase		Caldicellulosiruptor	FRENDA	25799047; 26253670; 27379062	424
3.2.1.80	beta-D-fructan fructohydrolase	fructan beta-fructosidase		Caldicellulosiruptor	AMENDA reliability +	22138994; 25317205; 15210353; 21216991; 26837217; 28838949; 19787349; 20971878	425
3.2.1.80	beta-D-fructan fructohydrolase	fructan beta-fructosidase		Caldicellulosiruptor	AMENDA reliability +++	25576604	426
3.2.1.80	beta-D-fructan fructohydrolase	fructan beta-fructosidase		Caldicellulosiruptor bescii	FRENDA	24357319; 24358340; 22247178; 24278284; 25317205; 25799047; 28019666; 21216991; 22921519; 26253670; 27258548; 24466756	427
3.2.1.80	beta-D-fructan fructohydrolase	fructan beta-fructosidase		Caldicellulosiruptor bescii	AMENDA reliability +	22843537; 25819971; 28479043	428
3.2.1.80	beta-D-fructan fructohydrolase	fructan beta-fructosidase		Caldicellulosiruptor hydrothermalis	FRENDA	21216991	429
3.2.1.80	beta-D-fructan fructohydrolase	fructan beta-fructosidase		Caldicellulosiruptor kristjanssonii	FRENDA	21216991	430
3.2.1.80	beta-D-fructan fructohydrolase	fructan beta-fructosidase		Caldicellulosiruptor kronotskyensis	AMENDA reliability +	26899227	431
3.2.1.80	beta-D-fructan fructohydrolase	fructan beta-fructosidase		Caldicellulosiruptor kronotskyensis	FRENDA	21216991; 26253670; 20971878	432
3.2.1.80	beta-D-fructan fructohydrolase	fructan beta-fructosidase		Caldicellulosiruptor lactoaceticus	AMENDA reliability +	25184498	433
3.2.1.80	beta-D-fructan fructohydrolase	fructan beta-fructosidase		Caldicellulosiruptor lactoaceticus	FRENDA	21216991; 20971878	434
3.2.1.80	beta-D-fructan fructohydrolase	fructan beta-fructosidase		Caldicellulosiruptor lactoaceticus 6A	FRENDA	25184498	435
3.2.1.80	beta-D-fructan fructohydrolase	fructan beta-fructosidase		Caldicellulosiruptor owensensis	FRENDA	21216991	436
3.2.1.80	beta-D-fructan fructohydrolase	fructan beta-fructosidase		Caldicellulosiruptor owensensis	AMENDA reliability +	29236500	437
3.2.1.80	beta-D-fructan fructohydrolase	fructan beta-fructosidase		Caldicellulosiruptor owensensis	AMENDA reliability +++	27141233	438
3.2.1.80	beta-D-fructan fructohydrolase	fructan beta-fructosidase		Caldicellulosiruptor saccharolyticus	FRENDA	22138994; 20477891; 20971878	439
3.2.1.80	beta-D-fructan fructohydrolase	fructan beta-fructosidase		Caldicellulosiruptor saccharolyticus	AMENDA reliability +	26253670; 19662397; 19458916; 24255995; 21337327	440
3.2.1.80	beta-D-fructan fructohydrolase	fructan beta-fructosidase		Caldivirga maquilingensis IC-167	AMENDA reliability +++	27582034; 28703279	441
3.2.1.80	beta-D-fructan fructohydrolase	fructan beta-fructosidase		Calkinsia aureus	AMENDA reliability +	17345128	442
3.2.1.80	beta-D-fructan fructohydrolase	fructan beta-fructosidase		Calloplesiops altivelis	FRENDA	16603823	443
3.2.1.80	beta-D-fructan fructohydrolase	fructan beta-fructosidase		Callosobruchus maculatus	AMENDA reliability +	28854242	444
3.2.1.80	beta-D-fructan fructohydrolase	fructan beta-fructosidase		Calotropis procera	FRENDA	100059163	445
3.2.1.80	beta-D-fructan fructohydrolase	fructan beta-fructosidase		Camellia sinensis	FRENDA	100004506; 24753293	446
3.2.1.80	beta-D-fructan fructohydrolase	fructan beta-fructosidase		Campanula rapunculoides	AMENDA reliability +	100104469	447
3.2.1.80	beta-D-fructan fructohydrolase	fructan beta-fructosidase		Campylobacter sp. BCW_6873	FRENDA	18310439; 18665359	448
3.2.1.80	beta-D-fructan fructohydrolase	fructan beta-fructosidase		Campylobacter sp. BCW_6873	AMENDA reliability +	17090926; 22941084	449
3.2.1.80	beta-D-fructan fructohydrolase	fructan beta-fructosidase		Canavalia ensiformis	FRENDA	25658064	450
3.2.1.80	beta-D-fructan fructohydrolase	fructan beta-fructosidase		Candida albicans	FRENDA	21674664; 15470094; 17230583; 26481444; 18802694	451
3.2.1.80	beta-D-fructan fructohydrolase	fructan beta-fructosidase		Candida apicola	AMENDA reliability +	22336744	452
3.2.1.80	beta-D-fructan fructohydrolase	fructan beta-fructosidase		Candida boidinii	FRENDA	15519295; 22336744	453
3.2.1.80	beta-D-fructan fructohydrolase	fructan beta-fructosidase		Candida glabrata	FRENDA	15470094	454
3.2.1.80	beta-D-fructan fructohydrolase	fructan beta-fructosidase		Candida kutaonensis	FRENDA	22622836	455
3.2.1.80	beta-D-fructan fructohydrolase	fructan beta-fructosidase		Candida kutaonensis	AMENDA reliability +	23743955; 100022091	456
3.2.1.80	beta-D-fructan fructohydrolase	fructan beta-fructosidase		Candidatus Parcubacteria	FRENDA	28865481	457
3.2.1.80	beta-D-fructan fructohydrolase	fructan beta-fructosidase		Candidatus Poribacteria	FRENDA	23842652	458
3.2.1.80	beta-D-fructan fructohydrolase	fructan beta-fructosidase		Capra hircus	FRENDA	27821068	459
3.2.1.80	beta-D-fructan fructohydrolase	fructan beta-fructosidase		Carboxydocella	AMENDA reliability +	25512632	460
3.2.1.80	beta-D-fructan fructohydrolase	fructan beta-fructosidase		Carex formosensis	FRENDA	29166641	461
3.2.1.80	beta-D-fructan fructohydrolase	fructan beta-fructosidase		Carnivora	FRENDA	22006317	462
3.2.1.80	beta-D-fructan fructohydrolase	fructan beta-fructosidase		Carphalea obovata	FRENDA	25921788; 26442003	463
3.2.1.80	beta-D-fructan fructohydrolase	fructan beta-fructosidase		Catenovulum	FRENDA	22990583; 28647525	464
3.2.1.80	beta-D-fructan fructohydrolase	fructan beta-fructosidase		Catenovulum agarivorans	FRENDA	24824021	465
3.2.1.80	beta-D-fructan fructohydrolase	fructan beta-fructosidase		Catenovulum agarivorans DS-2	FRENDA	27832307	466
3.2.1.80	beta-D-fructan fructohydrolase	fructan beta-fructosidase		Catenovulum agarivorans YM01T	FRENDA	24824021	467
3.2.1.80	beta-D-fructan fructohydrolase	fructan beta-fructosidase		Catenovulum sp.	FRENDA	28647525	468
3.2.1.80	beta-D-fructan fructohydrolase	fructan beta-fructosidase		Caudovirales	FRENDA	27242758	469
3.2.1.80	beta-D-fructan fructohydrolase	fructan beta-fructosidase		Cauliflower mosaic virus	FRENDA	17615411	470
3.2.1.80	beta-D-fructan fructohydrolase	fructan beta-fructosidase		Caulobacter vibrioides	AMENDA reliability +	23054825	471
3.2.1.80	beta-D-fructan fructohydrolase	fructan beta-fructosidase		Caulobacterales	FRENDA	25028422	472
3.2.1.80	beta-D-fructan fructohydrolase	fructan beta-fructosidase		Cavia porcellus	FRENDA	12634058	473
3.2.1.80	beta-D-fructan fructohydrolase	fructan beta-fructosidase		Cellulomonas biazotea	AMENDA reliability +++	22138482	474
3.2.1.80	beta-D-fructan fructohydrolase	fructan beta-fructosidase		Cellulomonas biazotea	AMENDA reliability +	29155329	475
3.2.1.80	beta-D-fructan fructohydrolase	fructan beta-fructosidase		Cellulomonas fimi	FRENDA	12581217; 17547373; 25533455; 23816041; 10767281; 10930426; 15078885	476
3.2.1.80	beta-D-fructan fructohydrolase	fructan beta-fructosidase		Cellulomonas fimi	AMENDA reliability +	22112512; 25225266; 16717424; 20136145; 15999223; 20426480	477
3.2.1.80	beta-D-fructan fructohydrolase	fructan beta-fructosidase		Cellulomonas fimi ATCC 484	FRENDA	25225266	478
3.2.1.80	beta-D-fructan fructohydrolase	fructan beta-fructosidase		Cellulomonas gilvus	FRENDA	16646954; 20678539	479
3.2.1.80	beta-D-fructan fructohydrolase	fructan beta-fructosidase		Cellulomonas uda	FRENDA	11911471	480
3.2.1.80	beta-D-fructan fructohydrolase	fructan beta-fructosidase		Cellulomonas uda	AMENDA reliability +	20208178	481
3.2.1.80	beta-D-fructan fructohydrolase	fructan beta-fructosidase		Cellulophaga	FRENDA	28962879	482
3.2.1.80	beta-D-fructan fructohydrolase	fructan beta-fructosidase		Cellulosimicrobium	FRENDA	18027102; 18027102	483
3.2.1.80	beta-D-fructan fructohydrolase	fructan beta-fructosidase		Cellulosimicrobium cellulans	AMENDA reliability +	24908422	484
3.2.1.80	beta-D-fructan fructohydrolase	fructan beta-fructosidase		Cellulosimicrobium cellulans	FRENDA	26347949; 21979581; 29246508	485
3.2.1.80	beta-D-fructan fructohydrolase	fructan beta-fructosidase		Cellulosimicrobium cellulans CKMX1	FRENDA	24908422	486
3.2.1.80	beta-D-fructan fructohydrolase	fructan beta-fructosidase		Cellulosimicrobium cellulans DK-1	AMENDA reliability +	21979581	487
3.2.1.80	beta-D-fructan fructohydrolase	fructan beta-fructosidase		Cellulosimicrobium sp.	AMENDA reliability +	22112951	488
3.2.1.80	beta-D-fructan fructohydrolase	fructan beta-fructosidase		Cellvibrio	FRENDA	22814498; 12523937; 29052930	489
3.2.1.80	beta-D-fructan fructohydrolase	fructan beta-fructosidase		Cellvibrio japonicus	FRENDA	26929175; 27872187; 14747991; 19441796; 11382747; 12169619; 18799462; 11064195; 20426480	490
3.2.1.80	beta-D-fructan fructohydrolase	fructan beta-fructosidase		Cellvibrio japonicus	AMENDA reliability +	11535122; 21426303; 10767281; 15999223; 12107129; 12523937; 23132856	491
3.2.1.80	beta-D-fructan fructohydrolase	fructan beta-fructosidase		Cellvibrio japonicus	AMENDA reliability +++	22961810; 11535121; 29052930	492
3.2.1.80	beta-D-fructan fructohydrolase	fructan beta-fructosidase		Cellvibrio mixtus	FRENDA	12655456; 25994900	493
3.2.1.80	beta-D-fructan fructohydrolase	fructan beta-fructosidase		Cellvibrio mixtus	AMENDA reliability +	17005007; 12169619; 15014076	494
3.2.1.80	beta-D-fructan fructohydrolase	fructan beta-fructosidase		Cellvibrio sp.	FRENDA	22814498	495
3.2.1.80	beta-D-fructan fructohydrolase	fructan beta-fructosidase		Cenchrus americanus	FRENDA	19459708	496
3.2.1.80	beta-D-fructan fructohydrolase	fructan beta-fructosidase		Ceraceosorus bombacis	FRENDA	26314305	497
3.2.1.80	beta-D-fructan fructohydrolase	fructan beta-fructosidase		Cerambycidae	FRENDA	26319402	498
3.2.1.80	beta-D-fructan fructohydrolase	fructan beta-fructosidase		Cerambycidae	AMENDA reliability +	24657889	499
3.2.1.80	beta-D-fructan fructohydrolase	fructan beta-fructosidase		Ceramiopsis gestroi	FRENDA	27790186	500
3.2.1.80	beta-D-fructan fructohydrolase	fructan beta-fructosidase		Ceratocystidaceae	FRENDA	26643441	501
3.2.1.80	beta-D-fructan fructohydrolase	fructan beta-fructosidase		Ceratocystis	FRENDA	26643441	502
3.2.1.80	beta-D-fructan fructohydrolase	fructan beta-fructosidase		Ceratocystis albifundus	FRENDA	26643441	503
3.2.1.80	beta-D-fructan fructohydrolase	fructan beta-fructosidase		Ceratocystis fimbriata	FRENDA	26643441	504
3.2.1.80	beta-D-fructan fructohydrolase	fructan beta-fructosidase		Ceratocystis manginecans	FRENDA	26643441	505
3.2.1.80	beta-D-fructan fructohydrolase	fructan beta-fructosidase		Ceratonia siliqua	FRENDA	22562994; 27193267; 24327260; 11064195; 23064345	506
3.2.1.80	beta-D-fructan fructohydrolase	fructan beta-fructosidase		Cerebratulus lacteus	FRENDA	12530528	507
3.2.1.80	beta-D-fructan fructohydrolase	fructan beta-fructosidase		Cetobacterium	FRENDA	28871246	508
3.2.1.80	beta-D-fructan fructohydrolase	fructan beta-fructosidase		Chaetomium globosum	FRENDA	25936375	509
3.2.1.80	beta-D-fructan fructohydrolase	fructan beta-fructosidase		Chaetomium globosum	AMENDA reliability +	27854040; 27854040	510
3.2.1.80	beta-D-fructan fructohydrolase	fructan beta-fructosidase		Chaetomium thermophilum	AMENDA reliability +	28479293; 28528790	511
3.2.1.80	beta-D-fructan fructohydrolase	fructan beta-fructosidase		Chalcidoidea	FRENDA	26715630	512
3.2.1.80	beta-D-fructan fructohydrolase	fructan beta-fructosidase		Chilo suppressalis	FRENDA	27080989	513
3.2.1.80	beta-D-fructan fructohydrolase	fructan beta-fructosidase		Chitinolyticbacter meiyuanensis	FRENDA	27240345	514
3.2.1.80	beta-D-fructan fructohydrolase	fructan beta-fructosidase		Chitinophaga caeni	FRENDA	15618227; 21177247	515
3.2.1.80	beta-D-fructan fructohydrolase	fructan beta-fructosidase		Chitinophaga pinensis	AMENDA reliability +++	26448175	516
3.2.1.80	beta-D-fructan fructohydrolase	fructan beta-fructosidase		Chlamydomonas	FRENDA	17466346	517
3.2.1.80	beta-D-fructan fructohydrolase	fructan beta-fructosidase		Chlamys nipponensis	FRENDA	25526193	518
3.2.1.80	beta-D-fructan fructohydrolase	fructan beta-fructosidase		Chlorella	FRENDA	11021991	519
3.2.1.80	beta-D-fructan fructohydrolase	fructan beta-fructosidase		Chlorella virus	FRENDA	24039705	520
3.2.1.80	beta-D-fructan fructohydrolase	fructan beta-fructosidase		Chloroflexi	FRENDA	23894306; 21724886; 24983351	521
3.2.1.80	beta-D-fructan fructohydrolase	fructan beta-fructosidase		Chlorophyta	FRENDA	24407291	522
3.2.1.80	beta-D-fructan fructohydrolase	fructan beta-fructosidase		Chondrichthyes	AMENDA reliability ++	12086179	523
3.2.1.80	beta-D-fructan fructohydrolase	fructan beta-fructosidase		Chondrichthyes	FRENDA	26362922; 28871246; 17345128	524
3.2.1.80	beta-D-fructan fructohydrolase	fructan beta-fructosidase		Chondrostereum purpureum	FRENDA	20208362	525
3.2.1.80	beta-D-fructan fructohydrolase	fructan beta-fructosidase		Chromohalobacter thailandensis	FRENDA	29166641	526
3.2.1.80	beta-D-fructan fructohydrolase	fructan beta-fructosidase		Chryseobacterium	FRENDA	29205864; 24842809	527
3.2.1.80	beta-D-fructan fructohydrolase	fructan beta-fructosidase		Chrysolaena obovata	FRENDA	25921788; 26442003	528
3.2.1.80	beta-D-fructan fructohydrolase	fructan beta-fructosidase		Chrysomelinae	AMENDA reliability +	28854242	529
3.2.1.80	beta-D-fructan fructohydrolase	fructan beta-fructosidase		Chrysomeloidea	FRENDA	23698014	530
3.2.1.80	beta-D-fructan fructohydrolase	fructan beta-fructosidase		Chrysosporium	FRENDA	22937793; 25752603	531
3.2.1.80	beta-D-fructan fructohydrolase	fructan beta-fructosidase		Chrysosporium lucknowense	AMENDA reliability +	22112956	532
3.2.1.80	beta-D-fructan fructohydrolase	fructan beta-fructosidase		Chrysosporium lucknowense	FRENDA	22429400	533
3.2.1.80	beta-D-fructan fructohydrolase	fructan beta-fructosidase		Chrysosporium lucknowense C1	FRENDA	22112956	534
3.2.1.80	beta-D-fructan fructohydrolase	fructan beta-fructosidase		Chrysosporium lucknowense C1	AMENDA reliability +	22429400	535
3.2.1.80	beta-D-fructan fructohydrolase	fructan beta-fructosidase		Chytridiomycota	AMENDA reliability +	23166747	536
3.2.1.80	beta-D-fructan fructohydrolase	fructan beta-fructosidase		Cichorium	AMENDA reliability ++	15133058	537
3.2.1.80	beta-D-fructan fructohydrolase	fructan beta-fructosidase		Cichorium intybus	Belgian endive	11457968	538
3.2.1.80	beta-D-fructan fructohydrolase	fructan beta-fructosidase		Cichorium intybus		0; 14993690; 11115126; 15501176; 17888113	539
3.2.1.80	beta-D-fructan fructohydrolase	fructan beta-fructosidase		Cichorium intybus	AMENDA reliability ++++	15133058; 11457968; 15659099; 17335500; 17888113	540
3.2.1.80	beta-D-fructan fructohydrolase	fructan beta-fructosidase		Cichorium intybus	AMENDA reliability ++	17191477; 25522837; 14993690; 17873089	541
3.2.1.80	beta-D-fructan fructohydrolase	fructan beta-fructosidase		Cichorium intybus	FRENDA	28452060; 22577185; 22795678; 24129393; 25847760; 8742337; 16449376; 19127444; 19037899; 26773563; 23559042; 24031804	542
3.2.1.80	beta-D-fructan fructohydrolase	fructan beta-fructosidase		Cichorium intybus	AMENDA reliability ++	19563442; 25824595	543
3.2.1.80	beta-D-fructan fructohydrolase	fructan beta-fructosidase		Cichorium intybus	AMENDA reliability +++	11115126; 18331426; 12806168; 26157446	544
3.2.1.80	beta-D-fructan fructohydrolase	fructan beta-fructosidase		Cichorium intybus	AMENDA reliability +	19129163; 18567893; 28922763	545
3.2.1.80	beta-D-fructan fructohydrolase	fructan beta-fructosidase	Q93X60	Cichorium intybus		15133058	546
3.2.1.80	beta-D-fructan fructohydrolase	fructan beta-fructosidase	Q93X60	Cichorium intybus	isoenzyme 1-FEH IIa	15659099	547
3.2.1.80	beta-D-fructan fructohydrolase	fructan beta-fructosidase	Q93X60	Cichorium intybus	precursor	17335500; 17888113; 18331426	548
3.2.1.80	beta-D-fructan fructohydrolase	fructan beta-fructosidase		Cipangopaludina chinensis	FRENDA	26921188	549
3.2.1.80	beta-D-fructan fructohydrolase	fructan beta-fructosidase		Citrobacter	FRENDA	25150536	550
3.2.1.80	beta-D-fructan fructohydrolase	fructan beta-fructosidase		Citrobacter	AMENDA reliability +	26820976	551
3.2.1.80	beta-D-fructan fructohydrolase	fructan beta-fructosidase		Citrus	AMENDA reliability +	29287324; 17936784	552
3.2.1.80	beta-D-fructan fructohydrolase	fructan beta-fructosidase		Citrus	FRENDA	25595763; 16820683; 24584459	553
3.2.1.80	beta-D-fructan fructohydrolase	fructan beta-fructosidase		Cladophora	FRENDA	16759230	554
3.2.1.80	beta-D-fructan fructohydrolase	fructan beta-fructosidase		Clonostachys rosea	AMENDA reliability +	25881898	555
3.2.1.80	beta-D-fructan fructohydrolase	fructan beta-fructosidase		Clostridia	FRENDA	25129234; 26813023; 18469123	556
3.2.1.80	beta-D-fructan fructohydrolase	fructan beta-fructosidase		Clostridiales	FRENDA	28091525	557
3.2.1.80	beta-D-fructan fructohydrolase	fructan beta-fructosidase		Clostridioides difficile	AMENDA reliability +	29083543	558
3.2.1.80	beta-D-fructan fructohydrolase	fructan beta-fructosidase		Clostridioides difficile 630	FRENDA	24051416	559
3.2.1.80	beta-D-fructan fructohydrolase	fructan beta-fructosidase		Clostridium	FRENDA	22006317; 25388295; 24797613; 25228469; 15336405; 25564206; 24532065	560
3.2.1.80	beta-D-fructan fructohydrolase	fructan beta-fructosidase		Clostridium acetobutylicum	AMENDA reliability +	22446850; 19915043	561
3.2.1.80	beta-D-fructan fructohydrolase	fructan beta-fructosidase		Clostridium acetobutylicum	FRENDA	15345405; 12571006	562
3.2.1.80	beta-D-fructan fructohydrolase	fructan beta-fructosidase		Clostridium acetobutylicum ATCC 824	FRENDA	15345405	563
3.2.1.80	beta-D-fructan fructohydrolase	fructan beta-fructosidase		Clostridium acetobutylicum ATCC 824	AMENDA reliability +	19915043; 12571006; 26249707	564
3.2.1.80	beta-D-fructan fructohydrolase	fructan beta-fructosidase		Clostridium beijerinckii G117	FRENDA	25564206	565
3.2.1.80	beta-D-fructan fructohydrolase	fructan beta-fructosidase		Clostridium butyricum	FRENDA	25653214	566
3.2.1.80	beta-D-fructan fructohydrolase	fructan beta-fructosidase		Clostridium cellulosi	AMENDA reliability +	29617128	567
3.2.1.80	beta-D-fructan fructohydrolase	fructan beta-fructosidase		Clostridium cellulosi	FRENDA	27379062; 24532065	568
3.2.1.80	beta-D-fructan fructohydrolase	fructan beta-fructosidase		Clostridium cellulovorans	AMENDA reliability +	12450866	569
3.2.1.80	beta-D-fructan fructohydrolase	fructan beta-fructosidase		Clostridium cellulovorans	FRENDA	25659626; 29400321; 12571006	570
3.2.1.80	beta-D-fructan fructohydrolase	fructan beta-fructosidase		Clostridium cellulovorans 743B	FRENDA	29400321	571
3.2.1.80	beta-D-fructan fructohydrolase	fructan beta-fructosidase		Clostridium paraputrificum M-21	FRENDA	12466882	572
3.2.1.80	beta-D-fructan fructohydrolase	fructan beta-fructosidase		Clostridium perfringens	FRENDA	26663202; 18602403; 21905105; 21912839; 22479408; 11841232; 16212961; 16141207; 15618227; 18559962; 19502354; 23816041; 24674022; 17850114	573
3.2.1.80	beta-D-fructan fructohydrolase	fructan beta-fructosidase		Clostridium perfringens	AMENDA reliability +	24573682; 26813023; 19422833; 22090394; 18292090; 16541109; 21388958; 21177247; 27926788; 16511172; 17999932; 19636812; 27038508; 28158290	574
3.2.1.80	beta-D-fructan fructohydrolase	fructan beta-fructosidase		Clostridium perfringens A	FRENDA	18559962	575
3.2.1.80	beta-D-fructan fructohydrolase	fructan beta-fructosidase		Clostridium perfringens ATCC 10543	FRENDA	15618227	576
3.2.1.80	beta-D-fructan fructohydrolase	fructan beta-fructosidase		Clostridium perfringens ATCC 13124	AMENDA reliability +	21905105	577
3.2.1.80	beta-D-fructan fructohydrolase	fructan beta-fructosidase		Clostridium perfringens ATCC 13124	FRENDA	26663202; 27422836	578
3.2.1.80	beta-D-fructan fructohydrolase	fructan beta-fructosidase		Clostridium perfringens type A	FRENDA	24674022	579
3.2.1.80	beta-D-fructan fructohydrolase	fructan beta-fructosidase		Clostridium sp.	FRENDA	28647525	580
3.2.1.80	beta-D-fructan fructohydrolase	fructan beta-fructosidase		Cobetia marina	AMENDA reliability +	22829309	581
3.2.1.80	beta-D-fructan fructohydrolase	fructan beta-fructosidase		Coffea	FRENDA	21919440	582
3.2.1.80	beta-D-fructan fructohydrolase	fructan beta-fructosidase		Coffea	AMENDA reliability +	25644118	583
3.2.1.80	beta-D-fructan fructohydrolase	fructan beta-fructosidase		Cohnella	FRENDA	29166641; 26245684	584
3.2.1.80	beta-D-fructan fructohydrolase	fructan beta-fructosidase		Cohnella sp.	AMENDA reliability +	29166641	585
3.2.1.80	beta-D-fructan fructohydrolase	fructan beta-fructosidase		Coleoptera	FRENDA	23698014; 26319402; 16684504; 24799680; 24657889; 24718603	586
3.2.1.80	beta-D-fructan fructohydrolase	fructan beta-fructosidase		Coleoptera	AMENDA reliability +	28854242	587
3.2.1.80	beta-D-fructan fructohydrolase	fructan beta-fructosidase		Collariella gracilis	AMENDA reliability +	16473771	588
3.2.1.80	beta-D-fructan fructohydrolase	fructan beta-fructosidase		Colletotrichum graminicola	FRENDA	22142722	589
3.2.1.80	beta-D-fructan fructohydrolase	fructan beta-fructosidase		Coniferophyta	AMENDA reliability +	28648176	590
3.2.1.80	beta-D-fructan fructohydrolase	fructan beta-fructosidase		Coniferophyta	FRENDA	24570006	591
3.2.1.80	beta-D-fructan fructohydrolase	fructan beta-fructosidase		Coniophora puteana	AMENDA reliability +++	100070969	592
3.2.1.80	beta-D-fructan fructohydrolase	fructan beta-fructosidase		Coprinopsis	FRENDA	22429290	593
3.2.1.80	beta-D-fructan fructohydrolase	fructan beta-fructosidase		Coprinopsis cinerea	FRENDA	21307589	594
3.2.1.80	beta-D-fructan fructohydrolase	fructan beta-fructosidase		Coprinopsis cinerea	AMENDA reliability +	22429290; 27589854; 19502758	595
3.2.1.80	beta-D-fructan fructohydrolase	fructan beta-fructosidase		Coprinopsis cinerea	AMENDA reliability +++	19194005; 20148970; 19129654; 23711369	596
3.2.1.80	beta-D-fructan fructohydrolase	fructan beta-fructosidase		Coptis japonica	FRENDA	19454320; 19266619; 19416701	597
3.2.1.80	beta-D-fructan fructohydrolase	fructan beta-fructosidase		Coptotermes	FRENDA	12530528	598
3.2.1.80	beta-D-fructan fructohydrolase	fructan beta-fructosidase		Coptotermes curvignathus	AMENDA reliability +++	28573450	599
3.2.1.80	beta-D-fructan fructohydrolase	fructan beta-fructosidase		Coptotermes formosanus	FRENDA	12440775; 12044494; 22243654	600
3.2.1.80	beta-D-fructan fructohydrolase	fructan beta-fructosidase		Coptotermes gestroi	FRENDA	27790186	601
3.2.1.80	beta-D-fructan fructohydrolase	fructan beta-fructosidase		Coptotermes gestroi	AMENDA reliability +	23917163	602
3.2.1.80	beta-D-fructan fructohydrolase	fructan beta-fructosidase		Coptotermes lacteus	FRENDA	12530528	603
3.2.1.80	beta-D-fructan fructohydrolase	fructan beta-fructosidase		Corallococcus	FRENDA	28625980	604
3.2.1.80	beta-D-fructan fructohydrolase	fructan beta-fructosidase		Corallococcus sp.	AMENDA reliability +	28625980	605
3.2.1.80	beta-D-fructan fructohydrolase	fructan beta-fructosidase		Corallococcus sp.	FRENDA	28757427	606
3.2.1.80	beta-D-fructan fructohydrolase	fructan beta-fructosidase		Corbicula japonica	FRENDA	19454320	607
3.2.1.80	beta-D-fructan fructohydrolase	fructan beta-fructosidase		Corbicula japonica	AMENDA reliability +++	19266619; 19416701	608
3.2.1.80	beta-D-fructan fructohydrolase	fructan beta-fructosidase		Coriaria	AMENDA reliability +	16753927	609
3.2.1.80	beta-D-fructan fructohydrolase	fructan beta-fructosidase		Corynebacteriales	FRENDA	25341489	610
3.2.1.80	beta-D-fructan fructohydrolase	fructan beta-fructosidase		Corynebacterium	FRENDA	26549237	611
3.2.1.80	beta-D-fructan fructohydrolase	fructan beta-fructosidase		Corynebacterium pseudotuberculosis	FRENDA	27821068	612
3.2.1.80	beta-D-fructan fructohydrolase	fructan beta-fructosidase		Cotyledon	FRENDA	16891302	613
3.2.1.80	beta-D-fructan fructohydrolase	fructan beta-fructosidase		Crassostrea gigas	FRENDA	17608806; 20868765	614
3.2.1.80	beta-D-fructan fructohydrolase	fructan beta-fructosidase		Crenarchaeota	FRENDA	22154063	615
3.2.1.80	beta-D-fructan fructohydrolase	fructan beta-fructosidase		Cricetinae	AMENDA reliability +	7391	616
3.2.1.80	beta-D-fructan fructohydrolase	fructan beta-fructosidase		Cronobacter sakazakii	FRENDA	25653214	617
3.2.1.80	beta-D-fructan fructohydrolase	fructan beta-fructosidase		Crustacea	FRENDA	27548813	618
3.2.1.80	beta-D-fructan fructohydrolase	fructan beta-fructosidase		Cryptococcus	FRENDA	15063191	619
3.2.1.80	beta-D-fructan fructohydrolase	fructan beta-fructosidase		Cryptopygus antarcticus	AMENDA reliability +	23989150	620
3.2.1.80	beta-D-fructan fructohydrolase	fructan beta-fructosidase		Cryptopygus antarcticus	FRENDA	18579426	621
3.2.1.80	beta-D-fructan fructohydrolase	fructan beta-fructosidase		Cryptostegia grandiflora	FRENDA	100059163	622
3.2.1.80	beta-D-fructan fructohydrolase	fructan beta-fructosidase		Ctenopharyngodon idella	FRENDA	26362922; 28871246	623
3.2.1.80	beta-D-fructan fructohydrolase	fructan beta-fructosidase		Cucumber necrosis virus	FRENDA	26157446	624
