Commentary	Ref	Literature(PubmedID)	Inhibitor	value
pH 7.4, 37°C, recombinant CES1	2709	19761868	(5Z,8Z,11Z,14Z)-eicosatetraenoic acid	0.002
intestinal carboxylesterase, pH and temperature not specified in the publication	2709	21105730	3-methyl-N-[3-[oxo(pyridin-2-yl)acetyl]phenyl]butanamide	0.0023
intestinal carboxylesterase, pH and temperature not specified in the publication	2709	21105730	N-[3-[oxo(pyridin-2-yl)acetyl]phenyl]butanamide	0.0024
intestinal carboxylesterase, pH and temperature not specified in the publication	2709	21105730	2-methyl-N-[3-[oxo(pyridin-2-yl)acetyl]phenyl]propanamide	0.0025
intestinal carboxylesterase, pH and temperature not specified in the publication	2709	21105730	2,2-dimethyl-N-[3-[oxo(pyridin-2-yl)acetyl]phenyl]propanamide	0.0033
versus substrate 4-nitrophenyl acetate	2709	20097249	olanzapine	0.00338
versus substrate 4-nitrophenyl acetate	2709	20097249	haloperidol	0.00359
versus substrate 4-nitrophenyl acetate	2709	20097249	imipramine	0.00372
versus substrate 4-nitrophenyl acetate	2709	20097249	n-desmethylclozapine	0.00399
versus substrate 4-nitrophenyl acetate	2709	20097249	11-piperazin-1-yl-dibenzo[b,f][1,4]thiazepine	0.00402
versus substrate 4-nitrophenyl acetate	2709	20097249	atomoxetine	0.00407
versus substrate 4-nitrophenyl acetate	2709	20097249	clozapine	0.00409
versus substrate 4-nitrophenyl acetate	2709	20097249	ziprasidone	0.00413
versus substrate 4-nitrophenyl acetate	2709	20097249	quetiapine	0.00415
versus substrate 4-nitrophenyl acetate	2709	20097249	perphenazine	0.00486
versus substrate 4-nitrophenyl acetate	2709	20097249	thioridazine	0.00515
versus substrate 4-nitrophenyl acetate	2709	20097249	fluoxetine	0.00521
versus substrate 4-nitrophenyl acetate	2709	20097249	aripiprazole	0.00524
pH 7.4, 37°C, recombinant CES1	2709	19761868	(10Z)-hexadecenoic acid	0.007
pH 7.4, 37°C, recombinant CES1	2709	19761868	(9Z)-octadecenoic acid	0.007
intestinal carboxylesterase, pH and temperature not specified in the publication	2709	21105730	N-[3-[oxo(pyridin-2-yl)acetyl]phenyl]acetamide	0.008
pH 7.4, 37°C, recombinant CES1	2709	19761868	24(S),25-epoxycholesterol	0.0081
pH 7.4, 37°C, recombinant CES1	2709	19761868	(9Z,12Z)-octadecadienoic acid	0.009
pH 7.4, 37°C, recombinant CES1	2709	19761868	tetradecanoic acid	0.009
pH 7.4, 37°C, recombinant CES1	2709	19761868	(9Z)-tetradecenoic acid	0.012
pH 7.4, 37°C	2709	23936796	curcumin	0.0124
pH 7.4, 37°C, recombinant CES1	2709	19761868	15-deoxy-DELTA12,14-prostaglandin J2	0.013
pH 7.4, 37°C, recombinant CES1	2709	19761868	(6Z,9Z,12Z)-octadecatrienoic acid	0.019
pH 7.4, 37°C, recombinant CES1	2709	19761868	hexadecanoic acid	0.025
pH 7.4, 37°C, recombinant CES1	2709	19761868	11,12-epoxy-(5Z,8Z,14Z)-eicosatrienoic acid	0.027
pH 7.4, 37°C, recombinant CES1	2709	19761868	14,15-epoxy-(5Z,8Z,11Z)-eicosatrienoic acid	0.038
versus substrate methylphenidate	2709	20097249	thioridazine	0.0583
versus substrate methylphenidate	2709	20097249	fluoxetine	0.0589
versus substrate methylphenidate	2709	20097249	aripiprazole	0.0617
versus substrate methylphenidate	2709	20097249	perphenazine	0.065
isozyme CE2	2709	18372401	prasugrel	0.0765
IC50 above 0.1 mM, isoform CES1-b, in 0.1 M potassium phosphate buffer, pH 7.4, at 37°C; IC50 above 0.1 mM, isoform CES1-c, in 0.1 M potassium phosphate buffer, pH 7.4, at 37°C	2709	21540359	loperamide	0.1
pH 7.4, 37°C, recombinant CES1	2709	19761868	octadecanoic acid	0.1
pH 7.4, 37°C, recombinant CES1	2709	19761868	prostaglandin E2	0.1
pH 7.4, 37°C, recombinant CES1	2709	19761868	prostaglandin F2alpha	0.1
	2710	18762277	chlorpyrifos	2.1E-7
	2710	18762277	Paraoxon	2.9E-7
	2710	19534556	N,N'-9H-fluorene-2,7-diylbis(3,4,5-trifluorobenzenesulfonamide)	7.9E-6
isoform CES2, in 0.1 M potassium phosphate buffer, pH 7.4, at 37°C	2710	21540359	bis(4-nitrophenyl)phosphate	1.04E-5
isoform CES1-b, in 0.1 M potassium phosphate buffer, pH 7.4, at 37°C	2710	21540359	bis(4-nitrophenyl)phosphate	2.36E-5
	2710	19534556	N,N'-9H-fluorene-2,7-diylbis(4-chlorobenzenesulfonamide)	2.52E-5
pH 7.4, 37°C, recombinant CES1	2710	19761868	27-Hydroxycholesterol	3.3E-5
	2710	18762277	Methyl paraoxon	4.9E-5
intestinal carboxylesterase, pH and temperature not specified in the publication	2710	21105730	2,4-dichloro-N-[3-[oxo(pyridin-2-yl)acetyl]phenyl]benzamide	5.4E-5
intestinal carboxylesterase, pH and temperature not specified in the publication	2710	21105730	N-[3-[oxo(pyridin-2-yl)acetyl]phenyl]-2-(thiophen-2-yl)acetamide	5.5E-5
intestinal carboxylesterase, pH and temperature not specified in the publication	2710	21105730	N-[3-[oxo(pyridin-2-yl)acetyl]phenyl]-4-(trifluoromethyl)benzamide	5.9E-5
	2710	19534556	N,N'-9H-fluorene-2,7-diyldibenzenesulfonamide	9.84E-5
	2710	19534556	N,N'-9H-fluorene-2,7-diylbis(3-chlorobenzenesulfonamide)	1.0E-4
intestinal carboxylesterase, pH and temperature not specified in the publication	2710	21105730	4-methyl-N-[3-[oxo(pyridin-2-yl)acetyl]phenyl]benzamide	1.32E-4
intestinal carboxylesterase, pH and temperature not specified in the publication	2710	21105730	3,4-difluoro-N-[3-[oxo(pyridin-2-yl)acetyl]phenyl]benzamide	1.35E-4
	2710	18762277	benzil	1.6E-4
intestinal carboxylesterase, pH and temperature not specified in the publication	2710	21105730	N-[3-[oxo(pyridin-2-yl)acetyl]phenyl]-2-phenoxyacetamide	1.77E-4
intestinal carboxylesterase, pH and temperature not specified in the publication	2710	21105730	4-methoxy-N-[3-[oxo(pyridin-2-yl)acetyl]phenyl]benzamide	2.13E-4
intestinal carboxylesterase, pH and temperature not specified in the publication	2710	21105730	3-chloro-N-[3-[oxo(pyridin-2-yl)acetyl]phenyl]benzamide	2.5E-4
isoform CES2, in 0.1 M potassium phosphate buffer, pH 7.4, at 37°C	2710	21540359	loperamide	2.87E-4
intestinal carboxylesterase, pH and temperature not specified in the publication	2710	21105730	2-(4-methoxyphenyl)-N-[3-[oxo(pyridin-2-yl)acetyl]phenyl]acetamide	3.02E-4
intestinal carboxylesterase, pH and temperature not specified in the publication	2710	21105730	4-fluoro-N-[3-[oxo(pyridin-2-yl)acetyl]phenyl]benzamide	3.26E-4
intestinal carboxylesterase, pH and temperature not specified in the publication	2710	21105730	N-[3-[oxo(pyridin-2-yl)acetyl]phenyl]cyclohexanecarboxamide	3.54E-4
intestinal carboxylesterase, pH and temperature not specified in the publication	2710	21105730	N-[3-[oxo(pyridin-2-yl)acetyl]phenyl]hexanamide	5.4E-4
	2710	19534556	N,N'-9H-fluorene-2,7-diylbis(3-bromobenzenesulfonamide)	5.7E-4
isoform CES1-c, in 0.1 M potassium phosphate buffer, pH 7.4, at 37°C	2710	21540359	bis(4-nitrophenyl)phosphate	7.88E-4
intestinal carboxylesterase, pH and temperature not specified in the publication	2710	21105730	N-[3-[oxo(pyridin-2-yl)acetyl]phenyl]pentanamide	8.68E-4
intestinal carboxylesterase, pH and temperature not specified in the publication	2710	21105730	3,3-dimethyl-N-[3-[oxo(pyridin-2-yl)acetyl]phenyl]butanamide	0.0011
pH 7.4, 37°C, recombinant CES1	2710	19761868	(5Z,8Z,11Z,14Z)-eicosatetraenoic acid	0.002
intestinal carboxylesterase, pH and temperature not specified in the publication	2710	21105730	3-methyl-N-[3-[oxo(pyridin-2-yl)acetyl]phenyl]butanamide	0.0023
intestinal carboxylesterase, pH and temperature not specified in the publication	2710	21105730	N-[3-[oxo(pyridin-2-yl)acetyl]phenyl]butanamide	0.0024
intestinal carboxylesterase, pH and temperature not specified in the publication	2710	21105730	2-methyl-N-[3-[oxo(pyridin-2-yl)acetyl]phenyl]propanamide	0.0025
intestinal carboxylesterase, pH and temperature not specified in the publication	2710	21105730	2,2-dimethyl-N-[3-[oxo(pyridin-2-yl)acetyl]phenyl]propanamide	0.0033
versus substrate 4-nitrophenyl acetate	2710	20097249	olanzapine	0.00338
versus substrate 4-nitrophenyl acetate	2710	20097249	haloperidol	0.00359
versus substrate 4-nitrophenyl acetate	2710	20097249	imipramine	0.00372
versus substrate 4-nitrophenyl acetate	2710	20097249	n-desmethylclozapine	0.00399
versus substrate 4-nitrophenyl acetate	2710	20097249	11-piperazin-1-yl-dibenzo[b,f][1,4]thiazepine	0.00402
versus substrate 4-nitrophenyl acetate	2710	20097249	atomoxetine	0.00407
versus substrate 4-nitrophenyl acetate	2710	20097249	clozapine	0.00409
versus substrate 4-nitrophenyl acetate	2710	20097249	ziprasidone	0.00413
versus substrate 4-nitrophenyl acetate	2710	20097249	quetiapine	0.00415
versus substrate 4-nitrophenyl acetate	2710	20097249	perphenazine	0.00486
versus substrate 4-nitrophenyl acetate	2710	20097249	thioridazine	0.00515
versus substrate 4-nitrophenyl acetate	2710	20097249	fluoxetine	0.00521
versus substrate 4-nitrophenyl acetate	2710	20097249	aripiprazole	0.00524
pH 7.4, 37°C, recombinant CES1	2710	19761868	(10Z)-hexadecenoic acid	0.007
pH 7.4, 37°C, recombinant CES1	2710	19761868	(9Z)-octadecenoic acid	0.007
intestinal carboxylesterase, pH and temperature not specified in the publication	2710	21105730	N-[3-[oxo(pyridin-2-yl)acetyl]phenyl]acetamide	0.008
pH 7.4, 37°C, recombinant CES1	2710	19761868	24(S),25-epoxycholesterol	0.0081
pH 7.4, 37°C, recombinant CES1	2710	19761868	(9Z,12Z)-octadecadienoic acid	0.009
pH 7.4, 37°C, recombinant CES1	2710	19761868	tetradecanoic acid	0.009
pH 7.4, 37°C, recombinant CES1	2710	19761868	(9Z)-tetradecenoic acid	0.012
pH 7.4, 37°C	2710	23936796	curcumin	0.0124
pH 7.4, 37°C, recombinant CES1	2710	19761868	15-deoxy-DELTA12,14-prostaglandin J2	0.013
pH 7.4, 37°C, recombinant CES1	2710	19761868	(6Z,9Z,12Z)-octadecatrienoic acid	0.019
pH 7.4, 37°C, recombinant CES1	2710	19761868	hexadecanoic acid	0.025
pH 7.4, 37°C, recombinant CES1	2710	19761868	11,12-epoxy-(5Z,8Z,14Z)-eicosatrienoic acid	0.027
pH 7.4, 37°C, recombinant CES1	2710	19761868	14,15-epoxy-(5Z,8Z,11Z)-eicosatrienoic acid	0.038
versus substrate methylphenidate	2710	20097249	thioridazine	0.0583
versus substrate methylphenidate	2710	20097249	fluoxetine	0.0589
versus substrate methylphenidate	2710	20097249	aripiprazole	0.0617
versus substrate methylphenidate	2710	20097249	perphenazine	0.065
isozyme CE2	2710	18372401	prasugrel	0.0765
IC50 above 0.1 mM, isoform CES1-b, in 0.1 M potassium phosphate buffer, pH 7.4, at 37°C; IC50 above 0.1 mM, isoform CES1-c, in 0.1 M potassium phosphate buffer, pH 7.4, at 37°C	2710	21540359	loperamide	0.1
pH 7.4, 37°C, recombinant CES1	2710	19761868	octadecanoic acid	0.1
pH 7.4, 37°C, recombinant CES1	2710	19761868	prostaglandin E2	0.1
pH 7.4, 37°C, recombinant CES1	2710	19761868	prostaglandin F2alpha	0.1
	2711	18762277	chlorpyrifos	2.1E-7
	2711	18762277	Paraoxon	2.9E-7
	2711	19534556	N,N'-9H-fluorene-2,7-diylbis(3,4,5-trifluorobenzenesulfonamide)	7.9E-6
isoform CES2, in 0.1 M potassium phosphate buffer, pH 7.4, at 37°C	2711	21540359	bis(4-nitrophenyl)phosphate	1.04E-5
isoform CES1-b, in 0.1 M potassium phosphate buffer, pH 7.4, at 37°C	2711	21540359	bis(4-nitrophenyl)phosphate	2.36E-5
	2711	19534556	N,N'-9H-fluorene-2,7-diylbis(4-chlorobenzenesulfonamide)	2.52E-5
pH 7.4, 37°C, recombinant CES1	2711	19761868	27-Hydroxycholesterol	3.3E-5
	2711	18762277	Methyl paraoxon	4.9E-5
intestinal carboxylesterase, pH and temperature not specified in the publication	2711	21105730	2,4-dichloro-N-[3-[oxo(pyridin-2-yl)acetyl]phenyl]benzamide	5.4E-5
intestinal carboxylesterase, pH and temperature not specified in the publication	2711	21105730	N-[3-[oxo(pyridin-2-yl)acetyl]phenyl]-2-(thiophen-2-yl)acetamide	5.5E-5
intestinal carboxylesterase, pH and temperature not specified in the publication	2711	21105730	N-[3-[oxo(pyridin-2-yl)acetyl]phenyl]-4-(trifluoromethyl)benzamide	5.9E-5
	2711	19534556	N,N'-9H-fluorene-2,7-diyldibenzenesulfonamide	9.84E-5
	2711	19534556	N,N'-9H-fluorene-2,7-diylbis(3-chlorobenzenesulfonamide)	1.0E-4
intestinal carboxylesterase, pH and temperature not specified in the publication	2711	21105730	4-methyl-N-[3-[oxo(pyridin-2-yl)acetyl]phenyl]benzamide	1.32E-4
intestinal carboxylesterase, pH and temperature not specified in the publication	2711	21105730	3,4-difluoro-N-[3-[oxo(pyridin-2-yl)acetyl]phenyl]benzamide	1.35E-4
	2711	18762277	benzil	1.6E-4
intestinal carboxylesterase, pH and temperature not specified in the publication	2711	21105730	N-[3-[oxo(pyridin-2-yl)acetyl]phenyl]-2-phenoxyacetamide	1.77E-4
intestinal carboxylesterase, pH and temperature not specified in the publication	2711	21105730	4-methoxy-N-[3-[oxo(pyridin-2-yl)acetyl]phenyl]benzamide	2.13E-4
intestinal carboxylesterase, pH and temperature not specified in the publication	2711	21105730	3-chloro-N-[3-[oxo(pyridin-2-yl)acetyl]phenyl]benzamide	2.5E-4
isoform CES2, in 0.1 M potassium phosphate buffer, pH 7.4, at 37°C	2711	21540359	loperamide	2.87E-4
intestinal carboxylesterase, pH and temperature not specified in the publication	2711	21105730	2-(4-methoxyphenyl)-N-[3-[oxo(pyridin-2-yl)acetyl]phenyl]acetamide	3.02E-4
intestinal carboxylesterase, pH and temperature not specified in the publication	2711	21105730	4-fluoro-N-[3-[oxo(pyridin-2-yl)acetyl]phenyl]benzamide	3.26E-4
intestinal carboxylesterase, pH and temperature not specified in the publication	2711	21105730	N-[3-[oxo(pyridin-2-yl)acetyl]phenyl]cyclohexanecarboxamide	3.54E-4
intestinal carboxylesterase, pH and temperature not specified in the publication	2711	21105730	N-[3-[oxo(pyridin-2-yl)acetyl]phenyl]hexanamide	5.4E-4
	2711	19534556	N,N'-9H-fluorene-2,7-diylbis(3-bromobenzenesulfonamide)	5.7E-4
isoform CES1-c, in 0.1 M potassium phosphate buffer, pH 7.4, at 37°C	2711	21540359	bis(4-nitrophenyl)phosphate	7.88E-4
intestinal carboxylesterase, pH and temperature not specified in the publication	2711	21105730	N-[3-[oxo(pyridin-2-yl)acetyl]phenyl]pentanamide	8.68E-4
intestinal carboxylesterase, pH and temperature not specified in the publication	2711	21105730	3,3-dimethyl-N-[3-[oxo(pyridin-2-yl)acetyl]phenyl]butanamide	0.0011
pH 7.4, 37°C, recombinant CES1	2711	19761868	(5Z,8Z,11Z,14Z)-eicosatetraenoic acid	0.002
intestinal carboxylesterase, pH and temperature not specified in the publication	2711	21105730	3-methyl-N-[3-[oxo(pyridin-2-yl)acetyl]phenyl]butanamide	0.0023
intestinal carboxylesterase, pH and temperature not specified in the publication	2711	21105730	N-[3-[oxo(pyridin-2-yl)acetyl]phenyl]butanamide	0.0024
intestinal carboxylesterase, pH and temperature not specified in the publication	2711	21105730	2-methyl-N-[3-[oxo(pyridin-2-yl)acetyl]phenyl]propanamide	0.0025
intestinal carboxylesterase, pH and temperature not specified in the publication	2711	21105730	2,2-dimethyl-N-[3-[oxo(pyridin-2-yl)acetyl]phenyl]propanamide	0.0033
versus substrate 4-nitrophenyl acetate	2711	20097249	olanzapine	0.00338
versus substrate 4-nitrophenyl acetate	2711	20097249	haloperidol	0.00359
versus substrate 4-nitrophenyl acetate	2711	20097249	imipramine	0.00372
versus substrate 4-nitrophenyl acetate	2711	20097249	n-desmethylclozapine	0.00399
versus substrate 4-nitrophenyl acetate	2711	20097249	11-piperazin-1-yl-dibenzo[b,f][1,4]thiazepine	0.00402
versus substrate 4-nitrophenyl acetate	2711	20097249	atomoxetine	0.00407
versus substrate 4-nitrophenyl acetate	2711	20097249	clozapine	0.00409
versus substrate 4-nitrophenyl acetate	2711	20097249	ziprasidone	0.00413
versus substrate 4-nitrophenyl acetate	2711	20097249	quetiapine	0.00415
versus substrate 4-nitrophenyl acetate	2711	20097249	perphenazine	0.00486
versus substrate 4-nitrophenyl acetate	2711	20097249	thioridazine	0.00515
versus substrate 4-nitrophenyl acetate	2711	20097249	fluoxetine	0.00521
versus substrate 4-nitrophenyl acetate	2711	20097249	aripiprazole	0.00524
pH 7.4, 37°C, recombinant CES1	2711	19761868	(10Z)-hexadecenoic acid	0.007
pH 7.4, 37°C, recombinant CES1	2711	19761868	(9Z)-octadecenoic acid	0.007
intestinal carboxylesterase, pH and temperature not specified in the publication	2711	21105730	N-[3-[oxo(pyridin-2-yl)acetyl]phenyl]acetamide	0.008
pH 7.4, 37°C, recombinant CES1	2711	19761868	24(S),25-epoxycholesterol	0.0081
pH 7.4, 37°C, recombinant CES1	2711	19761868	(9Z,12Z)-octadecadienoic acid	0.009
pH 7.4, 37°C, recombinant CES1	2711	19761868	tetradecanoic acid	0.009
pH 7.4, 37°C, recombinant CES1	2711	19761868	(9Z)-tetradecenoic acid	0.012
pH 7.4, 37°C	2711	23936796	curcumin	0.0124
pH 7.4, 37°C, recombinant CES1	2711	19761868	15-deoxy-DELTA12,14-prostaglandin J2	0.013
pH 7.4, 37°C, recombinant CES1	2711	19761868	(6Z,9Z,12Z)-octadecatrienoic acid	0.019
pH 7.4, 37°C, recombinant CES1	2711	19761868	hexadecanoic acid	0.025
pH 7.4, 37°C, recombinant CES1	2711	19761868	11,12-epoxy-(5Z,8Z,14Z)-eicosatrienoic acid	0.027
pH 7.4, 37°C, recombinant CES1	2711	19761868	14,15-epoxy-(5Z,8Z,11Z)-eicosatrienoic acid	0.038
versus substrate methylphenidate	2711	20097249	thioridazine	0.0583
versus substrate methylphenidate	2711	20097249	fluoxetine	0.0589
versus substrate methylphenidate	2711	20097249	aripiprazole	0.0617
versus substrate methylphenidate	2711	20097249	perphenazine	0.065
isozyme CE2	2711	18372401	prasugrel	0.0765
IC50 above 0.1 mM, isoform CES1-b, in 0.1 M potassium phosphate buffer, pH 7.4, at 37°C; IC50 above 0.1 mM, isoform CES1-c, in 0.1 M potassium phosphate buffer, pH 7.4, at 37°C	2711	21540359	loperamide	0.1
pH 7.4, 37°C, recombinant CES1	2711	19761868	octadecanoic acid	0.1
pH 7.4, 37°C, recombinant CES1	2711	19761868	prostaglandin E2	0.1
pH 7.4, 37°C, recombinant CES1	2711	19761868	prostaglandin F2alpha	0.1
	2712	18762277	chlorpyrifos	2.1E-7
	2712	18762277	Paraoxon	2.9E-7
	2712	19534556	N,N'-9H-fluorene-2,7-diylbis(3,4,5-trifluorobenzenesulfonamide)	7.9E-6
isoform CES2, in 0.1 M potassium phosphate buffer, pH 7.4, at 37°C	2712	21540359	bis(4-nitrophenyl)phosphate	1.04E-5
isoform CES1-b, in 0.1 M potassium phosphate buffer, pH 7.4, at 37°C	2712	21540359	bis(4-nitrophenyl)phosphate	2.36E-5
	2712	19534556	N,N'-9H-fluorene-2,7-diylbis(4-chlorobenzenesulfonamide)	2.52E-5
pH 7.4, 37°C, recombinant CES1	2712	19761868	27-Hydroxycholesterol	3.3E-5
	2712	18762277	Methyl paraoxon	4.9E-5
intestinal carboxylesterase, pH and temperature not specified in the publication	2712	21105730	2,4-dichloro-N-[3-[oxo(pyridin-2-yl)acetyl]phenyl]benzamide	5.4E-5
intestinal carboxylesterase, pH and temperature not specified in the publication	2712	21105730	N-[3-[oxo(pyridin-2-yl)acetyl]phenyl]-2-(thiophen-2-yl)acetamide	5.5E-5
intestinal carboxylesterase, pH and temperature not specified in the publication	2712	21105730	N-[3-[oxo(pyridin-2-yl)acetyl]phenyl]-4-(trifluoromethyl)benzamide	5.9E-5
	2712	19534556	N,N'-9H-fluorene-2,7-diyldibenzenesulfonamide	9.84E-5
	2712	19534556	N,N'-9H-fluorene-2,7-diylbis(3-chlorobenzenesulfonamide)	1.0E-4
intestinal carboxylesterase, pH and temperature not specified in the publication	2712	21105730	4-methyl-N-[3-[oxo(pyridin-2-yl)acetyl]phenyl]benzamide	1.32E-4
intestinal carboxylesterase, pH and temperature not specified in the publication	2712	21105730	3,4-difluoro-N-[3-[oxo(pyridin-2-yl)acetyl]phenyl]benzamide	1.35E-4
	2712	18762277	benzil	1.6E-4
intestinal carboxylesterase, pH and temperature not specified in the publication	2712	21105730	N-[3-[oxo(pyridin-2-yl)acetyl]phenyl]-2-phenoxyacetamide	1.77E-4
intestinal carboxylesterase, pH and temperature not specified in the publication	2712	21105730	4-methoxy-N-[3-[oxo(pyridin-2-yl)acetyl]phenyl]benzamide	2.13E-4
intestinal carboxylesterase, pH and temperature not specified in the publication	2712	21105730	3-chloro-N-[3-[oxo(pyridin-2-yl)acetyl]phenyl]benzamide	2.5E-4
isoform CES2, in 0.1 M potassium phosphate buffer, pH 7.4, at 37°C	2712	21540359	loperamide	2.87E-4
intestinal carboxylesterase, pH and temperature not specified in the publication	2712	21105730	2-(4-methoxyphenyl)-N-[3-[oxo(pyridin-2-yl)acetyl]phenyl]acetamide	3.02E-4
intestinal carboxylesterase, pH and temperature not specified in the publication	2712	21105730	4-fluoro-N-[3-[oxo(pyridin-2-yl)acetyl]phenyl]benzamide	3.26E-4
intestinal carboxylesterase, pH and temperature not specified in the publication	2712	21105730	N-[3-[oxo(pyridin-2-yl)acetyl]phenyl]cyclohexanecarboxamide	3.54E-4
intestinal carboxylesterase, pH and temperature not specified in the publication	2712	21105730	N-[3-[oxo(pyridin-2-yl)acetyl]phenyl]hexanamide	5.4E-4
	2712	19534556	N,N'-9H-fluorene-2,7-diylbis(3-bromobenzenesulfonamide)	5.7E-4
isoform CES1-c, in 0.1 M potassium phosphate buffer, pH 7.4, at 37°C	2712	21540359	bis(4-nitrophenyl)phosphate	7.88E-4
intestinal carboxylesterase, pH and temperature not specified in the publication	2712	21105730	N-[3-[oxo(pyridin-2-yl)acetyl]phenyl]pentanamide	8.68E-4
intestinal carboxylesterase, pH and temperature not specified in the publication	2712	21105730	3,3-dimethyl-N-[3-[oxo(pyridin-2-yl)acetyl]phenyl]butanamide	0.0011
pH 7.4, 37°C, recombinant CES1	2712	19761868	(5Z,8Z,11Z,14Z)-eicosatetraenoic acid	0.002
intestinal carboxylesterase, pH and temperature not specified in the publication	2712	21105730	3-methyl-N-[3-[oxo(pyridin-2-yl)acetyl]phenyl]butanamide	0.0023
intestinal carboxylesterase, pH and temperature not specified in the publication	2712	21105730	N-[3-[oxo(pyridin-2-yl)acetyl]phenyl]butanamide	0.0024
intestinal carboxylesterase, pH and temperature not specified in the publication	2712	21105730	2-methyl-N-[3-[oxo(pyridin-2-yl)acetyl]phenyl]propanamide	0.0025
intestinal carboxylesterase, pH and temperature not specified in the publication	2712	21105730	2,2-dimethyl-N-[3-[oxo(pyridin-2-yl)acetyl]phenyl]propanamide	0.0033
versus substrate 4-nitrophenyl acetate	2712	20097249	olanzapine	0.00338
versus substrate 4-nitrophenyl acetate	2712	20097249	haloperidol	0.00359
versus substrate 4-nitrophenyl acetate	2712	20097249	imipramine	0.00372
versus substrate 4-nitrophenyl acetate	2712	20097249	n-desmethylclozapine	0.00399
versus substrate 4-nitrophenyl acetate	2712	20097249	11-piperazin-1-yl-dibenzo[b,f][1,4]thiazepine	0.00402
versus substrate 4-nitrophenyl acetate	2712	20097249	atomoxetine	0.00407
versus substrate 4-nitrophenyl acetate	2712	20097249	clozapine	0.00409
versus substrate 4-nitrophenyl acetate	2712	20097249	ziprasidone	0.00413
versus substrate 4-nitrophenyl acetate	2712	20097249	quetiapine	0.00415
versus substrate 4-nitrophenyl acetate	2712	20097249	perphenazine	0.00486
versus substrate 4-nitrophenyl acetate	2712	20097249	thioridazine	0.00515
versus substrate 4-nitrophenyl acetate	2712	20097249	fluoxetine	0.00521
versus substrate 4-nitrophenyl acetate	2712	20097249	aripiprazole	0.00524
pH 7.4, 37°C, recombinant CES1	2712	19761868	(10Z)-hexadecenoic acid	0.007
pH 7.4, 37°C, recombinant CES1	2712	19761868	(9Z)-octadecenoic acid	0.007
intestinal carboxylesterase, pH and temperature not specified in the publication	2712	21105730	N-[3-[oxo(pyridin-2-yl)acetyl]phenyl]acetamide	0.008
pH 7.4, 37°C, recombinant CES1	2712	19761868	24(S),25-epoxycholesterol	0.0081
pH 7.4, 37°C, recombinant CES1	2712	19761868	(9Z,12Z)-octadecadienoic acid	0.009
pH 7.4, 37°C, recombinant CES1	2712	19761868	tetradecanoic acid	0.009
pH 7.4, 37°C, recombinant CES1	2712	19761868	(9Z)-tetradecenoic acid	0.012
pH 7.4, 37°C	2712	23936796	curcumin	0.0124
pH 7.4, 37°C, recombinant CES1	2712	19761868	15-deoxy-DELTA12,14-prostaglandin J2	0.013
pH 7.4, 37°C, recombinant CES1	2712	19761868	(6Z,9Z,12Z)-octadecatrienoic acid	0.019
pH 7.4, 37°C, recombinant CES1	2712	19761868	hexadecanoic acid	0.025
pH 7.4, 37°C, recombinant CES1	2712	19761868	11,12-epoxy-(5Z,8Z,14Z)-eicosatrienoic acid	0.027
pH 7.4, 37°C, recombinant CES1	2712	19761868	14,15-epoxy-(5Z,8Z,11Z)-eicosatrienoic acid	0.038
versus substrate methylphenidate	2712	20097249	thioridazine	0.0583
versus substrate methylphenidate	2712	20097249	fluoxetine	0.0589
versus substrate methylphenidate	2712	20097249	aripiprazole	0.0617
versus substrate methylphenidate	2712	20097249	perphenazine	0.065
isozyme CE2	2712	18372401	prasugrel	0.0765
IC50 above 0.1 mM, isoform CES1-b, in 0.1 M potassium phosphate buffer, pH 7.4, at 37°C; IC50 above 0.1 mM, isoform CES1-c, in 0.1 M potassium phosphate buffer, pH 7.4, at 37°C	2712	21540359	loperamide	0.1
pH 7.4, 37°C, recombinant CES1	2712	19761868	octadecanoic acid	0.1
pH 7.4, 37°C, recombinant CES1	2712	19761868	prostaglandin E2	0.1
pH 7.4, 37°C, recombinant CES1	2712	19761868	prostaglandin F2alpha	0.1
	2713	18762277	chlorpyrifos	2.1E-7
	2713	18762277	Paraoxon	2.9E-7
	2713	19534556	N,N'-9H-fluorene-2,7-diylbis(3,4,5-trifluorobenzenesulfonamide)	7.9E-6
isoform CES2, in 0.1 M potassium phosphate buffer, pH 7.4, at 37°C	2713	21540359	bis(4-nitrophenyl)phosphate	1.04E-5
isoform CES1-b, in 0.1 M potassium phosphate buffer, pH 7.4, at 37°C	2713	21540359	bis(4-nitrophenyl)phosphate	2.36E-5
	2713	19534556	N,N'-9H-fluorene-2,7-diylbis(4-chlorobenzenesulfonamide)	2.52E-5
pH 7.4, 37°C, recombinant CES1	2713	19761868	27-Hydroxycholesterol	3.3E-5
	2713	18762277	Methyl paraoxon	4.9E-5
intestinal carboxylesterase, pH and temperature not specified in the publication	2713	21105730	2,4-dichloro-N-[3-[oxo(pyridin-2-yl)acetyl]phenyl]benzamide	5.4E-5
intestinal carboxylesterase, pH and temperature not specified in the publication	2713	21105730	N-[3-[oxo(pyridin-2-yl)acetyl]phenyl]-2-(thiophen-2-yl)acetamide	5.5E-5
intestinal carboxylesterase, pH and temperature not specified in the publication	2713	21105730	N-[3-[oxo(pyridin-2-yl)acetyl]phenyl]-4-(trifluoromethyl)benzamide	5.9E-5
	2713	19534556	N,N'-9H-fluorene-2,7-diyldibenzenesulfonamide	9.84E-5
