Commentary	Ref	Literature(PubmedID)	Inhibitor	value
IC50: 0.0000012 mM	334	https://www.ncbi.nlm.nih.gov/pubmed/?term=16274237	(5S)-3-[(10R)-10-hydroxy-10-[(2R,2'R,5R,5'R)-5'-[(1R)-1 hydroxyundecyl]octahydro-2,2'-bifuran-5-yl]decyl]-5-methylfuran-2(5H)-one	1.2E-6
IC50: 0.0000013 mM	334	https://www.ncbi.nlm.nih.gov/pubmed/?term=16274237	Piericidin A	1.3E-6
IC50: 0.0000016 mM	334	https://www.ncbi.nlm.nih.gov/pubmed/?term=16274237	(1R,1'R)-1,1'-(2R,2'R,5R,5'R)-octahydro-2,2'-bifuran-5,5'-diyldiundecan-1-ol	1.6E-6
IC50: 1.6 nM	334	https://www.ncbi.nlm.nih.gov/pubmed/?term=16621539	(1R,1'R)-1,1'-(2R,2'R,5R,5'R)-octahydro-2,2'-bifuran-5,5'-diyldiundecan-1-ol	1.6E-6
IC50: 0.0000016 mM	334	https://www.ncbi.nlm.nih.gov/pubmed/?term=16274237	(5S)-3-[(8R)-8-hydroxy-8-[(2R,2'R,5R,5'R)-5'-[(1R)-1-hydroxyundecyl]octahydro-2,2'-bifuran-5-yl]octyl]-5-methylfuran-2(5H)-one	1.6E-6
IC50: 0.0000017 mM	334	https://www.ncbi.nlm.nih.gov/pubmed/?term=16274237	(5S)-3-[(13R)-13-hydroxy-13-[(2R,2'R,5R,5'R)-5'-[(1R)-1-hydroxyundecyl]octahydro-2,2'-bifuran-5-yl]trideca-4,6,8,10-tetrayn-1-yl]-5-methylfuran-2(5H)-one	1.7E-6
IC50: 0.0000023 mM	334	https://www.ncbi.nlm.nih.gov/pubmed/?term=16274237	(5S)-3-[(13R)-13-hydroxy-13-[(2R,5R)-5-[(1S)-1-hydroxytridecyl]tetrahydrofuran-2-yl]tridecyl]-5-methylfuran-2(5H)-one	2.3E-6
temperature not specified in the publication, in 20 mM Tris-HCl, pH 7.4	334	https://www.ncbi.nlm.nih.gov/pubmed/?term=19128036	6-azido-N-[2-(4-tert-butylphenyl)ethyl]-6,7-dihydroquinazolin-4-amine	2.3E-6
IC50: 3.2 nM	334	https://www.ncbi.nlm.nih.gov/pubmed/?term=16621539	(1R)-1-[(2R,2'R,5R,5'R)-5'-[(1R)-1-hydroxyheptyl]octahydro-2,2'-bifuran-5-yl]undecan-1-ol	3.2E-6
pH and temperature not specified in the publication	334	https://www.ncbi.nlm.nih.gov/pubmed/?term=19128036	6-amino-4-(4-tert-butylphenethylamino)quinazoline	4.5E-6
IC50: 0.0000051 mM	334	https://www.ncbi.nlm.nih.gov/pubmed/?term=16274237	(5S)-3-[(13S)-13-hydroxy-13-[(2R,5R)-5-[(1S)-1-hydroxytriecyl]tetrahydrofuran-2-yl]tridecyl]-5-methylfuran-2(5H)-one	5.1E-6
IC50: 0.0000052 mM	334	https://www.ncbi.nlm.nih.gov/pubmed/?term=16274237	(5S)-3-[(7E,13S)-13-hydroxy-13-[(2R,5R)-5-[(1S)-1-hydroxytridecyl]tetrahydrofuran-2-yl]tridec-7-en-9-yn-1-yl]-5-methylfuran-2(5H)-one	5.2E-6
IC50: 7.5 nM	334	https://www.ncbi.nlm.nih.gov/pubmed/?term=16621539	(1R)-1-[(2R,2'R,5R,5'R)-5'-[(1R)-1-hydroxynonyl]octahydro-2,2'-bifuran-5-yl]tridecan-1-ol	7.5E-6
IC50: 9.0 nM	334	https://www.ncbi.nlm.nih.gov/pubmed/?term=16621539	(1R,1'S)-1,1'-(2R,5R)-tetrahydrofuran-2,5-diylditridecan-1-ol	9.0E-6
IC50: 10 nM	334	https://www.ncbi.nlm.nih.gov/pubmed/?term=16489765	37-methoxyquinoxalinone	1.0E-5
IC50: 0.000013 mM	334	https://www.ncbi.nlm.nih.gov/pubmed/?term=16274237	(5S)-3-[(16R)-16-hydroxy-16-[(2R,2'R,5R,5'R)-5'-[(1R)-1-hydroxyundecyl]octahydro-2,2'-bifuran-5-yl]hexadecyl]-5-methylfuran-2(5H)-one	1.3E-5
IC50: 0.000014 mM	334	https://www.ncbi.nlm.nih.gov/pubmed/?term=16274237	(5S)-3-[(5R)-5-hydroxy-5-[(2R,2'R,5R,5'R)-5'-[(1R)-1-hydroxyundecyl]octahydro-2,2'-bifuran-5-yl]pentyl]-5-methylfuran-2(5H)-one	1.4E-5
IC50: 17 nM	334	https://www.ncbi.nlm.nih.gov/pubmed/?term=16489765	39-pyridopyrazinone	1.7E-5
IC50: 27 nM	334	https://www.ncbi.nlm.nih.gov/pubmed/?term=16621539	(1R)-1-[(2R,2'R,5R,5'R)-5'-[(1R)-5-ethyl-1-hydroxyoctyl]octahydro-2,2'-bifuran-5-yl]undecan-1-ol	2.7E-5
IC50: 34 nM	334	https://www.ncbi.nlm.nih.gov/pubmed/?term=16621539	(1R)-1-[(2R,2'R,5R,5'R)-5'-[(1R)-1-hydroxyheptyl]octahydro-2,2'-bifuran-5-yl]pentadecan-1-ol	3.4E-5
IC50: 45 nM	334	https://www.ncbi.nlm.nih.gov/pubmed/?term=16621539	(1R)-1-[(2R,2'R,5R,5'R)-5'-[(1R)-1-hydroxypropyl]octahydro-2,2'-bifuran-5-yl]undecan-1-ol	4.5E-5
IC50: 45 nM	334	https://www.ncbi.nlm.nih.gov/pubmed/?term=16621539	(1R,1'R)-1,1'-(2R,2'R,5R,5'R)-octahydro-2,2'-bifuran-5,5'-diyldioctan-1-ol	4.5E-5
	334	https://www.ncbi.nlm.nih.gov/pubmed/?term=19027304	(1R)-1-[(2R,2'R,5R,5'R)-5'-[(1R)-1-hydroxyundec-3-yn-1-yl]octahydro-2,2'-bifuran-5-yl]dodec-4-yn-1-ol	4.8E-5
IC50: 170 nM	334	https://www.ncbi.nlm.nih.gov/pubmed/?term=16489765	Myxothiazol	1.7E-4
IC50: 0.000172 mM	334	https://www.ncbi.nlm.nih.gov/pubmed/?term=16274237	(1R)-1-[(2R,2'R,5R,5'R)-5'-[(1R)-1-hydroxyundecyl]octahydro-2,2'-bifuran-5-yl]undeca-3,5,7,9-tetrayn-1-ol	1.72E-4
IC50: 0.000271 mM	334	https://www.ncbi.nlm.nih.gov/pubmed/?term=16274237	(5S)-3-[(19R)-19-hydroxy-19-[(2R,2'R,5R,5'R)-5'-[(1R)-1-hydroxyundecyl]octahydro-2,2'-bifuran-5-yl]nonadecyl]-5-methylfuran-2(5H)-one	2.71E-4
IC50: 280 nM	334	https://www.ncbi.nlm.nih.gov/pubmed/?term=16621539	(1R)-1-[(2R,2'R,5R,5'R)-5'-[(1R)-1-hydroxyethyl]octahydro-2,2'-bifuran-5-yl]undecan-1-ol	2.8E-4
IC50: 0.00028 mM	334	https://www.ncbi.nlm.nih.gov/pubmed/?term=16274237	(5S)-3-[(13R)-13-hydroxy-13-[(2R,5R)-5-[(1S)-1-hydroxytridecyl]tetrahydrofuran-2-yl]trideca-4,6,8,10-tetrayn-1-yl]-5-methylfuran-2(5H)-one	2.8E-4
IC50: 870 nM	334	https://www.ncbi.nlm.nih.gov/pubmed/?term=16621539	(1R)-1-[(2R,2'R,5R,5'R)-5'-[(1R)-1-hydroxy-5-propyloctyl]octahydro-2,2'-bifuran-5-yl]-5-propylnonan-1-ol	8.7E-4
IC50: 1000 nM	334	https://www.ncbi.nlm.nih.gov/pubmed/?term=16716068	(1R,1'R)-1,1'-(2R,2'R,5R,5'R)-octahydro-2,2'-bifuran-5,5'-diylbis[6-(2-butylphenoxy)hexan-1-ol]	0.001
IC50: 1500 nM	334	https://www.ncbi.nlm.nih.gov/pubmed/?term=16621539	(1R)-5-ethyl-1-[(2R,2'R,5R,5'R)-5'-[(1R)-1-hydroxy-5-propyloctyl]octahydro-2,2'-bifuran-5-yl]octan-1-ol	0.0015
	334	https://www.ncbi.nlm.nih.gov/pubmed/?term=19027304	(1R,1'R)-1,1'-((2R,2'R,5R,5'R)-octahydro-2,2'-bifuran-5,5'-diyl)-bis-(6-(4-n-butylphenoxy)hex-3-yn-1-ol)	0.0017
IC50: 4500 nM	334	https://www.ncbi.nlm.nih.gov/pubmed/?term=16621539	(1R,1'R)-1,1'-(2R,2'R,5R,5'R)-octahydro-2,2'-bifuran-5,5'-diyldihexan-1-ol	0.0045
IC50: 0.009 mM, at 25°C and pH 8.0	334	https://www.ncbi.nlm.nih.gov/pubmed/?term=15571492	palmitate	0.009
pH-dependent potent inhibitor, IC50: 0.01-0.05 mM at pH 7.5, depending on the enzyme state, Zn2+ does not inhibit NADH oxidation or intramolecular electron transfer, so it probably inhibits either proton transfer to bound quinone or proton translocation.	334	https://www.ncbi.nlm.nih.gov/pubmed/?term=16980308	Zn2+	0.01 - 0.05
	334	https://www.ncbi.nlm.nih.gov/pubmed/?term=19027304	(1R)-1-[(2R,2'R,5R,5'R)-5'-[(1R)-1-hydroxyundecyl]octahydro-2,2'-bifuran-5-yl]dodecan-1-ol	0.0104
IC50: 0.025 mM	334	https://www.ncbi.nlm.nih.gov/pubmed/?term=16274237	(1R,1'S)-1,1'-(2R,5R)-tetrahydrofuran-2,5-diylditridecan-1-ol	0.025
IC50: above 15 mM	335	https://www.ncbi.nlm.nih.gov/pubmed/?term=19027304	(1R,1'R)-1,1'-((2R,2'R,5R,5'R)-octahydro-2,2'-bifuran-5,5'-diyl)-bis-(6-(4-n-butylphenoxy)hexan-1-ol)	-999.0
IC50: 0.83 nM	335	https://www.ncbi.nlm.nih.gov/pubmed/?term=16716068	(1R,1'R)-1,1'-(2R,2'R,5R,5'R)-octahydro-2,2'-bifuran-5,5'-diylbis[6-(4-butylphenoxy)hexan-1-ol]	8.3E-7
IC50: 0.00000083 mM	335	https://www.ncbi.nlm.nih.gov/pubmed/?term=16274237	(5S)-3-[(13R)-13-hydroxy-13-[(2R,2'R,5R,5'R)-5'-[(1R)-1-hydroxyundecyl]octahydro-2,2'-bifuran-5-yl]tridec-8-yn-1-yl]-5-methylfuran-2(5H)-one	8.3E-7
IC50: 0.00000083 mM	335	https://www.ncbi.nlm.nih.gov/pubmed/?term=16274237	bullatacin	8.3E-7
IC50: 0.00000085 mM	335	https://www.ncbi.nlm.nih.gov/pubmed/?term=16274237	(5S)-3-[(13R)-13-hydroxy-13-[(2R,2'R,5R,5'R)-5'-[(1S)-1-hydroxyundecyl]octahydro-2,2'-bifuran-5-yl]tridec-4-yn-1-yl]-5-methylfuran-2(5H)-one	8.5E-7
IC50: 0.00000085 mM	335	https://www.ncbi.nlm.nih.gov/pubmed/?term=16274237	squamocin M	8.5E-7
IC50: 0.00000092 mM	335	https://www.ncbi.nlm.nih.gov/pubmed/?term=16274237	(5S)-3-[(8E,13R)-13-hydroxy-13-[(2R,2'R,5R,5'R)-5'-[(1S)-1-hydroxyundecyl]octahydro-2,2'-bifuran-5-yl]tridec-8-en-10-yn-1-yl]-5-methylfuran-2(5H)-one	9.2E-7
IC50: 0.000001 mM	335	https://www.ncbi.nlm.nih.gov/pubmed/?term=16274237	(5S)-3-[(13R)-13-hydroxy-13-[(2R,2'R,5R,5'R)-5'-[(1S)-1-hydroxyundecyl]octahydro-2,2'-bifuran-5-yl]tridec-10-yn-1-yl]-5-methylfuran-2(5H)-one	1.0E-6
IC50: 0.0000011 mM	335	https://www.ncbi.nlm.nih.gov/pubmed/?term=16274237	(5S)-3-[(2E,13R)-13-hydroxy-13-[(2R,2'R,5R,5'R)-5'-[(1R)-1-hydroxyundecyl]octahydro-2,2'-bifuran-5-yl]tridec-2-en-4-yn-1-yl]-5-methylfuran-2(5H)-one	1.1E-6
IC50: 0.0000012 mM	335	https://www.ncbi.nlm.nih.gov/pubmed/?term=16274237	(5S)-3-[(10R)-10-hydroxy-10-[(2R,2'R,5R,5'R)-5'-[(1R)-1 hydroxyundecyl]octahydro-2,2'-bifuran-5-yl]decyl]-5-methylfuran-2(5H)-one	1.2E-6
IC50: 0.0000013 mM	335	https://www.ncbi.nlm.nih.gov/pubmed/?term=16274237	Piericidin A	1.3E-6
IC50: 0.0000016 mM	335	https://www.ncbi.nlm.nih.gov/pubmed/?term=16274237	(1R,1'R)-1,1'-(2R,2'R,5R,5'R)-octahydro-2,2'-bifuran-5,5'-diyldiundecan-1-ol	1.6E-6
IC50: 1.6 nM	335	https://www.ncbi.nlm.nih.gov/pubmed/?term=16621539	(1R,1'R)-1,1'-(2R,2'R,5R,5'R)-octahydro-2,2'-bifuran-5,5'-diyldiundecan-1-ol	1.6E-6
IC50: 0.0000016 mM	335	https://www.ncbi.nlm.nih.gov/pubmed/?term=16274237	(5S)-3-[(8R)-8-hydroxy-8-[(2R,2'R,5R,5'R)-5'-[(1R)-1-hydroxyundecyl]octahydro-2,2'-bifuran-5-yl]octyl]-5-methylfuran-2(5H)-one	1.6E-6
IC50: 0.0000017 mM	335	https://www.ncbi.nlm.nih.gov/pubmed/?term=16274237	(5S)-3-[(13R)-13-hydroxy-13-[(2R,2'R,5R,5'R)-5'-[(1R)-1-hydroxyundecyl]octahydro-2,2'-bifuran-5-yl]trideca-4,6,8,10-tetrayn-1-yl]-5-methylfuran-2(5H)-one	1.7E-6
IC50: 0.0000023 mM	335	https://www.ncbi.nlm.nih.gov/pubmed/?term=16274237	(5S)-3-[(13R)-13-hydroxy-13-[(2R,5R)-5-[(1S)-1-hydroxytridecyl]tetrahydrofuran-2-yl]tridecyl]-5-methylfuran-2(5H)-one	2.3E-6
temperature not specified in the publication, in 20 mM Tris-HCl, pH 7.4	335	https://www.ncbi.nlm.nih.gov/pubmed/?term=19128036	6-azido-N-[2-(4-tert-butylphenyl)ethyl]-6,7-dihydroquinazolin-4-amine	2.3E-6
IC50: 3.2 nM	335	https://www.ncbi.nlm.nih.gov/pubmed/?term=16621539	(1R)-1-[(2R,2'R,5R,5'R)-5'-[(1R)-1-hydroxyheptyl]octahydro-2,2'-bifuran-5-yl]undecan-1-ol	3.2E-6
pH and temperature not specified in the publication	335	https://www.ncbi.nlm.nih.gov/pubmed/?term=19128036	6-amino-4-(4-tert-butylphenethylamino)quinazoline	4.5E-6
IC50: 0.0000051 mM	335	https://www.ncbi.nlm.nih.gov/pubmed/?term=16274237	(5S)-3-[(13S)-13-hydroxy-13-[(2R,5R)-5-[(1S)-1-hydroxytriecyl]tetrahydrofuran-2-yl]tridecyl]-5-methylfuran-2(5H)-one	5.1E-6
IC50: 0.0000052 mM	335	https://www.ncbi.nlm.nih.gov/pubmed/?term=16274237	(5S)-3-[(7E,13S)-13-hydroxy-13-[(2R,5R)-5-[(1S)-1-hydroxytridecyl]tetrahydrofuran-2-yl]tridec-7-en-9-yn-1-yl]-5-methylfuran-2(5H)-one	5.2E-6
IC50: 7.5 nM	335	https://www.ncbi.nlm.nih.gov/pubmed/?term=16621539	(1R)-1-[(2R,2'R,5R,5'R)-5'-[(1R)-1-hydroxynonyl]octahydro-2,2'-bifuran-5-yl]tridecan-1-ol	7.5E-6
IC50: 9.0 nM	335	https://www.ncbi.nlm.nih.gov/pubmed/?term=16621539	(1R,1'S)-1,1'-(2R,5R)-tetrahydrofuran-2,5-diylditridecan-1-ol	9.0E-6
IC50: 10 nM	335	https://www.ncbi.nlm.nih.gov/pubmed/?term=16489765	37-methoxyquinoxalinone	1.0E-5
IC50: 0.000013 mM	335	https://www.ncbi.nlm.nih.gov/pubmed/?term=16274237	(5S)-3-[(16R)-16-hydroxy-16-[(2R,2'R,5R,5'R)-5'-[(1R)-1-hydroxyundecyl]octahydro-2,2'-bifuran-5-yl]hexadecyl]-5-methylfuran-2(5H)-one	1.3E-5
IC50: 0.000014 mM	335	https://www.ncbi.nlm.nih.gov/pubmed/?term=16274237	(5S)-3-[(5R)-5-hydroxy-5-[(2R,2'R,5R,5'R)-5'-[(1R)-1-hydroxyundecyl]octahydro-2,2'-bifuran-5-yl]pentyl]-5-methylfuran-2(5H)-one	1.4E-5
IC50: 17 nM	335	https://www.ncbi.nlm.nih.gov/pubmed/?term=16489765	39-pyridopyrazinone	1.7E-5
IC50: 27 nM	335	https://www.ncbi.nlm.nih.gov/pubmed/?term=16621539	(1R)-1-[(2R,2'R,5R,5'R)-5'-[(1R)-5-ethyl-1-hydroxyoctyl]octahydro-2,2'-bifuran-5-yl]undecan-1-ol	2.7E-5
IC50: 34 nM	335	https://www.ncbi.nlm.nih.gov/pubmed/?term=16621539	(1R)-1-[(2R,2'R,5R,5'R)-5'-[(1R)-1-hydroxyheptyl]octahydro-2,2'-bifuran-5-yl]pentadecan-1-ol	3.4E-5
IC50: 45 nM	335	https://www.ncbi.nlm.nih.gov/pubmed/?term=16621539	(1R)-1-[(2R,2'R,5R,5'R)-5'-[(1R)-1-hydroxypropyl]octahydro-2,2'-bifuran-5-yl]undecan-1-ol	4.5E-5
IC50: 45 nM	335	https://www.ncbi.nlm.nih.gov/pubmed/?term=16621539	(1R,1'R)-1,1'-(2R,2'R,5R,5'R)-octahydro-2,2'-bifuran-5,5'-diyldioctan-1-ol	4.5E-5
	335	https://www.ncbi.nlm.nih.gov/pubmed/?term=19027304	(1R)-1-[(2R,2'R,5R,5'R)-5'-[(1R)-1-hydroxyundec-3-yn-1-yl]octahydro-2,2'-bifuran-5-yl]dodec-4-yn-1-ol	4.8E-5
IC50: 170 nM	335	https://www.ncbi.nlm.nih.gov/pubmed/?term=16489765	Myxothiazol	1.7E-4
IC50: 0.000172 mM	335	https://www.ncbi.nlm.nih.gov/pubmed/?term=16274237	(1R)-1-[(2R,2'R,5R,5'R)-5'-[(1R)-1-hydroxyundecyl]octahydro-2,2'-bifuran-5-yl]undeca-3,5,7,9-tetrayn-1-ol	1.72E-4
IC50: 0.000271 mM	335	https://www.ncbi.nlm.nih.gov/pubmed/?term=16274237	(5S)-3-[(19R)-19-hydroxy-19-[(2R,2'R,5R,5'R)-5'-[(1R)-1-hydroxyundecyl]octahydro-2,2'-bifuran-5-yl]nonadecyl]-5-methylfuran-2(5H)-one	2.71E-4
IC50: 280 nM	335	https://www.ncbi.nlm.nih.gov/pubmed/?term=16621539	(1R)-1-[(2R,2'R,5R,5'R)-5'-[(1R)-1-hydroxyethyl]octahydro-2,2'-bifuran-5-yl]undecan-1-ol	2.8E-4
IC50: 0.00028 mM	335	https://www.ncbi.nlm.nih.gov/pubmed/?term=16274237	(5S)-3-[(13R)-13-hydroxy-13-[(2R,5R)-5-[(1S)-1-hydroxytridecyl]tetrahydrofuran-2-yl]trideca-4,6,8,10-tetrayn-1-yl]-5-methylfuran-2(5H)-one	2.8E-4
IC50: 870 nM	335	https://www.ncbi.nlm.nih.gov/pubmed/?term=16621539	(1R)-1-[(2R,2'R,5R,5'R)-5'-[(1R)-1-hydroxy-5-propyloctyl]octahydro-2,2'-bifuran-5-yl]-5-propylnonan-1-ol	8.7E-4
IC50: 1000 nM	335	https://www.ncbi.nlm.nih.gov/pubmed/?term=16716068	(1R,1'R)-1,1'-(2R,2'R,5R,5'R)-octahydro-2,2'-bifuran-5,5'-diylbis[6-(2-butylphenoxy)hexan-1-ol]	0.001
IC50: 1500 nM	335	https://www.ncbi.nlm.nih.gov/pubmed/?term=16621539	(1R)-5-ethyl-1-[(2R,2'R,5R,5'R)-5'-[(1R)-1-hydroxy-5-propyloctyl]octahydro-2,2'-bifuran-5-yl]octan-1-ol	0.0015
	335	https://www.ncbi.nlm.nih.gov/pubmed/?term=19027304	(1R,1'R)-1,1'-((2R,2'R,5R,5'R)-octahydro-2,2'-bifuran-5,5'-diyl)-bis-(6-(4-n-butylphenoxy)hex-3-yn-1-ol)	0.0017
IC50: 4500 nM	335	https://www.ncbi.nlm.nih.gov/pubmed/?term=16621539	(1R,1'R)-1,1'-(2R,2'R,5R,5'R)-octahydro-2,2'-bifuran-5,5'-diyldihexan-1-ol	0.0045
IC50: 0.009 mM, at 25°C and pH 8.0	335	https://www.ncbi.nlm.nih.gov/pubmed/?term=15571492	palmitate	0.009
pH-dependent potent inhibitor, IC50: 0.01-0.05 mM at pH 7.5, depending on the enzyme state, Zn2+ does not inhibit NADH oxidation or intramolecular electron transfer, so it probably inhibits either proton transfer to bound quinone or proton translocation.	335	https://www.ncbi.nlm.nih.gov/pubmed/?term=16980308	Zn2+	0.01 - 0.05
	335	https://www.ncbi.nlm.nih.gov/pubmed/?term=19027304	(1R)-1-[(2R,2'R,5R,5'R)-5'-[(1R)-1-hydroxyundecyl]octahydro-2,2'-bifuran-5-yl]dodecan-1-ol	0.0104
IC50: 0.025 mM	335	https://www.ncbi.nlm.nih.gov/pubmed/?term=16274237	(1R,1'S)-1,1'-(2R,5R)-tetrahydrofuran-2,5-diylditridecan-1-ol	0.025
IC50: above 15 mM	336	https://www.ncbi.nlm.nih.gov/pubmed/?term=19027304	(1R,1'R)-1,1'-((2R,2'R,5R,5'R)-octahydro-2,2'-bifuran-5,5'-diyl)-bis-(6-(4-n-butylphenoxy)hexan-1-ol)	-999.0
IC50: 0.83 nM	336	https://www.ncbi.nlm.nih.gov/pubmed/?term=16716068	(1R,1'R)-1,1'-(2R,2'R,5R,5'R)-octahydro-2,2'-bifuran-5,5'-diylbis[6-(4-butylphenoxy)hexan-1-ol]	8.3E-7
IC50: 0.00000083 mM	336	https://www.ncbi.nlm.nih.gov/pubmed/?term=16274237	(5S)-3-[(13R)-13-hydroxy-13-[(2R,2'R,5R,5'R)-5'-[(1R)-1-hydroxyundecyl]octahydro-2,2'-bifuran-5-yl]tridec-8-yn-1-yl]-5-methylfuran-2(5H)-one	8.3E-7
IC50: 0.00000083 mM	336	https://www.ncbi.nlm.nih.gov/pubmed/?term=16274237	bullatacin	8.3E-7
IC50: 0.00000085 mM	336	https://www.ncbi.nlm.nih.gov/pubmed/?term=16274237	(5S)-3-[(13R)-13-hydroxy-13-[(2R,2'R,5R,5'R)-5'-[(1S)-1-hydroxyundecyl]octahydro-2,2'-bifuran-5-yl]tridec-4-yn-1-yl]-5-methylfuran-2(5H)-one	8.5E-7
IC50: 0.00000085 mM	336	https://www.ncbi.nlm.nih.gov/pubmed/?term=16274237	squamocin M	8.5E-7
IC50: 0.00000092 mM	336	https://www.ncbi.nlm.nih.gov/pubmed/?term=16274237	(5S)-3-[(8E,13R)-13-hydroxy-13-[(2R,2'R,5R,5'R)-5'-[(1S)-1-hydroxyundecyl]octahydro-2,2'-bifuran-5-yl]tridec-8-en-10-yn-1-yl]-5-methylfuran-2(5H)-one	9.2E-7
IC50: 0.000001 mM	336	https://www.ncbi.nlm.nih.gov/pubmed/?term=16274237	(5S)-3-[(13R)-13-hydroxy-13-[(2R,2'R,5R,5'R)-5'-[(1S)-1-hydroxyundecyl]octahydro-2,2'-bifuran-5-yl]tridec-10-yn-1-yl]-5-methylfuran-2(5H)-one	1.0E-6
IC50: 0.0000011 mM	336	https://www.ncbi.nlm.nih.gov/pubmed/?term=16274237	(5S)-3-[(2E,13R)-13-hydroxy-13-[(2R,2'R,5R,5'R)-5'-[(1R)-1-hydroxyundecyl]octahydro-2,2'-bifuran-5-yl]tridec-2-en-4-yn-1-yl]-5-methylfuran-2(5H)-one	1.1E-6
IC50: 0.0000012 mM	336	https://www.ncbi.nlm.nih.gov/pubmed/?term=16274237	(5S)-3-[(10R)-10-hydroxy-10-[(2R,2'R,5R,5'R)-5'-[(1R)-1 hydroxyundecyl]octahydro-2,2'-bifuran-5-yl]decyl]-5-methylfuran-2(5H)-one	1.2E-6
IC50: 0.0000013 mM	336	https://www.ncbi.nlm.nih.gov/pubmed/?term=16274237	Piericidin A	1.3E-6
IC50: 0.0000016 mM	336	https://www.ncbi.nlm.nih.gov/pubmed/?term=16274237	(1R,1'R)-1,1'-(2R,2'R,5R,5'R)-octahydro-2,2'-bifuran-5,5'-diyldiundecan-1-ol	1.6E-6
IC50: 1.6 nM	336	https://www.ncbi.nlm.nih.gov/pubmed/?term=16621539	(1R,1'R)-1,1'-(2R,2'R,5R,5'R)-octahydro-2,2'-bifuran-5,5'-diyldiundecan-1-ol	1.6E-6
IC50: 0.0000016 mM	336	https://www.ncbi.nlm.nih.gov/pubmed/?term=16274237	(5S)-3-[(8R)-8-hydroxy-8-[(2R,2'R,5R,5'R)-5'-[(1R)-1-hydroxyundecyl]octahydro-2,2'-bifuran-5-yl]octyl]-5-methylfuran-2(5H)-one	1.6E-6
IC50: 0.0000017 mM	336	https://www.ncbi.nlm.nih.gov/pubmed/?term=16274237	(5S)-3-[(13R)-13-hydroxy-13-[(2R,2'R,5R,5'R)-5'-[(1R)-1-hydroxyundecyl]octahydro-2,2'-bifuran-5-yl]trideca-4,6,8,10-tetrayn-1-yl]-5-methylfuran-2(5H)-one	1.7E-6
IC50: 0.0000023 mM	336	https://www.ncbi.nlm.nih.gov/pubmed/?term=16274237	(5S)-3-[(13R)-13-hydroxy-13-[(2R,5R)-5-[(1S)-1-hydroxytridecyl]tetrahydrofuran-2-yl]tridecyl]-5-methylfuran-2(5H)-one	2.3E-6
temperature not specified in the publication, in 20 mM Tris-HCl, pH 7.4	336	https://www.ncbi.nlm.nih.gov/pubmed/?term=19128036	6-azido-N-[2-(4-tert-butylphenyl)ethyl]-6,7-dihydroquinazolin-4-amine	2.3E-6
IC50: 3.2 nM	336	https://www.ncbi.nlm.nih.gov/pubmed/?term=16621539	(1R)-1-[(2R,2'R,5R,5'R)-5'-[(1R)-1-hydroxyheptyl]octahydro-2,2'-bifuran-5-yl]undecan-1-ol	3.2E-6
pH and temperature not specified in the publication	336	https://www.ncbi.nlm.nih.gov/pubmed/?term=19128036	6-amino-4-(4-tert-butylphenethylamino)quinazoline	4.5E-6
IC50: 0.0000051 mM	336	https://www.ncbi.nlm.nih.gov/pubmed/?term=16274237	(5S)-3-[(13S)-13-hydroxy-13-[(2R,5R)-5-[(1S)-1-hydroxytriecyl]tetrahydrofuran-2-yl]tridecyl]-5-methylfuran-2(5H)-one	5.1E-6
IC50: 0.0000052 mM	336	https://www.ncbi.nlm.nih.gov/pubmed/?term=16274237	(5S)-3-[(7E,13S)-13-hydroxy-13-[(2R,5R)-5-[(1S)-1-hydroxytridecyl]tetrahydrofuran-2-yl]tridec-7-en-9-yn-1-yl]-5-methylfuran-2(5H)-one	5.2E-6
IC50: 7.5 nM	336	https://www.ncbi.nlm.nih.gov/pubmed/?term=16621539	(1R)-1-[(2R,2'R,5R,5'R)-5'-[(1R)-1-hydroxynonyl]octahydro-2,2'-bifuran-5-yl]tridecan-1-ol	7.5E-6
IC50: 9.0 nM	336	https://www.ncbi.nlm.nih.gov/pubmed/?term=16621539	(1R,1'S)-1,1'-(2R,5R)-tetrahydrofuran-2,5-diylditridecan-1-ol	9.0E-6
IC50: 10 nM	336	https://www.ncbi.nlm.nih.gov/pubmed/?term=16489765	37-methoxyquinoxalinone	1.0E-5
IC50: 0.000013 mM	336	https://www.ncbi.nlm.nih.gov/pubmed/?term=16274237	(5S)-3-[(16R)-16-hydroxy-16-[(2R,2'R,5R,5'R)-5'-[(1R)-1-hydroxyundecyl]octahydro-2,2'-bifuran-5-yl]hexadecyl]-5-methylfuran-2(5H)-one	1.3E-5
IC50: 0.000014 mM	336	https://www.ncbi.nlm.nih.gov/pubmed/?term=16274237	(5S)-3-[(5R)-5-hydroxy-5-[(2R,2'R,5R,5'R)-5'-[(1R)-1-hydroxyundecyl]octahydro-2,2'-bifuran-5-yl]pentyl]-5-methylfuran-2(5H)-one	1.4E-5
IC50: 17 nM	336	https://www.ncbi.nlm.nih.gov/pubmed/?term=16489765	39-pyridopyrazinone	1.7E-5
IC50: 27 nM	336	https://www.ncbi.nlm.nih.gov/pubmed/?term=16621539	(1R)-1-[(2R,2'R,5R,5'R)-5'-[(1R)-5-ethyl-1-hydroxyoctyl]octahydro-2,2'-bifuran-5-yl]undecan-1-ol	2.7E-5
