synonyms	ec_number	recommended_name
trehalosephosphate-UDP glucosyl transferase	2.4.1.15	alpha,alpha-trehalose-phosphate synthase (UDP-forming)
key subunit of the trehalosesynthase complex	2.4.1.15	alpha,alpha-trehalose-phosphate synthase (UDP-forming)
TPS1	2.4.1.15	alpha,alpha-trehalose-phosphate synthase (UDP-forming)
the bifunctional enzyme consists of an N-terminaltrehalose-6-phosphate synthase and a C-terminal trehalose-6-phosphatephosphatase domain	2.4.1.15	alpha,alpha-trehalose-phosphate synthase (UDP-forming)
GbTPS	2.4.1.15	alpha,alpha-trehalose-phosphate synthase (UDP-forming)
AtTPS6	2.4.1.15	alpha,alpha-trehalose-phosphate synthase (UDP-forming)
TPS	2.4.1.15	alpha,alpha-trehalose-phosphate synthase (UDP-forming)
trehalose-6P synthase	2.4.1.15	alpha,alpha-trehalose-phosphate synthase (UDP-forming)
trehalose phosphate synthase	2.4.1.15	alpha,alpha-trehalose-phosphate synthase (UDP-forming)
T-6-P	2.4.1.15	alpha,alpha-trehalose-phosphate synthase (UDP-forming)
gene name	2.4.1.15	alpha,alpha-trehalose-phosphate synthase (UDP-forming)
locus name	2.4.1.15	alpha,alpha-trehalose-phosphate synthase (UDP-forming)
the bifunctionalenzyme consists of an N-terminal trehalose-6-phosphate synthase and aC-terminal trehalose-6-phosphate phosphatase domain	2.4.1.15	alpha,alpha-trehalose-phosphate synthase (UDP-forming)
alpha,alpha-trehalose-phosphate synthase (UDP-forming)	2.4.1.15	alpha,alpha-trehalose-phosphate synthase (UDP-forming)
trehalose 6-phosphate synthase 1	2.4.1.15	alpha,alpha-trehalose-phosphate synthase (UDP-forming)
T6P synthase	2.4.1.15	alpha,alpha-trehalose-phosphate synthase (UDP-forming)
OtsA1	2.4.1.15	alpha,alpha-trehalose-phosphate synthase (UDP-forming)
OtsA2	2.4.1.15	alpha,alpha-trehalose-phosphate synthase (UDP-forming)
trehalose-6-P synthase	2.4.1.15	alpha,alpha-trehalose-phosphate synthase (UDP-forming)
AtTPS1	2.4.1.15	alpha,alpha-trehalose-phosphate synthase (UDP-forming)
trehalose 6-phosphate synthase	2.4.1.15	alpha,alpha-trehalose-phosphate synthase (UDP-forming)
trehalose-6-phosphate synthase 1	2.4.1.15	alpha,alpha-trehalose-phosphate synthase (UDP-forming)
N-acetylglucosaminyltransferase	2.4.1.150	N-acetyllactosaminide beta-1,6-N-acetylglucosaminyltransferase
acetylglucosaminyltransferase, uridinediphosphoacetylglucosamine-acetyllactosaminide beta1-->6-	2.4.1.150	N-acetyllactosaminide beta-1,6-N-acetylglucosaminyltransferase
uridine diphosphoacetylglucosamine-acetyllactosaminidebeta1-->6-acetylglucosaminyltransferase	2.4.1.150	N-acetyllactosaminide beta-1,6-N-acetylglucosaminyltransferase
Galbeta1-->4GlcNAc-R beta1-->6 N-acetylglucosaminyltransferase	2.4.1.150	N-acetyllactosaminide beta-1,6-N-acetylglucosaminyltransferase
UDP-GlcNAc:Gal-R, beta-D-6-N-acetylglucosaminyltransferase	2.4.1.150	N-acetyllactosaminide beta-1,6-N-acetylglucosaminyltransferase
I N-acetylglucosaminyltransferase	2.4.1.150	N-acetyllactosaminide beta-1,6-N-acetylglucosaminyltransferase
beta1-6GnT	2.4.1.150	N-acetyllactosaminide beta-1,6-N-acetylglucosaminyltransferase
N-acetyllactosaminide beta-1,6-N-acetylglucosaminyl-transferase	2.4.1.150	N-acetyllactosaminide beta-1,6-N-acetylglucosaminyltransferase
UDP-N-acetyl-D-glucosamine:beta-D-galactosyl-(1->4)-N-acetyl-Dglucosaminide 6-beta-N-acetyl-D-glucosaminyltransferase	2.4.1.150	N-acetyllactosaminide beta-1,6-N-acetylglucosaminyltransferase
IGnT	2.4.1.150	N-acetyllactosaminide beta-1,6-N-acetylglucosaminyltransferase
I-branchingbeta-1,6-N-acetylglucosaminyltransferase	2.4.1.150	N-acetyllactosaminide beta-1,6-N-acetylglucosaminyltransferase
GCNT2	2.4.1.150	N-acetyllactosaminide beta-1,6-N-acetylglucosaminyltransferase
gene contains onevariable exon and two constant exons	2.4.1.150	N-acetyllactosaminide beta-1,6-N-acetylglucosaminyltransferase
dIHnT	2.4.1.150	N-acetyllactosaminide beta-1,6-N-acetylglucosaminyltransferase
distally acting I-branchingbeta1,6-N-acetylglucosaminyltransferase	2.4.1.150	N-acetyllactosaminide beta-1,6-N-acetylglucosaminyltransferase
C2GnT2	2.4.1.150	N-acetyllactosaminide beta-1,6-N-acetylglucosaminyltransferase
gcnt3	2.4.1.150	N-acetyllactosaminide beta-1,6-N-acetylglucosaminyltransferase
I beta1,6-N-acetylglucosaminyltransferase	2.4.1.150	N-acetyllactosaminide beta-1,6-N-acetylglucosaminyltransferase
C2GnT forms the core 2 O-glycan branch, IGnT forms the Iantigen, both are members of a beta-1,6-N-acetylglucosaminyltransferasegene family	2.4.1.150	N-acetyllactosaminide beta-1,6-N-acetylglucosaminyltransferase
alpha(1-3)fucosyltransferase	2.4.1.152	4-galactosyl-N-acetylglucosaminide 3-alpha-L-fucosyltransferase
alpha-3-fucosyltransferase	2.4.1.152	4-galactosyl-N-acetylglucosaminide 3-alpha-L-fucosyltransferase
alpha-3-L-fucosyltransferase	2.4.1.152	4-galactosyl-N-acetylglucosaminide 3-alpha-L-fucosyltransferase
alpha1->3fucosyltransferase	2.4.1.152	4-galactosyl-N-acetylglucosaminide 3-alpha-L-fucosyltransferase
alpha1-3 fucosyltransferase	2.4.1.152	4-galactosyl-N-acetylglucosaminide 3-alpha-L-fucosyltransferase
alpha1,3FT	2.4.1.152	4-galactosyl-N-acetylglucosaminide 3-alpha-L-fucosyltransferase
alpha3-fucosyltransferase-VI	2.4.1.152	4-galactosyl-N-acetylglucosaminide 3-alpha-L-fucosyltransferase
alpha3-fucosyltransferase-V	2.4.1.152	4-galactosyl-N-acetylglucosaminide 3-alpha-L-fucosyltransferase
Fuc-Tb	2.4.1.152	4-galactosyl-N-acetylglucosaminide 3-alpha-L-fucosyltransferase
Fuc-TV	2.4.1.152	4-galactosyl-N-acetylglucosaminide 3-alpha-L-fucosyltransferase
fucosyltransferase, guanosine diphosphofucose-glucoside alpha1-->3-	2.4.1.152	4-galactosyl-N-acetylglucosaminide 3-alpha-L-fucosyltransferase
galactoside 3-fucosyltransferase	2.4.1.152	4-galactosyl-N-acetylglucosaminide 3-alpha-L-fucosyltransferase
GDL-L-fucose:N-acetyl-beta-D-glucosaminyl alpha-3-L-fucosyltransferase	2.4.1.152	4-galactosyl-N-acetylglucosaminide 3-alpha-L-fucosyltransferase
GDP-Fuc:Galbeta1-4GlcNAc (Fuc to GlcNAc) alpha1-3 fucosyltransferase	2.4.1.152	4-galactosyl-N-acetylglucosaminide 3-alpha-L-fucosyltransferase
GDP-fucose:beta-D-N-acetylglucosaminide 3-alpha-fucosyltransferase	2.4.1.152	4-galactosyl-N-acetylglucosaminide 3-alpha-L-fucosyltransferase
GDP-fucose:Galbeta(1-4)GlcNAc-R alpha(1-3)fucosyltransferase	2.4.1.152	4-galactosyl-N-acetylglucosaminide 3-alpha-L-fucosyltransferase
GDP-L-fucose:1,4-beta-D-galactosyl-N-acetyl-D-galactosaminyl-R3-L-fucosyltransferase	2.4.1.152	4-galactosyl-N-acetylglucosaminide 3-alpha-L-fucosyltransferase
guanosine diphosphofucose glucoside alpha1->3fucosyltransferase	2.4.1.152	4-galactosyl-N-acetylglucosaminide 3-alpha-L-fucosyltransferase
lewis-negative alpha-3-fucosyltransferase	2.4.1.152	4-galactosyl-N-acetylglucosaminide 3-alpha-L-fucosyltransferase
plasma alpha-3-fucosyltransferase	2.4.1.152	4-galactosyl-N-acetylglucosaminide 3-alpha-L-fucosyltransferase
zebrafisha1-3fucosyltrasferase 1	2.4.1.152	4-galactosyl-N-acetylglucosaminide 3-alpha-L-fucosyltransferase
zFT1	2.4.1.152	4-galactosyl-N-acetylglucosaminide 3-alpha-L-fucosyltransferase
rat fucosyltransferase VII	2.4.1.152	4-galactosyl-N-acetylglucosaminide 3-alpha-L-fucosyltransferase
rFUT7	2.4.1.152	4-galactosyl-N-acetylglucosaminide 3-alpha-L-fucosyltransferase
rFuc-TVII	2.4.1.152	4-galactosyl-N-acetylglucosaminide 3-alpha-L-fucosyltransferase
Lewis type alpha1,3-FucT	2.4.1.152	4-galactosyl-N-acetylglucosaminide 3-alpha-L-fucosyltransferase
alpha1,3-fucosyltransferase C	2.4.1.152	4-galactosyl-N-acetylglucosaminide 3-alpha-L-fucosyltransferase
LEwis-type alpha1,3-fucosyltransferase	2.4.1.152	4-galactosyl-N-acetylglucosaminide 3-alpha-L-fucosyltransferase
FucTC	2.4.1.152	4-galactosyl-N-acetylglucosaminide 3-alpha-L-fucosyltransferase
fucosyltransferase-VII	2.4.1.152	4-galactosyl-N-acetylglucosaminide 3-alpha-L-fucosyltransferase
fucosyltransferase-7	2.4.1.152	4-galactosyl-N-acetylglucosaminide 3-alpha-L-fucosyltransferase
FucT7	2.4.1.152	4-galactosyl-N-acetylglucosaminide 3-alpha-L-fucosyltransferase
isoform	2.4.1.152	4-galactosyl-N-acetylglucosaminide 3-alpha-L-fucosyltransferase
FucT-VII	2.4.1.152	4-galactosyl-N-acetylglucosaminide 3-alpha-L-fucosyltransferase
fucosyltransferase VII	2.4.1.152	4-galactosyl-N-acetylglucosaminide 3-alpha-L-fucosyltransferase
isoform	2.4.1.152	4-galactosyl-N-acetylglucosaminide 3-alpha-L-fucosyltransferase
alpha1,3-fucosyltransferase	2.4.1.152	4-galactosyl-N-acetylglucosaminide 3-alpha-L-fucosyltransferase
galactoside 3-L-fucosyltransferase 11	2.4.1.152	4-galactosyl-N-acetylglucosaminide 3-alpha-L-fucosyltransferase
FucT-XI	2.4.1.152	4-galactosyl-N-acetylglucosaminide 3-alpha-L-fucosyltransferase
Fuc-TXI	2.4.1.152	4-galactosyl-N-acetylglucosaminide 3-alpha-L-fucosyltransferase
alpha3-fucosyltransferase	2.4.1.152	4-galactosyl-N-acetylglucosaminide 3-alpha-L-fucosyltransferase
alpha-(1,3)-fucosyltransferase	2.4.1.152	4-galactosyl-N-acetylglucosaminide 3-alpha-L-fucosyltransferase
FucT	2.4.1.152	4-galactosyl-N-acetylglucosaminide 3-alpha-L-fucosyltransferase
FUT3	2.4.1.152	4-galactosyl-N-acetylglucosaminide 3-alpha-L-fucosyltransferase
FucT-VI	2.4.1.152	4-galactosyl-N-acetylglucosaminide 3-alpha-L-fucosyltransferase
FUT5	2.4.1.152	4-galactosyl-N-acetylglucosaminide 3-alpha-L-fucosyltransferase
FUT6	2.4.1.152	4-galactosyl-N-acetylglucosaminide 3-alpha-L-fucosyltransferase
alpha-1,3-fucosyltransferase VI	2.4.1.152	4-galactosyl-N-acetylglucosaminide 3-alpha-L-fucosyltransferase
alpha (1,3)-fucosyltransferase	2.4.1.152	4-galactosyl-N-acetylglucosaminide 3-alpha-L-fucosyltransferase
alpha(1,3)-fucosyltransferase VII	2.4.1.152	4-galactosyl-N-acetylglucosaminide 3-alpha-L-fucosyltransferase
alpha1-3 fucosyltransferase-VII	2.4.1.152	4-galactosyl-N-acetylglucosaminide 3-alpha-L-fucosyltransferase
alpha1-3 FucT	2.4.1.152	4-galactosyl-N-acetylglucosaminide 3-alpha-L-fucosyltransferase
alpha1,3-fucosyltransferase IX	2.4.1.152	4-galactosyl-N-acetylglucosaminide 3-alpha-L-fucosyltransferase
fucosyltransferase VI	2.4.1.152	4-galactosyl-N-acetylglucosaminide 3-alpha-L-fucosyltransferase
fucosyltransferase V	2.4.1.152	4-galactosyl-N-acetylglucosaminide 3-alpha-L-fucosyltransferase
fucosyltransferase	2.4.1.152	4-galactosyl-N-acetylglucosaminide 3-alpha-L-fucosyltransferase
alpha-13-fucosyltransferase VII	2.4.1.152	4-galactosyl-N-acetylglucosaminide 3-alpha-L-fucosyltransferase
FucTe	2.4.1.152	4-galactosyl-N-acetylglucosaminide 3-alpha-L-fucosyltransferase
alpha1,3-fucosyltransferase 4	2.4.1.152	4-galactosyl-N-acetylglucosaminide 3-alpha-L-fucosyltransferase
FucT9	2.4.1.152	4-galactosyl-N-acetylglucosaminide 3-alpha-L-fucosyltransferase
alpha1,3-fucosyltransferase 9	2.4.1.152	4-galactosyl-N-acetylglucosaminide 3-alpha-L-fucosyltransferase
alpha1,3-fucosyltransferase V	2.4.1.152	4-galactosyl-N-acetylglucosaminide 3-alpha-L-fucosyltransferase
FucT V	2.4.1.152	4-galactosyl-N-acetylglucosaminide 3-alpha-L-fucosyltransferase
FucT 9	2.4.1.152	4-galactosyl-N-acetylglucosaminide 3-alpha-L-fucosyltransferase
alpha 3-fucosyltransferase IX	2.4.1.152	4-galactosyl-N-acetylglucosaminide 3-alpha-L-fucosyltransferase
truncated form	2.4.1.152	4-galactosyl-N-acetylglucosaminide 3-alpha-L-fucosyltransferase
FucTVII	2.4.1.152	4-galactosyl-N-acetylglucosaminide 3-alpha-L-fucosyltransferase
FUT-VI	2.4.1.152	4-galactosyl-N-acetylglucosaminide 3-alpha-L-fucosyltransferase
alpha1,3fucosyltransferase-VII	2.4.1.152	4-galactosyl-N-acetylglucosaminide 3-alpha-L-fucosyltransferase
alpha1,3 FucT-VII	2.4.1.152	4-galactosyl-N-acetylglucosaminide 3-alpha-L-fucosyltransferase
alpha1,3/4-fucosyltransferase	2.4.1.152	4-galactosyl-N-acetylglucosaminide 3-alpha-L-fucosyltransferase
FUT11	2.4.1.152	4-galactosyl-N-acetylglucosaminide 3-alpha-L-fucosyltransferase
alpha3/4FucT	2.4.1.152	4-galactosyl-N-acetylglucosaminide 3-alpha-L-fucosyltransferase
fucosyltransferaseIX	2.4.1.152	4-galactosyl-N-acetylglucosaminide 3-alpha-L-fucosyltransferase
FucT-IX	2.4.1.152	4-galactosyl-N-acetylglucosaminide 3-alpha-L-fucosyltransferase
alpha1,3-fucosyltransferase VI	2.4.1.152	4-galactosyl-N-acetylglucosaminide 3-alpha-L-fucosyltransferase
FUT VI	2.4.1.152	4-galactosyl-N-acetylglucosaminide 3-alpha-L-fucosyltransferase
fucosyltransferase 4	2.4.1.152	4-galactosyl-N-acetylglucosaminide 3-alpha-L-fucosyltransferase
alpha1,3/4-fucosyltransferase VI	2.4.1.152	4-galactosyl-N-acetylglucosaminide 3-alpha-L-fucosyltransferase
FucT IX	2.4.1.152	4-galactosyl-N-acetylglucosaminide 3-alpha-L-fucosyltransferase
alpha1,3-FucTIX	2.4.1.152	4-galactosyl-N-acetylglucosaminide 3-alpha-L-fucosyltransferase
alpha1,3 fucosyltransferase VII	2.4.1.152	4-galactosyl-N-acetylglucosaminide 3-alpha-L-fucosyltransferase
alpha-1,3 FucT-VII	2.4.1.152	4-galactosyl-N-acetylglucosaminide 3-alpha-L-fucosyltransferase
alpha(1,3)fucosyltransferase IV	2.4.1.152	4-galactosyl-N-acetylglucosaminide 3-alpha-L-fucosyltransferase
FT-IV	2.4.1.152	4-galactosyl-N-acetylglucosaminide 3-alpha-L-fucosyltransferase
alpha(1,3)fucosyltransferase VII	2.4.1.152	4-galactosyl-N-acetylglucosaminide 3-alpha-L-fucosyltransferase
FT-VII	2.4.1.152	4-galactosyl-N-acetylglucosaminide 3-alpha-L-fucosyltransferase
fucosyltransferase 11	2.4.1.152	4-galactosyl-N-acetylglucosaminide 3-alpha-L-fucosyltransferase
Fut9	2.4.1.152	4-galactosyl-N-acetylglucosaminide 3-alpha-L-fucosyltransferase
alpha1,3 fucosyltransferase	2.4.1.152	4-galactosyl-N-acetylglucosaminide 3-alpha-L-fucosyltransferase
fucosyltransferase IV	2.4.1.152	4-galactosyl-N-acetylglucosaminide 3-alpha-L-fucosyltransferase
FUT4	2.4.1.152	4-galactosyl-N-acetylglucosaminide 3-alpha-L-fucosyltransferase
alpha-1,3-fucosyltransferase	2.4.1.152	4-galactosyl-N-acetylglucosaminide 3-alpha-L-fucosyltransferase
fucosyltransferase 7	2.4.1.152	4-galactosyl-N-acetylglucosaminide 3-alpha-L-fucosyltransferase
alpha (1,3) fucosyltransferase	2.4.1.152	4-galactosyl-N-acetylglucosaminide 3-alpha-L-fucosyltransferase
alpha-1,3-fucosyltransferase 9D	2.4.1.152	4-galactosyl-N-acetylglucosaminide 3-alpha-L-fucosyltransferase
alpha 1,3/4 fucosyltransferase Lewis 2	2.4.1.152	4-galactosyl-N-acetylglucosaminide 3-alpha-L-fucosyltransferase
alpha 1,3 fucosyltransferase	2.4.1.152	4-galactosyl-N-acetylglucosaminide 3-alpha-L-fucosyltransferase
alpha-(1,3)-fucosyltransferase 11	2.4.1.152	4-galactosyl-N-acetylglucosaminide 3-alpha-L-fucosyltransferase
fucosyltransferase IX	2.4.1.152	4-galactosyl-N-acetylglucosaminide 3-alpha-L-fucosyltransferase
alpha3-fucosyltransferase IX	2.4.1.152	4-galactosyl-N-acetylglucosaminide 3-alpha-L-fucosyltransferase
alpha-(1,3)-fucosyltransferase IXa	2.4.1.152	4-galactosyl-N-acetylglucosaminide 3-alpha-L-fucosyltransferase
FUT9a	2.4.1.152	4-galactosyl-N-acetylglucosaminide 3-alpha-L-fucosyltransferase
alpha3-fucosyltransferase VII	2.4.1.152	4-galactosyl-N-acetylglucosaminide 3-alpha-L-fucosyltransferase
the enzyme belongs to the alpha1,3-fucosyltransferasefamily	2.4.1.152	4-galactosyl-N-acetylglucosaminide 3-alpha-L-fucosyltransferase
CEFT-3	2.4.1.152	4-galactosyl-N-acetylglucosaminide 3-alpha-L-fucosyltransferase
CEFT-4	2.4.1.152	4-galactosyl-N-acetylglucosaminide 3-alpha-L-fucosyltransferase
alpha-1,3-fucosyltransferase 3	2.4.1.152	4-galactosyl-N-acetylglucosaminide 3-alpha-L-fucosyltransferase
alpha-1,3-FucT3	2.4.1.152	4-galactosyl-N-acetylglucosaminide 3-alpha-L-fucosyltransferase
alpha-(1,3/1,4)-fucosyltransferase	2.4.1.152	4-galactosyl-N-acetylglucosaminide 3-alpha-L-fucosyltransferase
alpha-(1,3/1,4)-FucT	2.4.1.152	4-galactosyl-N-acetylglucosaminide 3-alpha-L-fucosyltransferase
UA948FucT	2.4.1.152	4-galactosyl-N-acetylglucosaminide 3-alpha-L-fucosyltransferase
11639FucT	2.4.1.152	4-galactosyl-N-acetylglucosaminide 3-alpha-L-fucosyltransferase
alpha1,3-FucT	2.4.1.152	4-galactosyl-N-acetylglucosaminide 3-alpha-L-fucosyltransferase
FutA	2.4.1.152	4-galactosyl-N-acetylglucosaminide 3-alpha-L-fucosyltransferase
alpha1,3-fucosyltransferase-F	2.4.1.152	4-galactosyl-N-acetylglucosaminide 3-alpha-L-fucosyltransferase
FuT-F	2.4.1.152	4-galactosyl-N-acetylglucosaminide 3-alpha-L-fucosyltransferase
acetylglucosaminyltransferase, uridinediphosphoacetylglucosamine-dolichol phosphate	2.4.1.153	UDP-N-acetylglucosamine-dolichyl-phosphate
dolichyl phosphate acetylglucosaminyltransferase	2.4.1.153	UDP-N-acetylglucosamine-dolichyl-phosphate
dolichyl phosphate N-acetylglucosaminyltransferase	2.4.1.153	UDP-N-acetylglucosamine-dolichyl-phosphate
UDP-N-acetylglucosamine-dolichol phosphateN-acetylglucosaminyltransferase	2.4.1.153	UDP-N-acetylglucosamine-dolichyl-phosphate
dolichyl-phosphate alpha-N-acetylglucosaminyltransferase	2.4.1.153	UDP-N-acetylglucosamine-dolichyl-phosphate
AglK	2.4.1.153	UDP-N-acetylglucosamine-dolichyl-phosphate
Dol-P-GlcNAc synthase	2.4.1.153	UDP-N-acetylglucosamine-dolichyl-phosphate
alpha-mannoside beta-1,6-N-acetylglucosaminyltransferase	2.4.1.155	alpha-1,6-mannosyl-glycoprotein 6-beta-N-acetylglucosaminyltransferase
acetylglucosaminyltransferase, uridinediphosphoacetylglucosamine-alpha-mannosidebeta1-6-UDP-N-acetylglucosamine:alpha-mannoside-beta1,6N-acetylglucosaminyltransferase	2.4.1.155	alpha-1,6-mannosyl-glycoprotein 6-beta-N-acetylglucosaminyltransferase
alpha-1,3(6)-mannosylglycoproteinbeta-1,6-N-acetylglucosaminyltransferase	2.4.1.155	alpha-1,6-mannosyl-glycoprotein 6-beta-N-acetylglucosaminyltransferase
beta1,6-N-acetylglucosaminyltransferase-V	2.4.1.155	alpha-1,6-mannosyl-glycoprotein 6-beta-N-acetylglucosaminyltransferase
beta1,6-N-acetylglucosaminyltransferase V	2.4.1.155	alpha-1,6-mannosyl-glycoprotein 6-beta-N-acetylglucosaminyltransferase
N-acetylglucosaminyltransferase Va	2.4.1.155	alpha-1,6-mannosyl-glycoprotein 6-beta-N-acetylglucosaminyltransferase
beta N-acetylglucosaminyltransferase V	2.4.1.155	alpha-1,6-mannosyl-glycoprotein 6-beta-N-acetylglucosaminyltransferase
Golgi UCD-GlcNAc:N-acetylglucosaminyltransferase 5	2.4.1.155	alpha-1,6-mannosyl-glycoprotein 6-beta-N-acetylglucosaminyltransferase
glycosyltransferase	2.4.1.155	alpha-1,6-mannosyl-glycoprotein 6-beta-N-acetylglucosaminyltransferase
N-acetylglucosaminyltransferase-V	2.4.1.155	alpha-1,6-mannosyl-glycoprotein 6-beta-N-acetylglucosaminyltransferase
GnT-Va	2.4.1.155	alpha-1,6-mannosyl-glycoprotein 6-beta-N-acetylglucosaminyltransferase
GnT-V	2.4.1.155	alpha-1,6-mannosyl-glycoprotein 6-beta-N-acetylglucosaminyltransferase
gene name	2.4.1.155	alpha-1,6-mannosyl-glycoprotein 6-beta-N-acetylglucosaminyltransferase
N-acetylglucosaminyltransferase V	2.4.1.155	alpha-1,6-mannosyl-glycoprotein 6-beta-N-acetylglucosaminyltransferase
GlcNAcTase-V	2.4.1.155	alpha-1,6-mannosyl-glycoprotein 6-beta-N-acetylglucosaminyltransferase
UDP-N-acetylglucosamine:a-mannosidebeta-1,6-N-acetylglucosaminyltransferase	2.4.1.155	alpha-1,6-mannosyl-glycoprotein 6-beta-N-acetylglucosaminyltransferase
alpha-1,6-mannosyl-glycoprotein6-beta-N-acetylglucosaminyltransferase	2.4.1.155	alpha-1,6-mannosyl-glycoprotein 6-beta-N-acetylglucosaminyltransferase
beta1,6-N-acetylglucosaminyltransferase	2.4.1.155	alpha-1,6-mannosyl-glycoprotein 6-beta-N-acetylglucosaminyltransferase
N-acetylglucosaminyltransferase-Va	2.4.1.155	alpha-1,6-mannosyl-glycoprotein 6-beta-N-acetylglucosaminyltransferase
N-acetylglucosaminyltransferase-Vb	2.4.1.155	alpha-1,6-mannosyl-glycoprotein 6-beta-N-acetylglucosaminyltransferase
GnT-IX	2.4.1.155	alpha-1,6-mannosyl-glycoprotein 6-beta-N-acetylglucosaminyltransferase
N-acetylglucsaminyltransferase V	2.4.1.155	alpha-1,6-mannosyl-glycoprotein 6-beta-N-acetylglucosaminyltransferase
GnT-VB	2.4.1.155	alpha-1,6-mannosyl-glycoprotein 6-beta-N-acetylglucosaminyltransferase
Golgi beta-1,4-mannosyl-glycoprotein4-beta-N-acetylglucosaminyltransferase V	2.4.1.155	alpha-1,6-mannosyl-glycoprotein 6-beta-N-acetylglucosaminyltransferase
GnT-IV	2.4.1.155	alpha-1,6-mannosyl-glycoprotein 6-beta-N-acetylglucosaminyltransferase
beta1, 6-N-acetylglucosaminyltransferase V	2.4.1.155	alpha-1,6-mannosyl-glycoprotein 6-beta-N-acetylglucosaminyltransferase
GlcNAcT-V	2.4.1.155	alpha-1,6-mannosyl-glycoprotein 6-beta-N-acetylglucosaminyltransferase
Glc-NAcT-V	2.4.1.155	alpha-1,6-mannosyl-glycoprotein 6-beta-N-acetylglucosaminyltransferase
galactosyltransferase, uridine diphosphogalactose-indolylacetylinositol	2.4.1.156	indolylacetyl-myo-inositol galactosyltransferase
indol-3-ylacetyl-myo-inositol galactoside synthase	2.4.1.156	indolylacetyl-myo-inositol galactosyltransferase
13-glucosyloxydocosanoate 2'-beta-glucosyltransferase	2.4.1.158	13-hydroxydocosanoate 13-beta-glucosyltransferase
UDP-glucose:13-hydroxydocosanoic acid glucosyltransferase	2.4.1.158	13-hydroxydocosanoate 13-beta-glucosyltransferase
glucosyltransferase, uridine diphosphoglucose-hydroxydocosanoate	2.4.1.158	13-hydroxydocosanoate 13-beta-glucosyltransferase
UDP-glucose-13-hydroxydocosanoate glucosyltransferase	2.4.1.158	13-hydroxydocosanoate 13-beta-glucosyltransferase
rhamnosyltransferase, uridine diphosphorhamnose-flavonol 3-O-glucoside	2.4.1.159	flavonol-3-O-glucoside L-rhamnosyltransferase
UDP-rhamnose:flavonol 3-O-glucoside rhamnosyltransferase	2.4.1.159	flavonol-3-O-glucoside L-rhamnosyltransferase
chitin-UDP N-acetylglucosaminyltransferase	2.4.1.16	chitin synthase
acetylglucosaminyltransferase, chitin-uridine diphosphate	2.4.1.16	chitin synthase
chitin synthetase	2.4.1.16	chitin synthase
trans-N-acetylglucosaminosylase	2.4.1.16	chitin synthase
chitin-uridine diphosphate acetylglucosaminyltransferase	2.4.1.16	chitin synthase
CSI	2.4.1.16	chitin synthase
CSII	2.4.1.16	chitin synthase
DmCHS-1	2.4.1.16	chitin synthase
DmeChSB	2.4.1.16	chitin synthase
DmCHS-2	2.4.1.16	chitin synthase
Mcs1	2.4.1.16	chitin synthase
CHSIIIa	2.4.1.16	chitin synthase
CHSIIIb	2.4.1.16	chitin synthase
PdChsVII	2.4.1.16	chitin synthase
Ar-CS1	2.4.1.16	chitin synthase
BcChsVI	2.4.1.16	chitin synthase
CaChs2p	2.4.1.16	chitin synthase
CaChs1	2.4.1.16	chitin synthase
class IV CaChs3p	2.4.1.16	chitin synthase
UmCHS3	2.4.1.16	chitin synthase
UmCHS6	2.4.1.16	chitin synthase
CSIII	2.4.1.16	chitin synthase
chitin synthase III	2.4.1.16	chitin synthase
CHS	2.4.1.16	chitin synthase
Chs2	2.4.1.16	chitin synthase
Chs3p	2.4.1.16	chitin synthase
chitin synthase 1	2.4.1.16	chitin synthase
CHS1p	2.4.1.16	chitin synthase
chitin synthase 2	2.4.1.16	chitin synthase
CHS2p	2.4.1.16	chitin synthase
Ov-chs-2	2.4.1.16	chitin synthase
class IV chitin synthase	2.4.1.16	chitin synthase
CsmB	2.4.1.16	chitin synthase
class Vb chitin synthase	2.4.1.16	chitin synthase
chsA	2.4.1.16	chitin synthase
CsmA	2.4.1.16	chitin synthase
class V chitin synthase	2.4.1.16	chitin synthase
TcCHS1	2.4.1.16	chitin synthase
TcCHS2	2.4.1.16	chitin synthase
chitin synthase 3a	2.4.1.16	chitin synthase
CHS3a	2.4.1.16	chitin synthase
AgCHS-2	2.4.1.16	chitin synthase
CHS-6	2.4.1.16	chitin synthase
class IV CHS	2.4.1.16	chitin synthase
WdChs3p	2.4.1.16	chitin synthase
MsCHS1	2.4.1.16	chitin synthase
MsCHS-1	2.4.1.16	chitin synthase
LsCHS-1	2.4.1.16	chitin synthase
LcCHS-1	2.4.1.16	chitin synthase
AaCHS-1	2.4.1.16	chitin synthase
AgCHS-1	2.4.1.16	chitin synthase
chsB	2.4.1.16	chitin synthase
EhCHS-2	2.4.1.16	chitin synthase
EhCHS-1	2.4.1.16	chitin synthase
UDP-GlcNAc:chitin 4-alpha-N-acetylglucosaminyltransferase	2.4.1.16	chitin synthase
chsC	2.4.1.16	chitin synthase
MsCHS2	2.4.1.16	chitin synthase
chsE	2.4.1.16	chitin synthase
Chs4p	2.4.1.16	chitin synthase
chitin synthase 3	2.4.1.16	chitin synthase
chitin-UDP acetyl-glucosaminyl transferase 1	2.4.1.16	chitin synthase
Chs1	2.4.1.16	chitin synthase
chitin-UDP acetyl-glucosaminyl transferase 2	2.4.1.16	chitin synthase
chitin-UDP acetyl-glucosaminyl transferase 3	2.4.1.16	chitin synthase
CHS3	2.4.1.16	chitin synthase
