EC_Number	Systematic_name	Recommended_name	UniProt	Organism	Commentary	Literature(PubmedID)	Ref
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Moraxella bovis	AMENDA reliability +	9802010; 12499190	194
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Moraxella bovis	FRENDA	9119479; 16563633; 9517959; 23923578; 9275218	195
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Mus musculus	AMENDA reliability +	9192093; 12183541; 16291690	196
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Mus musculus	AMENDA reliability +++	14623165	197
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Mus musculus	FRENDA	9119479; 15215090; 10322012; 11401695; 9534978; 21851232; 15165233; 7876080	198
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Mus sp.	AMENDA reliability +	9119479; 16790773; 9534978	199
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Mus sp.	FRENDA	17924974; 27893795; 18466088; 20644310; 21851232; 15165233	200
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Musa acuminata	FRENDA	25460190; 19767862	201
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Mycobacterium	AMENDA reliability +	23936350; 11010873; 11601331; 16315359; 28743650	202
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Mycobacterium	FRENDA	8821941; 9866928; 18085750; 12596216; 17924974; 26103972	203
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Mycobacterium avium		25070007	204
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Mycobacterium avium	AMENDA reliability +	25070007	205
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Mycobacterium avium	FRENDA	8821941; 7811753; 9570407; 15063064; 20644310	206
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Mycobacterium avium 104		25070007	207
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Mycobacterium avium 104		25070007	208
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Mycobacterium avium complex sp.	FRENDA	20644310	209
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Mycobacterium avium-intracellulare	FRENDA	25070007	210
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Mycobacterium intracellulare	AMENDA reliability +	8508796; 9139928; 9534978	211
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Mycobacterium intracellulare	AMENDA reliability +++	1336034	212
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Mycobacterium intracellulare	FRENDA	10463167	213
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Mycobacterium kansasii	FRENDA	23923578	214
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Mycobacterium leprae	AMENDA reliability +	9141669; 9139928	215
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Mycobacterium leprae	FRENDA	9119479; 8665467; 8596438; 27649868	216
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Mycobacterium smegmatis		7673210	217
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Mycobacterium smegmatis mc(2)155 / ATCC 700084		7673210	218
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Mycobacterium smegmatis mc(2)155 / ATCC 700084		7673210	219
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Mycobacterium smegmatis mc(2)155 / ATCC 700084		7673210	220
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Mycobacterium smegmatis mc(2)155 / ATCC 700084		7673210	221
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Mycobacterium smegmatis mc(2)155 / ATCC 700084		7673210	222
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Mycobacterium smegmatis mc(2)155 / ATCC 700084		7673210	223
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Mycobacterium smegmatis mc(2)155 / ATCC 700084		7673210	224
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Mycobacterium smegmatis mc(2)155 / ATCC 700084		7673210	225
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Mycobacterium smegmatis mc(2)155 / ATCC 700084		7673210	226
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Mycobacterium smegmatis mc(2)155 / ATCC 700084		7673210	227
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Mycobacterium smegmatis mc(2)155 / ATCC 700084		7673210	228
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Mycobacterium smegmatis mc(2)155 / ATCC 700084		7673210	229
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Mycobacterium smegmatis mc(2)155 / ATCC 700084		7673210	230
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Mycobacterium smegmatis mc(2)155 / ATCC 700084		7673210	231
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Mycobacterium smegmatis mc(2)155 / ATCC 700084		7673210	232
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Mycobacterium smegmatis mc(2)155 / ATCC 700084		7673210	233
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Mycobacterium smegmatis mc(2)155 / ATCC 700084		7673210	234
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Mycobacterium smegmatis mc(2)155 / ATCC 700084		7673210	235
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Mycobacterium smegmatis mc(2)155 / ATCC 700084		7673210	236
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Mycobacterium sp.	AMENDA reliability +	11010873	237
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Mycobacterium sp.	AMENDA reliability +++	10227157; 19933836; 14553939	238
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Mycobacterium sp.	formerly Acinetobacter sp.	14553939	239
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Mycobacterium sp.	FRENDA	16832627	240
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Mycobacterium sp. JC1 DSM 3803	formerly Acinetobacter sp.	14553939	241
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Mycobacterium sp. JC1 DSM 3803	formerly Acinetobacter sp.	14553939	242
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Mycobacterium tuberculosis		9006925; 15840564; 18178143; 9766000; 10933818; 16315359; 17217949; 9395452; 9291321; 15917090; 7746145; 8939440; 22705398; 23084782; 22918833; 24280274; 25674665; 28743650	243
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Mycobacterium tuberculosis	; enzyme KatG is a bifunctional	15628865	244
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Mycobacterium tuberculosis	AMENDA reliability +	9119479; 7487109; 10379683; 12944408; 20054829; 8821941; 9192093; 19139099; 19856302; 15215090; 1501713; 7672183; 8684371; 9450045; 10227157; 11457121; 14623165; 15567407; 16285713; 16563633; 18052167; 29235814; 29523317; 9866928; 9883603; 18394163; 12949087; 9843388; 12069966; 8596438; 17294000; 15178486; 10463167; 7811753; 8392139; 12586821; 15886207; 16173777; 16536002; 17188362; 17204474; 27553406; 8944618; 9353028; 9621190; 8585728; 8658136; 9139928; 9275218; 9534978; 9782502; 11257507; 11914371; 15273113; 19169435; 20211896; 20307539; 21244531; 21851232; 23744165; 24184004; 26103972; 28839308; 20507091; 11741602; 15753209; 19050300; 21208877; 26251830; 11787427; 28108375; 15231844; 10933819; 17684291; 19910611; 20554537; 25898545; 15840564; 19139098; 9766000; 10933818; 16315359; 15917090; 12628252; 22918833; 28743650	245
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Mycobacterium tuberculosis	AMENDA reliability +++	19363028; 11795785; 7798673; 8169415; 8320241; 8376822; 8537659; 9076716; 10051449; 11401695; 11742122; 12205099; 12506108; 12667074; 14665627; 15650370; 16566587; 18577539; 18831539; 18956888; 20593210; 22381358; 24185282; 9006925; 12543676; 15628865; 17309235; 9395452; 15231843; 9291321; 7746145; 8939440; 28303436	246
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Mycobacterium tuberculosis	enzyme KatG, gene katG	12543676	247
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Mycobacterium tuberculosis	FRENDA	23936350; 25383419; 27775177; 9864198; 15722451; 18084895; 10217488; 12455692; 12751711; 15540208; 8665467; 10655365; 27612406; 10897383; 26035302; 8811179; 26104204; 28043516; 8257155; 16923890; 17037259; 8939436; 10656114; 17924974; 27893795; 10609885; 22460521; 11601331; 7699979; 9570407; 10645439; 10944230; 12183226; 12183541; 12761216; 14638486; 15910223; 16878599; 16904399; 17191164; 22183480; 25636146; 25664397; 27230303; 27649868; 27695670; 27864515; 19530730; 11251835; 15165233; 22272299; 23562055; 8523854; 11948876; 15292144; 26786627; 29175704; 12454496; 20200152; 10801338; 17217949; 21833828; 24280274; 25070007; 25303560	248
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Mycobacterium tuberculosis complex	AMENDA reliability +	9210694	249
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Mycobacterium tuberculosis complex	FRENDA	9056000; 9275218; 9802010	250
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Mycobacterium tuberculosis H37Rv		7746145; 8939440	251
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Mycobacterium tuberculosis H37Rv		7746145; 8939440	252
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Mycobacterium tuberculosis H37Rv		7746145; 8939440	253
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Mycobacterium tuberculosis H37Rv		7746145; 8939440	254
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Mycobacterium tuberculosis H37Rv		7746145; 8939440	255
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Mycobacterium tuberculosis H37Rv		7746145; 8939440	256
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Mycobacterium tuberculosis H37Rv		7746145; 8939440	257
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Mycobacterium tuberculosis H37Rv		7746145; 8939440	258
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Mycobacterium tuberculosis H37Rv		7746145; 8939440	259
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Mycobacterium tuberculosis H37Rv		7746145; 8939440	260
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Mycobacterium tuberculosis H37Rv		7746145; 8939440	261
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Mycobacterium tuberculosis H37Rv		7746145; 8939440	262
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Mycobacterium tuberculosis H37Rv		7746145; 8939440	263
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Mycobacterium tuberculosis H37Rv		7746145; 8939440	264
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Mycobacterium tuberculosis H37Rv		7746145; 8939440	265
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Mycobacterium tuberculosis H37Rv		7746145; 8939440	266
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Mycobacterium tuberculosis H37Rv		7746145; 8939440	267
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Mycobacterium tuberculosis H37Rv		7746145; 8939440	268
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Mycobacterium tuberculosis H37Rv		7746145; 8939440	269
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Mycobacterium tuberculosis H37Rv		7746145; 8939440	270
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Mycobacterium tuberculosis H37Rv		7746145; 8939440	271
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Mycobacterium tuberculosis H37Rv		7746145; 8939440	272
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Mycobacterium tuberculosis H37Rv		7746145; 8939440	273
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Mycobacterium tuberculosis H37Rv		7746145; 8939440	274
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Mycobacterium tuberculosis H37Rv		7746145; 8939440	275
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Mycobacterium tuberculosis H37Rv		7746145; 8939440	276
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Mycobacterium tuberculosis H37Rv		7746145; 8939440	277
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Mycobacterium tuberculosis H37Rv		7746145; 8939440	278
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Mycobacterium tuberculosis H37Rv		7746145; 8939440	279
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Mycobacterium tuberculosis H37Rv		7746145; 8939440	280
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Mycobacterium tuberculosis H37Rv		7746145; 8939440	281
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Mycobacterium tuberculosis H37Rv		7746145; 8939440	282
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Mycobacterium tuberculosis H37Rv		7746145; 8939440	283
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Mycobacterium tuberculosis H37Rv		7746145; 8939440	284
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Mycobacterium tuberculosis H37Rv		7746145; 8939440	285
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Mycobacterium tuberculosis H37Rv		7746145; 8939440	286
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Mycobacterium tuberculosis H37Rv		7746145; 8939440	287
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Mycobacterium tuberculosis H37Rv		7746145; 8939440	288
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Mycobacterium tuberculosis H37Rv		7746145; 8939440	289
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Mycobacterium tuberculosis H37Rv		7746145; 8939440	290
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Mycobacterium tuberculosis H37Rv		7746145; 8939440	291
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Mycobacterium tuberculosis H37Rv		7746145; 8939440	292
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Mycobacterium tuberculosis H37Rv		7746145; 8939440	293
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Mycobacterium tuberculosis H37Rv		7746145; 8939440	294
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Mycobacterium tuberculosis H37Rv		7746145; 8939440	295
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Mycobacterium tuberculosis H37Rv		7746145; 8939440	296
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Mycobacterium tuberculosis H37Rv		7746145; 8939440	297
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Mycobacterium tuberculosis H37Rv		7746145; 8939440	298
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Mycobacterium tuberculosis H37Rv		7746145; 8939440	299
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Mycobacterium tuberculosis H37Rv		7746145; 8939440	300
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Mycobacterium tuberculosis H37Rv		7746145; 8939440	301
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Mycobacterium tuberculosis H37Rv		7746145; 8939440	302
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Mycobacterium tuberculosis H37Rv		7746145; 8939440	303
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Mycobacterium tuberculosis H37Rv		7746145; 8939440	304
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Mycobacterium tuberculosis H37Rv		7746145; 8939440	305
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Mycobacterium tuberculosis H37Rv		7746145; 8939440	306
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Mycobacterium tuberculosis H37Rv		7746145; 8939440	307
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Mycobacterium tuberculosis H37Rv		7746145; 8939440	308
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Mycobacterium tuberculosis H37Rv		7746145; 8939440	309
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Mycobacterium tuberculosis H37Rv		7746145; 8939440	310
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Mycobacterium tuberculosis H37Rv		7746145; 8939440	311
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Mycobacterium tuberculosis H37Rv		7746145; 8939440	312
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Mycobacterium tuberculosis H37Rv		7746145; 8939440	313
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Mycobacterium tuberculosis H37Rv		7746145; 8939440	314
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Mycobacterium tuberculosis H37Rv		7746145; 8939440	315
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Mycobacterium tuberculosis H37Rv		7746145; 8939440	316
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Mycobacterium tuberculosis H37Rv		7746145; 8939440	317
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Mycobacterium tuberculosis H37Rv		7746145; 8939440	318
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Mycobacterium tuberculosis H37Rv		7746145; 8939440	319
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Mycobacterium tuberculosis H37Rv		7746145; 8939440	320
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Mycobacterium tuberculosis H37Rv		7746145; 8939440	321
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Mycobacterium tuberculosis H37Rv		7746145; 8939440	322
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Mycobacterium tuberculosis H37Rv		7746145; 8939440	323
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Mycobacterium tuberculosis H37Rv		7746145; 8939440	324
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Mycobacterium tuberculosis H37Rv		7746145; 8939440	325
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Mycobacterium tuberculosis H37Rv		7746145; 8939440	326
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Mycobacterium tuberculosis H37Rv		7746145; 8939440	327
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Mycobacterium tuberculosis H37Rv		7746145; 8939440	328
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Mycobacterium tuberculosis H37Rv		7746145; 8939440	329
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Mycobacterium tuberculosis H37Rv		7746145; 8939440	330
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Mycobacterium tuberculosis H37Rv		7746145; 8939440	331
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Mycobacterium tuberculosis H37Rv		7746145; 8939440	332
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Mycobacterium tuberculosis H37Rv		7746145; 8939440	333
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Mycobacterium tuberculosis H37Rv		7746145; 8939440	334
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Mycobacterium tuberculosis H37Rv		7746145; 8939440	335
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Mycobacterium tuberculosis H37Rv		7746145; 8939440	336
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Mycobacterium tuberculosis H37Rv		7746145; 8939440	337
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Mycobacterium tuberculosis H37Rv		7746145; 8939440	338
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Mycobacterium tuberculosis H37Rv		7746145; 8939440	339
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Mycobacterium tuberculosis H37Rv		7746145; 8939440	340
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Mycobacterium tuberculosis H37Rv		7746145; 8939440	341
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Mycobacterium tuberculosis H37Rv		7746145; 8939440	342
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Mycobacterium tuberculosis H37Rv		7746145; 8939440	343
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Mycobacterium tuberculosis H37Rv		7746145; 8939440	344
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Mycobacterium tuberculosis H37Rv		7746145; 8939440	345
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Mycobacterium tuberculosis H37Rv		7746145; 8939440	346
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Mycobacterium tuberculosis H37Rv		7746145; 8939440	347
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Mycobacterium tuberculosis H37Rv		7746145; 8939440	348
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Mycobacterium tuberculosis H37Rv		7746145; 8939440	349
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Mycobacterium tuberculosis H37Rv		7746145; 8939440	350
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Mycobacterium tuberculosis H37Rv		7746145; 8939440	351
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Mycobacterium tuberculosis H37Rv		7746145; 8939440	352
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Mycobacterium tuberculosis H37Rv		7746145; 8939440	353
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Mycobacterium tuberculosis H37Rv		7746145; 8939440	354
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Mycobacterium tuberculosis H37Rv		7746145; 8939440	355
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Mycobacterium tuberculosis H37Rv		7746145; 8939440	356
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Mycobacterium tuberculosis H37Rv		7746145; 8939440	357
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Mycobacterium tuberculosis H37Rv		7746145; 8939440	358
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Mycobacterium tuberculosis H37Rv		7746145; 8939440	359
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Mycobacterium tuberculosis H37Rv		7746145; 8939440	360
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Mycobacterium tuberculosis H37Rv		7746145; 8939440	361
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Mycobacterium tuberculosis H37Rv		7746145; 8939440	362
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Mycobacterium tuberculosis H37Rv		7746145; 8939440	363
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Mycobacterium tuberculosis H37Rv		7746145; 8939440	364
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Mycobacterium tuberculosis H37Rv		7746145; 8939440	365
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Mycobacterium tuberculosis H37Rv		7746145; 8939440	366
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Mycobacterium tuberculosis H37Rv		7746145; 8939440	367
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Mycobacterium tuberculosis H37Rv		7746145; 8939440	368
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Mycobacterium tuberculosis H37Rv		7746145; 8939440	369
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Mycobacterium tuberculosis H37Rv		7746145; 8939440	370
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Mycobacterium tuberculosis H37Rv		7746145; 8939440	371
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Mycobacterium tuberculosis H37Rv		7746145; 8939440	372
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Mycobacterium tuberculosis H37Rv		7746145; 8939440	373
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Mycobacterium tuberculosis H37Rv		7746145; 8939440	374
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Mycobacterium tuberculosis H37Rv		7746145; 8939440	375
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Mycobacterium tuberculosis H37Rv		7746145; 8939440	376
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Mycobacterium tuberculosis H37Rv		7746145; 8939440	377
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Mycobacterium tuberculosis H37Rv		7746145; 8939440	378
